person_id,why_are_pid_with_when,prob_machine_generated,n_tokens,glimpse_criterion
US:24481308,"they know empathy, they do not lie, they do not ignore courts, they do not put anyone not elected in government to dismantle organizations and departments, they do not believe they are above the law, they do not ignore our constitution and the amendments, they do not ship American citizens to the gulags, they do not threaten lawyers and universities, they would never ever release convicted terrorists who committed an insurrection from prison, do i need to go on?",0.22,91,-4.954951802696773
US:2122985,The leaser of two evils,0.48,6,-1.5029869079715368
US:183755089,"I think that Republicans are too rigid judgmental, power-hungry,require economic entitlement, I don’t believe they’re understanding of all classes of people. I do believe that the Democrats are closer followers of the constitution and the original interpretation of the constitution.",0.22,52,-4.524887379019977
US:201045921,"For some ""only God knows why"" reason. I am drawn to service. Helping others. Being of service. That is what the Democratic party means to me.",0.3,33,-2.9187707250787884
US:2622366,I like their conservative ideas.,0.25,6,-3.6464072393574765
US:1241082,Because neither represent my values or principles,0.25,7,-6.346928885853458
US:32394,Democrats care about other people while Republicans care about themselves,0.36,10,-2.3150915686343865
US:905869,"The Democratic Party's agenda matches the 45 Goals of the Communist Party as entered into the Congressional Record. They now support criminals, pedophiles, non-citizens, they are antiChristian, against free speech unless it's antiAmerica... etc",0.22,50,-5.202577213084109
US:24863746,Because I’m more conservative that liberal,0.23,7,-4.268433404047012
US:4716731,John F Kennedy's speeches resonated with me at 8 years of age. I knew then that white supremacy was bs.,0.24,25,-3.969501611247665
US:3237511,At the time it was the best,0.52,7,-1.2767814693877273
US:27223709,Dems are not totally corrupt and actually better the lives of t heir constituents.,0.22,16,-5.4165114783377835
US:181293401,"Republicans aren't perfect, but who is? But democrats are hateful, destructive, race baiting idiots. You asked, I told you",0.23,28,-4.1092385478217714
US:2995614,FDR,0.32,2,-2.7601975782128707
US:148353873,Democrats are for the people Republicans are for the rich,0.62,10,-0.7304163198210454
US:103016201,Because I think Democrats are more about people like me. Republicans are for money and big businesses,0.26,18,-3.53869421902501
US:126871313,I was an oil person and thought they would bring stability to the oil prices. Boy was I wrong,0.3,20,-2.978360014698306
US:3242443,My income level.,0.23,4,-4.327181434548038
US:124105989,Because everyone in my household was a Democrat.,0.27,9,-3.3624243196293397
US:177186889,I decided to become a Republican when I became aware of how corrupt the majority of the democrats had becomed.,0.28,23,-3.2441058219277097
US:137048209,Believe in more equitable society and increasing taxes on billionaires,0.22,11,-4.457364410933786
US:105239735,Neither party stands for me even though I vote democratic more often than republican. I don't feel close or represented by the democratic party either.,0.28,28,-3.2137041432977345
US:46848234,Republicans are too expensive. We have to bail out the economy after every Republican president. We can’t afford them.,0.58,23,-0.9030849501337193
US:135027307,Carter was a disaster and Regan was great!,0.32,11,-2.7606444312255403
US:488743,from a working family,0.22,4,-5.0156130207713945
US:4388272,Because Republicans have always been in favor of the rich. The rich gets richer & the poor gets poorer.,0.55,21,-1.0900373339968659
US:190765197,I was in a family of Democrats,0.46,7,-1.6090146955170614
US:4471257,"I decided I am a Democrat because I agreed with the political views of such political leaders as the Kennedys, Wayne Morse, and Hubert Humphrey.",0.43,32,-1.828194489239441
US:40599962,i like a lot of there viw when it come to help the people,0.24,15,-3.911576737651081
US:45922761,I have always been a democrat.,0.74,7,-0.06393827577176286
US:162689029,Aligns more with my personal values,0.33,7,-2.564495693693427
US:30241615,I did not like the people in the national democratic party.,0.5,12,-1.3700411859992652
US:28405232,I believe in what the Republicans believe in,0.46,8,-1.640484406333455
US:40641660,I'm Black and Republicans do not support equal rights for all people......just the white ones who are well off or the white ones who think they can become well off and don't want any competition from another ethnic group.,0.42,44,-1.890041917561515
US:894803,I have always trusted my ability to learn the issues and decide on my own. I find the political parties rather useless. I cringe everytime I see the vote on ANYthing to break on party lines. It's as if NO ONE thinks on their own,0.26,51,-3.504639470023949
US:37949400,Because I believe that our Country is a Constitional Republic rather than a Democratic Country.,0.23,17,-4.268750651416913
US:28770027,Because that's the way I was raised,0.61,8,-0.7657218602861426
US:38006829,Democrats are basically evil,0.24,4,-3.8944183917720787
US:181508103,Demos suck,0.28,3,-6.908711377871473
US:140270819,My ideas and beliefs aligned more with the Republican party,0.43,10,-1.8314638869627666
US:171259979,"I am fiscally conservative and socially liberal. I am now Independant as a result no one party fits my needs. I primarily focus on voting for those that r willing to work across the isle. With that being said, I am disgusted with the entire spineless Republican Party that chooses to kiss the ring of their orange dictator. They talk negatively about trump behind closed doors but choose to support him in public because of fear. They r weak people who choose to support a treasonist, felon, rapist, full time lier that makes up his own facts, and bankruptcy professional, I can go on and on about this loser trump that is a horrible role model for our kids. As a result, I will not vote for anyone that sports this joke. Trump should never have been allowed to run for president as a felon.",0.23,168,-4.240517763925803
US:41922230,I disliked the way Democrats treated Trump .,0.24,8,-3.8634830658989396
US:4670987,They Were Fair And They Worked For All The People And Not A CULT.,0.22,17,-5.0844481472221315
US:192214629,because of the judges they appoint,0.22,6,-5.110683468343814
US:181266429,no one good to choose,0.22,5,-5.200109767406271
US:46821834,I align with their values.,0.34,6,-2.5302521526552524
US:189706043,My beliefs and values match that party,0.24,7,-6.321582595466901
US:162855051,I'm a democratic socialist from England,0.51,7,-1.3084413792777319
US:2794598,"I'm not a rich, straight, Christian man.",0.48,11,-1.4894840382382901
US:102522905,Conscience over affiliation,0.25,4,-6.368799163419148
US:4544163,I had thought that they were a better choice at the time.,0.68,13,-0.4248547623013829
US:3443004,Both parties are fixed on promoting their own party and not the issues or what the people want.,0.61,19,-0.7937155248602333
US:1668222,because they're usually sane,0.23,5,-6.009572661723308
US:46714560,Because Republicans are all for the rich,0.28,7,-3.1288042238631153
US:3728247,"Reagan had better ideas and Iran hostages, Contra, etc. Carter was a failure.",0.32,19,-2.7572358407760102
US:36956027,After voting for a democrook I realized their platform was do nothing and villify anyone who isn't them with the help of the leftist media.,0.28,31,-3.153735676937766
US:167634929,"I support making weed legal and support getting lots of people off social security who are able to work. both sides have mixed good ideas. I do not support boys playing in girls sports, DEI is junk and the dems should not have allowed people to violate are laws and stream into the USA",0.23,59,-5.821346437892391
US:40556219,common sense,0.22,2,-4.544617602399087
US:2877393,Didn't think Jimmy Carter would be an effective president.,0.35,11,-2.387002630835444
US:2805720,I am fiscally conservative but believe in things like universal Healthcare and grants,0.28,15,-3.256174203090605
US:3254208,Care more about people,0.28,4,-3.128789956809363
US:39653205,"Same reason the Democratic Party is corrupt as hell, and I’m not no part of it",0.35,18,-2.4044989204775615
US:1698541,"Because they are closer to my ideals, that people are the more important than anything else. Because we are the only thing that God created in His own image and that all people were created by the same God and it is our responsibility to help each other own this earth.",0.33,54,-2.5640744246428677
US:1413129,Maga pushed me over the edge but Democrat's can be too liberal for me.,0.25,17,-3.6458892255247175
US:1293590,"Republicans endorse Lower taxes, lower regulation, less DEI and wokeness, more law and order, tougher on crime, strong national defense, secure borders.",0.24,32,-4.051465654624943
US:164477477,Because i agree with that side,0.22,6,-5.025251797922632
US:189447283,Because I agreed with most of their positions and disagreed with most of the democrats positions.,0.27,18,-3.293846349178682
US:1978965,I vote for who I thing would do the right things for our country weather a republican or democrate or independant,0.22,23,-4.589299445336978
US:149332529,Don't like republican views,0.22,5,-5.2441116917825585
US:162986549,To be able to vote in primary election,0.31,8,-2.821104994906053
US:2648604,Equality,0.22,1,-5.383772614785235
US:2505924,The Democrat Party is in a tailspin and has been derailed by fringe interests. They have succumbed more to big business and growing government that Republicans in recent history.,0.23,35,-4.288449090284295
US:29061137,"I've been absolutely disgusted with the Democrat party, specifically their conduct and the cultural views they defend.",0.38,20,-2.1641134881342334
US:136113889,"I got tired of the constant interfering in other countries, higher prices, relying on other countries for oil and things we can make ourselves. It really kicked into gear when men invaded women's spaces in womanface and mediocre men began competing against women.",0.23,49,-5.988552264280072
US:433839,i beleive they will do what is right,0.31,9,-2.790163538111221
US:1486600,Conservative values,0.38,3,-2.1685861975802263
US:4351849,my parents were staunch democrats and i felt it was the right way,0.34,14,-2.5195854153512
US:172402325,The Republican party shares my values and beliefs,0.41,8,-1.9141512471867475
US:1102473,"It is closest to my principles, values and belief systems",0.27,11,-3.377623397652053
US:37908726,They work more for the people,0.32,6,-2.6910140374731335
US:103617509,Republicans support my causes. I am a conservative Christian woman and Pastor. I am pro life,0.3,18,-2.919559543575657
US:4668940,The U.S. was becoming far too liberal with their policies.,0.53,13,-1.2271499891929967
US:147235257,Saw the rise of the Tea Party and realized I would no longer fit in with conservatives.,0.46,19,-1.5999612547672522
US:188885,Same as above both parties just want more taxpayers money to travel and drink,0.26,14,-6.711995182594327
US:39566251,Democrats align more with my belief in inclusion,0.24,8,-6.244366701415402
US:33451094,i am against government handouts to people who are able bodied. Welfare should be eliminated.,0.47,19,-1.529020212753646
US:1203878,I've answered this.,0.31,5,-2.808764958722377
US:40108663,"Values. Life, liberty faith, capitalism, safety, peace thru strength,family, constitution",0.32,18,-7.428567640440981
US:128220557,"The party of the big tent - welcoming to all points of view (at least on the surface), doesn't require all to step in line with a single narrow viewpoint. The party right now that is concerned about the environment and the future of this planet. A lot less ""do as I say, not as I do"" than the Republican Party.",0.5,70,-1.3828047516246647
US:191189651,I like trump,0.29,3,-3.09778800261663
US:29689481,As far as I am concerned both parties are corrupt,0.33,10,-2.598370043067824
US:40460868,Because I am not socialist or communist like the democrats,0.3,11,-2.9435019052711975
US:1585469,Democrats act on values of charity and fair-play to all people.,0.22,13,-5.3303354636431095
US:172064911,During the fight to legalize gay marriage. I’m an LGBTQ+ ally and knew republicans were the ones against their rights,0.23,24,-4.291180843929937
US:192621561,See: above.,0.26,4,-3.466070445936227
US:188829809,More values I believe in,0.22,5,-4.99005527841335
US:33232243,"Issues, ideas, situations and conditions, that are important to me, have been raised or worked on by the democratic party and not from the republican party.",0.42,31,-1.8959640787148166
US:976346,Republicans believe personal accountability and responsibility for self is the most important principle. Democrats believe shared responsibility is more important.,0.42,22,-1.84902003092278
US:125838009,Because I am for all the people.,0.3,8,-2.9931293173185516
US:183821545,Liberals lie,0.35,4,-2.407404203447728
US:46466605,They are the same. We have a uniparty.,0.56,12,-1.0557961707675259
US:187220145,It aligns more with my beliefs.,0.23,8,-4.237656989681126
US:40420989,Because everything the Democrats stand for is crap,0.22,8,-4.653581935716363
US:27147928,"The Democratic Party is seemingly more in tune with the needs, concerns and feelings of the people in this country and how they are respected and listened to. Republicans seem to be more in tune with making money for themselves very little of which filters down to the people who really need it.",0.48,56,-1.4710590916868038
US:146089697,I watched both the Democratic and the Republican national conventions. I saw what each party stood for. I realized that I was a Democrat.,0.85,27,0.6159379375684129
US:153009413,"Because the Republicans don't believe in the same thing I do-- equality, caring for those in need etc",0.23,21,-4.195833055967882
US:127181813,both are corrupt,0.28,3,-7.032515145628193
US:1577544,They align to my beliefs and values,0.45,7,-1.6877695257953635
US:4171222,As above.,0.27,3,-3.38280760365481
US:4628509,The party aims for my vision,0.22,6,-4.69075952467123
US:29713655,People centered politics vs corporate/wealthy centered politics,0.22,10,-4.787652133067406
US:44350002,reagan,0.22,2,-5.370693724911221
US:663087,I think Democrats are best at helping the lower and middle classes. I think this is key to a healthy democracy and economy. It's also provides a better way for those classes to have their rights protected.,0.51,41,-1.3169498669141484
US:46650863,Values,0.22,1,-5.4792182669643665
US:195468805,no reason,0.24,2,-6.090912059169189
US:174598317,Was tired of seeing people live off taxpayers while I busted my hump working and paying taxes,0.24,18,-3.8955169724856145
US:42768781,The Democratic candidate at the time stood for all the things I believed in,0.61,14,-0.7578022672639075
US:165457161,"I believe in protecting the most vulnerable in our country, I support a woman's right to choose what to do with her body and protect the environment.",0.58,30,-0.9480204956326326
US:22651982,"It seemed that when I agree with one of the parties - not often, mind you - it often seems to be what the Republican Party claims it believes.",0.27,31,-3.390789679378521
US:2519555,They have closer to what I believe in and see for the country even though they are almost as bad of thieves as the democrats.,0.31,27,-2.8369072086498957
US:27577997,The Democratic Party’s philosophy aligns with my own.,0.74,11,-0.0831685837791334
US:1824582,Neither one represents me,0.22,4,-4.481571055041895
US:46469674,They are more aligned with the middle class and advocate social equality and prosperity,0.36,14,-2.360614918054729
US:184024921,"The Republican Party and the Democratic Party both swear allegiance to corporate interests and capitalism. The Democratic Party pretends it wants lefties like me to join it, but then does everything it can to destroy us in primaries, inside the party, and in the court of public opinion. How could I support any party that conducts a literal genocide?",0.28,67,-3.127257630837018
US:196258227,i am conservative and liberal ideas are stupid,0.25,8,-3.773924580535215
US:39509182,democrats are horrible,0.22,4,-4.894235754341756
US:1796036,People should take care of themselves and not rely on government assistance,0.79,12,0.2272532570615061
US:128945561,Trump,0.26,1,-3.470753403888651
US:146099145,my values match more with them,0.24,6,-6.273149186009759
US:41318467,I've always been a conservative but 40 years ago when we were born the Democratic party was in their place at the Republican party is at now and the Republicans are trying to do what's good for Americans and putting America first whereas the liberals are way too far to the left right now.,0.26,58,-3.5477097115654797
US:1403475,I was brought up in a Democrat house hold,0.39,9,-2.0593577530901164
US:2737454,We are a republic and the Democrats want a socialism based government,0.36,12,-2.3574889611282215
US:175552135,Because the Democrats have terrible leaders like AOC and Chuck Summar. I dont beleave in DEI and the green new deal.,0.27,27,-6.8761067186994165
US:168875531,I think Donald Trump and MAGA Republicans are a good example of why I became a Democrat.,0.42,19,-1.8873300342196975
US:26906455,The party encourages smaller government and self dependence.,0.22,9,-4.64326709604541
US:3314570,"They seemed to be for the people, the common man.",0.67,12,-0.4497166921959059
US:4541895,when I decided which party represented me more,0.25,8,-6.424555051643088
US:133135495,"Um cause we ARE a REPUBLIC.. and we should always be careful to KNOW this- constitution is what makes us GREAT NOT ""the will of the people"" because they are always.. well, not very informed or intelligent at time. CONSTITUTIONal REPUBLIC is us.",0.22,56,-5.119866709368107
US:185390453,My thoughts align with what the party stand for,0.3,9,-2.9335528463415392
US:190133205,When I found out democrats seem 😳 to be way off from what normal people believe,0.22,18,-5.653722051604776
US:179252761,The views of most democrats align with mine.,0.44,10,-1.7588775809166324
US:2469503,,,0,
US:3494335,Most of my family are Republicans. Republicans align more with my values.,0.38,14,-2.1877575737408836
US:196123631,To stop the Democrats from their poor administration and ruination of America and no longer be a Democrat and have Republicans reverse all the damage that Democrats did.,0.22,30,-4.830174440862464
US:103736105,Because republicans began openly stating they wanted their religion to influence their policy,0.22,14,-5.314450444836417
US:117536071,Lack of choice. This country basically pigeonholes every citizen into an unrealistic mandate of voting either blue or red. I would prefer to have more options.,0.27,31,-3.410559878857971
US:40291795,because it was foolish to believe trickle-down economics could work,0.25,11,-3.7024695552660987
US:161042035,I believe in helping the people not the rich,0.53,9,-1.2226821108848456
US:42680232,I think for myself,0.53,4,-1.1825846984097985
US:173617923,I agree more with their viewpoints and goals,0.28,8,-3.2311844051916077
US:185173823,I support the Republican view on how to live in this country.,0.47,13,-1.525841779567391
US:449325,The Democratic party moved too far left.,0.39,8,-2.0657500121737637
US:1219840,because the democrat party has moved too far totheleft,0.23,11,-4.418714976782586
US:25707246,I fiscally aligned with the parties policy towards the economy.,0.28,13,-3.1708945810849247
US:41013538,"small gov't, minimal regulaltion",0.24,8,-6.199465538470329
US:4142946,"Probably, have not considered any other. Our country should be focused on equality and justice instead of political parties.",0.25,22,-3.626674300225058
US:4231151,It seemed like the party that cared most about people like me.,0.31,13,-2.8424331866462627
US:1604153,"Because I realized the Democrats were money hungry and every time they got into office, things went wrong, our countrys deficit got higher, and things went worse for me personally.",0.22,35,-4.65147695177554
US:200511369,Democrats seem like they are just in it for the money and don't listen to us the American people needing help.,0.3,23,-2.9269647076915994
US:184458163,"I have seen the Republican Party twist and lie about facts constantly. I feel that they have become the party of liars and takers of freedom. They do not respect the American people nor the constitution. Maga Republicans have pretty much hammered in the last coffin nail with their extreme political views and behavior. For a group of people who are supposed to be Christian, they behave in the most unchristian like way.",0.51,84,-1.3310211963455088
US:137130429,I lived in another country for six months and worked with poor children. My republican beliefs were challenged and i realized i needed to change my beliefs,0.35,28,-2.4610744126571933
US:139741213,"Decisions based on logic, not emotion",0.59,8,-0.849188542495577
US:443613,Because Jimmy Carter scared the hell out of me,0.22,9,-4.7171668662751784
US:1293842,like and dislike some of each party's beliefs but don't believe in voting along party lines,0.26,18,-3.5222559516875878
US:132993665,Because I care about people more than greed.,0.23,9,-4.3087768084499265
US:2505003,"I am very conservative so I find very few Democrats that hold policy positions I support. I used to consider myself a Republican but grew frustrated with the will of Republicans to follow through on their promises. I now consider myself an independent, but almost always vote Republican because I do not support Democrat policies.",0.45,59,-1.680346823311519
US:40631645,I believe in thier policies,0.31,6,-2.861358617206306
US:186884581,I agree with their platforms especially the idea that government should be smaller and not invade every aspect of life.,0.33,21,-2.5917029980374147
US:403836,Democrats align with my values and what I stand for.,0.3,11,-2.933717755298959
US:4150314,inspired by jfk,0.29,5,-3.0062455642070263
US:2796475,They're not as hypocritical or prejudiced as Repugnantcans.,0.27,16,-3.3814671313431552
US:27690342,The difference between right and wrong and the Republican party has focused only on power and hate.,0.23,18,-4.255406944446063
US:22663819,see above,0.22,2,-5.441343921908876
US:41164669,"civil rights, low taxes for middle class, so many reasons!",0.22,13,-4.785508824857729
US:44594069,Concertive values,0.24,4,-6.21386430886329
US:182936195,Both major parties are more interested in what they want instead of what we need.,0.57,16,-1.0010458500400705
US:4522746,They are the lesser of the two evils.,0.89,9,0.923468477404266
US:727802,MY PAST & CURRENT SUPPORTS ARE IN LINE WITH WHO I AM !,0.22,15,-4.89805318878334
US:1804295,Because of the Hateful rhetoric demonstrated by the devil oh I mean the democrats.,0.24,17,-3.8827310418496643
US:105635961,"Most of my family are Democrats, but I also agree with their politics.",0.48,15,-1.4783927042823868
US:187119153,I was an independent before but it was so important to vote in the primaries l changed,0.22,17,-4.805731489732107
US:173882145,Being more inclusive and my increasing secular/atheist opinions.,0.23,12,-5.840243912951125
US:133915101,Because they aren’t in a cult.,0.31,8,-2.844093832758259
US:28143472,I don't care about the politics,0.77,7,0.12443117842273002
US:33400512,I feel the Democrats are more compassionate and care about little folks. Republicans tend to be mean and have no compassion.,0.5,23,-1.3567242635982197
US:129499767,The older i got the more i realized democrats were out of touch with the real world,0.45,18,-1.6988660408743153
US:31128076,to protect and promote the rights of all in my community,0.57,11,-0.9820099289185014
US:134355157,The fact that Trump’s changed the dynamic of the Party and made it more than Reagan in his time,0.3,20,-2.9883285022553694
US:1176353,"They seemed to be fair, the Democrats seemed to lie alot",0.23,12,-4.126346630950405
US:1544386,I believe in conservative values. I believe in a free democracy.,0.67,13,-0.47062438314568916
US:1566514,When I realized the Republican Party was moving away from Christianity (no longer followers of Christ and taking care of the poor) - the cult they have become makes me embarrassed.,0.22,34,-5.369660726523892
US:280245,Watching the ridiculousness of both parties over the last 8 to 10 years do nothing but fight and argue and spend more time attacking and opposing one another than actually trying to do anything for the betterment of the country and its people,0.68,47,-0.3875343392674588
US:35657122,I have empathy and care about those who cannot take care of themselves,0.45,13,-1.6826930596941563
US:28112962,i was more aligned with their beliefs and policies,0.28,9,-3.2666502916673488
US:199126273,"They are not concerned about the people, only their agenda",0.75,11,-0.010158683134511121
US:1171395,Saw the R's as too conservative and out for the rich,0.31,13,-2.8394127124661495
US:27162807,I agree with their policies the most.,0.33,8,-2.6314736957679963
US:26629381,For more traditional values,0.23,4,-4.352031636912468
US:135955847,Democrats care for the working class. Republicans care about the rich.,0.62,13,-0.7082231589857803
US:46064669,"Both parties including leftists (leftists are not democrats) do not care for the ordinary citizens. Moat people in this country do want the same things. But all.the parties aren't listening to us. Most of us know gray areas exist in politics but now we are being governed by individuals that over correct once they are in power. And once I saw leftists aligning we ith the far right against jews I knew I wpuld never vote for another democrat until their evil ideology was booted from the party. I didn't vote against democrats, I voted against far left ideology that infiltrated the democratic party.",0.23,127,-6.063410049518693
US:158934801,"As the Democratic Party moved further and further to the left, it left me behind. The Democrats today are supportive of every looney idea possible.",0.46,29,-1.6393128353183353
US:198086241,I have always been independent voter since my first election in 1984.,0.37,15,-2.238524783626371
US:2031902,I didn't like what I heard about the Kennedy assination,0.32,12,-2.7292274150975153
US:186836033,They follow the will of the people most,0.34,8,-2.470404593857942
US:42047127,Because I'm not conservative,0.25,5,-3.645178446182852
US:22493285,I lovee love my country love god patriotic and wholeheartedly can't stand dems,0.22,18,-5.612507827873084
US:2877100,"The democrat strategy is anti-American, and they would destroy the Constitution and the rule of law.",0.33,19,-2.5975687649613013
US:165665325,"The R party shares my beliefs on a strong border, following the rule of law and keeping trans men out of women’s sports and spaces.",0.22,28,-5.294567075623168
US:100825775,Always,0.23,1,-4.413427954033356
US:2216830,Civil rights,0.29,2,-3.0986765114289936
US:1253773,"The Democratic party's policies and goals align with my values. I'm pro choice, equal rights for all, pro democracy. I believe everyone should be able to live their lives the way they want as long as it doesn't infringe on my rights. Today the Republican politicians are just too cruel. I want a voting system where I can vote for two people and have a runoff with the top two vote getters. This way a third or fourth party will have a chance in the elections.",0.44,98,-1.7429811111536302
US:182760859,They are more favorable to my race,0.37,7,-2.259208484385115
US:125095645,I believe in a government for the people.,0.65,9,-0.552922766740553
US:57535,Could not b associated w/that admin's policies,0.37,10,-7.929798757270601
US:2255601,help the people more than republicans,0.22,7,-5.2132295991167545
US:160581453,They have morals and values and are intelligent unlike the republican party,0.39,12,-2.0650222319142184
US:39672239,"I like what they stand for better- lower taxes, pro-life, tough on crime, against illegal immigration, personal responsibility",0.27,24,-3.3643181791590946
US:39530801,Neither party is the solution,0.37,5,-2.2407885006419734
US:384941,Democrats think you can solve every problem by throwing money at it. I don't sgree. There needs to be working together to find the best answer and that isn't always money!!,0.22,37,-4.7775822358242435
US:481411,following family footsteps,0.58,3,-9.252535660221724
US:40424588,"Want to see everyone succeed,have empathy for people, racial justice",0.22,13,-5.43265897635226
US:1993456,views closely in line with mine,0.23,6,-5.744536718055958
US:4487301,"i seek an individuals point of view rather than a party view, although these days with all the lies, it's hard to get to the truth",0.3,29,-2.924114078140485
US:173707499,Because I realized democrats are the ones who care the most about people,0.29,14,-3.0301397432800634
US:166240663,Because they're the same.,0.42,6,-1.8873555811117364
US:166764263,I identify more with the patriotic values,0.29,7,-3.113399813536001
US:151281811,I was taught by my parents that Democrats care about people.,0.63,12,-0.6426232188044325
US:177614497,Neither party has the wants and needs of the overall general public in their agenda. They both are catering to their extremes.,0.34,24,-2.479215531729959
US:27130628,I decided that my views were not as full of misinformation and propaganda as the people in my highly red district,0.28,21,-3.201196646119802
US:192384519,Conservative policies,0.35,3,-2.3933536074360764
US:128745929,Because of the the sad state NYC was in being run by democrats,0.22,14,-5.693836121114948
US:125092189,There doesnt need to be any political parties or sides. Should just be decided by the people.,0.26,19,-3.584913128004754
US:29987594,"Because the democrats are for the people, and the republicans are for themselves.",0.71,17,-0.2631885532790455
US:43433344,They value freedom and better budgeting compared to democrats.,0.23,12,-5.860164232904615
US:132615231,"Democrats (used to) care about basic human rights, equality, and a better future...",0.31,18,-2.852913487550984
US:122540365,"Both Democrats and Republicans promote more government control, bigger more expensive government, deficit spending and less freedom.",0.26,20,-3.59242307643967
US:198557527,I value people over property,0.36,5,-2.3683421916580505
US:127240955,Felt the values were aligned.,0.34,7,-2.5185942763831117
US:759551,Democrats are more helpful with legislation people need. They do not take away our FREEDOMS such as FREE SPEECH.,0.23,25,-4.176721925247636
US:140197463,Represent what I believe government is supposed to do.,0.23,10,-5.840799072253516
US:173948357,They align with my ideals more than Democrats on a majority of topics,0.26,13,-3.4840142847062383
US:166723,I like to be on the right side,0.81,8,0.3372131242927268
US:35741699,Their views are rooted in reality.,0.41,7,-1.929467539468317
US:57191,Neither party is honest or fair.,0.33,7,-2.6025643300115218
US:24941192,"Bill Clinton, Gore, Kerry, and the others seem fake and radical. They don't align with my thoughts or lifestyle or values.",0.23,27,-4.23347608588597
US:164729033,I don’t agree on any social issues with the republicans,0.38,12,-2.2052712634071034
US:23388555,"Although the Republicans are too far left for my preference, the Democrats are even farther left",0.54,17,-1.1465952867497247
US:41986460,felt Obama seemed to be dividing of people. the reaction to people who were upset about taxes and losing their jobs. felt that Obama didn't want to hear what other people had to say. he was very haughty.,0.25,44,-3.730989567425284
US:164481283,"This is described above but I will elaborate, there are issues that I align more with SOME Republicans while there are absolutely no candidates on the other side that I agree with on most things. Democrats are truly insane and believe the dumbest things.",0.22,48,-5.4692392581183364
US:169500497,I lost respect and confidence in the Democratic Party.,0.43,10,-1.8298951672562471
US:28574391,Did not like the leadership from the democrats,0.27,9,-3.419658144179535
US:196117905,Conservative values and economic interests,0.36,6,-2.359181892527535
US:125585737,Social issues,0.31,2,-2.854766413349401
US:1658830,"Because Donald Trump, and his supporters, are racists.",0.5,12,-1.3440296187742016
US:1734737,The Republican party's views closely resemble my own .,0.24,10,-3.872322140368909
US:196843025,I liked the way they handled 9-11.,0.53,11,-1.2098249508805006
US:137324923,"I believe in the principles of the TRADITIONAL, ""New Deal"" Democratic Party.",0.78,18,0.130512603453922
US:2176265,Because I'm a rational ethical person.,0.23,8,-4.371273435883425
US:179611313,"I believe in smaller government, protection of the unborn, that everyone has the ability to rise above their circumstances and responsible spending",0.39,24,-2.1287832843560968
US:149179539,They are more aligned with my values,0.45,7,-1.6492203394744842
US:141168613,"Human rights, civil rights",0.3,5,-2.9519317546355337
US:152310277,I think Republicans are only for the wealthy!,0.37,9,-2.2681569898185217
US:168035339,Democrats are liars and traitors,0.23,7,-4.193609412803826
US:30842707,parents were democrats,0.48,4,-8.650275656489114
US:152960151,To keep the Republicans in charge.,0.23,7,-4.263611541567228
US:155631389,It didn’t make sense what the professor was preaching,0.28,10,-3.240999598883691
US:40372424,Democrats represent working people and gave a strong empathy for the downtrodden.,0.23,15,-5.716651660214658
US:820018,Dems are for all people while republicans are for rich people.,0.67,14,-0.47177231461375224
US:41294859,I’m a republican because I work hard to put food on the table. I find democrats ruthless and lying people. Democrats only care about themselves,0.34,29,-2.549943886362932
US:195096733,I hate Republicans,0.27,3,-3.381839973297884
US:1411228,"Because the Democrats became so increasingly vile, treasonous, and corrupt than I could no longer vote for them any longer.",0.24,24,-3.935380719377174
US:203269815,The democrats have been far left and anti American since Obama,0.5,12,-1.3444451152525556
US:139152123,"they're both beholden to their corporate overlords and don't care about people, only power",0.39,19,-2.0826307805464634
US:537359,I will never vote for a Democrat again,0.75,8,8.676803424767279e-05
US:26006856,When Republicans became too extreme on various issues and over the wars in Afghanistan and Iraq.,0.22,17,-5.244719495627242
US:1676013,My values seemed to be the most in tune with them.,0.43,12,-1.780045970837886
US:191074,"A belief in individuals being seen and judged as individuals, equality of opportunity, anti-class warfare, long term growth focused, proper trade and peace policy.",0.22,30,-5.479255519723551
US:3157912,Because I was a Democrat until Dennis DeConcini Voted to give up the Panama Canal. My husband and I immediately changed our status from Democrat to Republican and have never looked back. We are so glad we did.,0.42,45,-1.9074248566220462
US:154730117,Both groups prefer performative behavior and getting reelected over solving issues. Both groups do everything they possibly can to separate the public so they can continue their power grabs,0.24,33,-3.8541656854783075
US:30715398,They are more compassionate and their policies make more sense in terms of helping the people,0.44,16,-1.7281178508338588
US:188236759,I align more closely to their beliefs.,0.25,8,-3.725251153988619
US:1241389,believe in conservative view - less government the better,0.22,10,-4.9777047809621076
US:41148566,They are the party that cares for ALL Americans.,0.42,10,-1.8470893948385505
US:120805729,not interested in politics,0.33,4,-2.650302011739083
US:1756893,"I agree with the party platform even though both parties participate in the same swamp. democrats founded KKK, voted against blacks in many areas, and have become so extreme! Open borders, illegal aliens voting, individual judges have more power than the president, consider our ‘democracy’ at risk (though we are a representative republic) want to get rid of electoral college system so NY Chicago and LA rule the rest of us, etc",0.22,87,-5.265511933320311
US:1929704,They are more inline with my views. And for the most part respect our constitution and laws (the only exception their violations of international law in support the illegals occupation of Palestine ).,0.22,36,-5.195813978504825
US:153846539,I decided I'm closer to the democratic party because they focus on the wellbeing of people more than other parties,0.32,21,-2.6832628385655752
US:43999730,"They care about U.S. citizens, the economy, the country as a whole",0.51,16,-1.3351941279388322
