person_id,why_are_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:170694627,"Because I care about people, the planet, and democracy. I’m sick of hearing about mass shootings every day, of decent people being deported, of the gov’t being dismantled, of essential programs being destroyed. I’m also not a racist. I don’t think business are the answer to problems, big business is the problem. Reganomics is not good policy.",0.27,75,-3.38889295460589
US:271801,BECAUSE I NEVER AGREE COMPLETELY WITH EITHER PARTY ON ISSUES.,0.29,16,-3.0202091919809035
US:33255859,most of their beleifs align with mine,0.22,8,-5.429055425115373
US:190748885,I share same values with them,0.24,6,-3.8815288164420996
US:2211405,"Because I believe that government should reduce income inequality, ensure equal rights, address global warming, provide health care, food security, safety, and create a tax structure that demands the rich pay their fair share.",0.3,41,-2.987308032073246
US:31512406,The Republican platform most closely aligns with my personal values and views.,0.53,14,-1.2102021125679423
US:4276813,The party aligns with most of beliefs.,0.23,9,-4.205608416547351
US:125291393,"I’m disappointed in the Democrats who serve in Congress for not actively carrying out their oath of office to defend and protect the US Constitution against domestic enemies like Trump and MAGA, but Independents only split the vote and Republicans are increasingly serving the authoritarian fascist Trump. So, registering as a Democrat was my only option if I wanted to vote in primary elections.",0.25,71,-3.797519118211622
US:134963741,"Republicans support Trump, have become a cult following a megalomaniac. I fear climate change and Democrats are more likely to support actions to reduce global warming.",0.34,33,-2.517524818516331
US:194357033,I’m a Republican and always have been since Democrats are too evil and liberal,0.24,15,-3.8631314983303633
US:161071437,because Republicans allowed this current ass to ruin America with his actions,0.32,12,-7.492124960904168
US:3988415,Neither know what they're doing,0.33,6,-2.6151393097499382
US:187904911,No comment,0.25,2,-3.8145176195345756
US:139928911,Dems are commies,0.31,5,-2.846175866295323
US:35586292,"Policies supported by the party have the best chance of improving the lives of citizens, from financial security to an improved environment.",0.65,25,-0.5351008939104543
US:191875145,I believe people have rights,0.37,5,-2.2757589838162047
US:25540670,"The Dem party is closest to my views. It's corrupt and inept, but closer to my views.",0.32,22,-2.7241223325406714
US:39478961,"I'm a Republican, because they care more about America then the Democrats do.",0.47,16,-1.5599619301864465
US:147685417,"I'm a humanist. I believe in basic human rights, and those include life, liberty, in the pursuit of happiness. If life is one of those rights – that means health. that means every American deserves to be able to eat, to have secure shelter, and be able to take care of their body on the most basic levels. Liberty requires that you feel able to do things. This is not permission. This is ability. Liberty doesn't mean you get to do whatever you want, but it does mean you can discuss and have the opportunity to explore options and situations. If you transgress others' liberty, that is an infringement of their rights. With liberty you are not punished for thoughts or expressions, nor are you forced to accept others thoughts or expressions. Once your life and health are guaranteed, and your ability for free thought are guaranteed, you get the ability to pursue happiness. This is an individual thing. I believe that while the Democratic Party is not great at this, they understand that collective good – results in individual freedom. The whole point of government should be collective good, not selective control.",0.22,224,-4.746753634406968
US:168196209,"The Democrats have gone crazy. Coddling criminals, DEI, illegal aliens, gender theory, teaching sex to children, abortion up to the 9th month. All of it is crazy.",0.38,40,-2.186734681585719
US:3493687,Policies are more.for.the people.,0.22,8,-5.68298836418241
US:171405465,I do not to help 'Make America Go Away'.,0.22,11,-5.291899941246131
US:186883441,they fight for whats right and for the working class,0.29,10,-3.1235387234315546
US:4496364,Both groups tend todo what is best for them not the people they represent,0.23,14,-4.4007745921555745
US:40354776,The alternative is the destruction of America and democracy.,0.48,10,-1.5101442960465459
US:4359943,"Because we care about our country, we do not take immigrants first and our own citizens second, Joe Biden destroyed the country, let's face, it a loser Democrat.",0.22,34,-5.498563665902154
US:129553121,The democratic party mostly aligns with my best interests,0.27,10,-3.2748649072346305
US:178490747,"They are less greedy, power happy, and selfish. Although this could be because they have less choices.",0.33,21,-2.5965693477571334
US:2927517,"Up until 9/11/2001, I was a democrat. And after that difficult period, I started to see a shift in the democratic platform that didn't resonate with my love of this country. My observations even began to lead me to believe that many democrats actually hate the United States. It's my feeling that Republicans demonstrate more love of country and the allowance for anyone to be the best they can be through learning, hard work and creating a sense of individual self worth. Democrats seemingly want to take the financial achievements from those people described above and give to those unwilling to apply themselves to have a better life. Even when a democrat gets elected, most republicans and/or conservatives, though disappointed, can accept the defeat and move on. Not democrats! Many of them demonstrate an absolute, unabiding hatred for anyone that doesn't think like they do, or believe in what they believe. And so many turn to hateful, hurtful and destructive violence. I don't see that kind of behavior with many republicans or conservatives.",0.24,209,-3.987088928117637
US:1857398,Democrats respect & honor the constitution!,0.22,7,-4.729872867102618
US:1548470,"I feel we would be best served by a government at all levels that is lean, efficient and honest. While no party achieves this, the Republicans come closest. Having recently visited some formerly communist countries, I saw first hand the terrible effects of far left governments.",0.56,52,-1.0546246896454194
US:169320249,I don't want to answer because Republicans are wrongfully criticized and put into an unfair category.,0.24,19,-3.9969059395396496
US:35364319,Republicans most if the time have the same thought,0.23,9,-4.081174752998978
US:147441541,It most closely aligns with my thoughts.,0.26,9,-3.581979334594643
US:790381,"Putting AMERICAN CITIZENS first, against anchor babies, closing the border, deporting ALL illegals! High morality, honesty, rid DEI in companies, schools, including the elimination of Transgender policies! Want more?",0.32,46,-7.454012773893664
US:118207,"I care about diversity in the nation. It makes us stronger. It’s of the utmost importance to protect free speech, give money to public stations like PBS and NPR. All sources are asking questions. The blue collar workers and unions were valued by Democrats. The working poor, to raise minimum wage. To tax the rich to provide a safety net to people. Keep thing like Head Start, WIc, help with energy bills. Take things that work like in Europe. Mass transportation, clean energy, health insurance. Ban Monsanto. Eliminate Citizens United. Do ranking for election. Fact check all claims, help the people, get rid of No Child Left Behind, reform how much money can be given to candidates, equal amount for each one…",0.4,149,-8.131103897745385
US:158969295,"Because I feel it is the party of the people, not just the rich.",0.54,16,-1.136438332829931
US:1340836,Because the GOP has become pawns of the religious right and fully embraced FASCIST doctrines.,0.23,19,-4.374685523309387
US:39574060,Republicans are working to better the country,0.44,7,-1.7674390236477617
US:31329347,They are in line with my views,0.61,7,-0.7504767423257133
US:26692561,Conservative values. Help give people an opportunity for a leg up but do not destroy their personal value by taking care of them for a lifetime,0.22,28,-4.494553646337248
US:127487439,i have no idea about each party persay i choose the person i think is better the lesser of 2 evils,0.24,23,-3.8269546462001336
US:190895685,Because I believe the democrats party could make the economy better again,0.23,13,-4.418654265014286
US:178369589,The Democrat Party has gone way to far left. They're insane.,0.59,14,-0.8872108301179366
US:34602596,"I believe in liberal values, such as freedom of speech, religion, and assembly. I believe in the free market, but recognize that it can be abused by powerful interests, so I believe government has a role to play to protect citizens from that abuse. I believe in the rule of law and due process. The Democrats are the only major political party in America who hold values similar to mine.",0.92,79,1.2118524128772596
US:1028674,"I'm a democrat because I believe in equality, freedom and justice. This country was founded by the people and for the people. Democrats represent the ideals of democracy best.",0.66,34,-0.4860256759878701
US:3447078,I am a Republican. I believe the government is. for the people by the people. I believe that the country should benefit the people and the needs of the people and should take presidents over political agendas.I feel the Republican party does this.,0.32,48,-2.683539730226803
US:30392681,Always have been,0.32,3,-2.6932623414762014
US:2831523,Because republicans have no regard for the constitution for personal freedom and for equality for all.,0.28,18,-3.182189581834826
US:46330999,"Both of them represent their own personal interests and not mine. Both of them are strongly pro-war, I'm anti-war. Neither of them gives a crap for universal healthcare in the US. Both of them are terrible on free speech. Etc. Etc. Etc.",0.34,56,-2.52132444574176
US:3779200,Family members were democrats; liberals are usually democrats; belief in democratic principles,0.22,16,-5.399928115771948
US:29698994,"Most of their ""promises"" are more to my beliefs.",0.25,13,-3.617535208343145
US:111194819,Because the Republicans are insane.,0.22,6,-4.501220961612529
US:210580,I believe in personal responsibility and that the government has a certain purpose and does not become a nanny state,0.64,20,-0.6239657803181675
US:185078401,Im more conservative and believe in traditional American values,0.25,9,-3.6691845083698706
US:648910,Because Democrats like to give more money away instead of a person being able to stand on his own two feet.,0.23,22,-4.318102996539449
US:43841485,"Because the MAGAs in the Republican party have lost their sense of reality! They have allowed themselves to be manipulated by an authoritarian administration. As, a result, the Republican party has become the party of racist, sexist,homophobic,transphobic, xenophobic, isolationist, Russian sympathisers who live each day in office to destroy our Constitution, thumb their noses at the rule of law, and support a seditious, narcissistic, sociopath in his fantasy to become a dictator and shred every scrap of the constitution he can get in his felonious, perverted, uncouth, tiny little heathen hands! The Republicans are now fully a CULT and have ceased to be a dignified, orderly, intelligent, political party. There are only two types of Republican voters… the uneducated, cultists who believe only the propaganda manufacturers by the Dictator and his minions, OR the greedy, rich, selfish oligarchs who shovel money back and forth to maintain their hedonistic thrones of power and wealth. I would not vote Republican again…for ANY reason! While the Dems are not perfect, thwy at least have not completely sold their aouls to maintain power!",0.24,242,-6.12299538911972
US:29379181,I believe in what the Democrat Party used to stand for. Right now it's a bit muddled. We have to make ourselves heard: WE ARE THE PEOPLE and we care for ALL PEOPLE.,0.34,39,-2.489492954061424
US:156104379,"Despite the lies from the Democrats, Republicans care more about the common middle class people than Democrats. In fact, Democrats get many times more donations from the rich fat cats on Wall Street than do Republicans.",0.33,40,-2.658474678568192
US:1019166,.what?,0.31,2,-7.298858360608659
US:1461337,Neither reflects my opinion,0.22,4,-4.617308119260187
US:185811909,"I have voted for Democrats, Republicans and Independents. I believe we need new or updated parties and a different type of government, possibly similar to a parliamentary system. It seems as if no party is really effective currently, and actually, it seems the Republican party is going full fascist.",0.36,57,-2.3284548704627426
US:1609272,Democrats are people who believe in people's right not politicians,0.22,11,-5.513397401941066
US:41870655,"They are more aligned with freedom for everybody, including health care and education.",0.32,15,-2.70568998864164
US:168889139,Better economic policies and positions on social issues.,0.25,9,-3.8009380439869824
US:1839042,"Lower taxes, strong military, dump DEI, strong economy, secure our borders.",0.25,17,-3.7844517756896594
US:105775279,I care about social issues and the working class.,0.68,10,-0.3934543906240027
US:173737873,"I believe in we the people. That means equality for all regardless of color, sexual identity, religion, etc. I support all folks should be given the opportunity to fulfill the American dream. Democrats support programs for these populations.",0.26,45,-3.455106810286767
US:185401273,I don't like any parties I like to be my own independent.,0.36,14,-2.3189918521962625
US:151854829,I really don't care for either group.,0.44,9,-1.7584933443110093
US:3044061,Republicans are more conservative. Conservatism is more inline with human nature.,0.28,14,-3.165904624247562
US:530428,I believe in the Constitution and personal responsibility,0.5,8,-1.3649828261949375
US:172752429,Because I think both parties suck in their own ways,0.27,10,-3.296861882935931
US:170896889,No real reason,0.28,3,-3.156727469195051
US:1464151,More common sense,0.28,3,-3.2657833340387015
US:140678779,"I used to vote for who I thought was the best candidate but I probably will not vote Republican again, ever.",0.46,23,-1.6247215090754334
US:22928624,Habit,0.66,2,-0.5066651738892636
US:4275716,They are more conservative,0.4,4,-2.0277514584385083
US:3694368,Because the republican platform is closest to my political beliefs.,0.25,11,-3.7990366197347725
US:2973721,"They represent my beliefs and views, Democrats divide us, only interested in illegals, LBQ, DEI, no commonsense!",0.4,27,-8.15579623219762
US:178542535,"Because I believe in the power and rights and freedoms of the people: right to choose, free speech, freedom of the press, etc. I believe diversity is an asset and everyone has rights. I don’t believe in boosting benefits to the rich—I believe in trying to help all people including with socialized healthcare and welfare programs…",0.23,66,-4.11228683828796
US:338060,I am a Republican because we have a binary political system and Democrats suck ass.,0.42,16,-1.8924938445172295
US:665804,ALL Democrats are liars.,0.22,6,-4.642117642735242
US:184534325,the $wording_democratic_nor_republican Party This question is unclear,0.29,16,-7.082139578788572
US:142182279,liberal views,0.25,3,-3.760351454275299
US:187008105,I believe in strong borders and a strong military,0.84,9,0.5500357308338332
US:4535188,they listen and do what they say they'll do,0.32,10,-2.6981339882036037
US:4423644,am more liberal than conservative,0.23,5,-4.3333808360680175
US:42024728,"I believe in equity for all, freedom of speech and the letter of the law. Too much exclusion has been happening with regard to the republican way of thinking.",0.29,32,-3.1256063997166312
US:2089731,Like more of the things they as a party represent,0.22,10,-5.632417864141089
US:107599031,Republican Party agrees with most of my beliefs. I believe in freedom of speech (with NO censorship). Strong borders. Against DEI. Transgender men should not be permitted to participate in women's sports. Any immigrant that comes to our country should assimilate into our culture and language.,0.27,57,-3.4103982122925727
US:193873543,I'm glad you asked! I was a strong Republican for 48 years. Then Trump came along. I remained a Republican throughout his first term so I could fight the evil that he is from within. But when Biden won in 2020 I switched to the Democratic party. And now with the Republicans being what they are I will never be one again.,0.64,72,-0.6212395840743985
US:27228427,I think Democrats are often watered down Republicans in that they look out for themselves first.,0.26,18,-3.454150981723605
US:166681195,Want our nation protected and have people deserve and work to be in our country.,0.23,16,-5.7898405708803224
US:2946572,The republicans want less government power and control and listen to the peoples desires and needs.,0.31,18,-2.803482241920079
US:118780723,I would say republican. But haven’t seen any good evidence republicans are with all of the people.,0.24,21,-4.015858810045417
US:192808819,"I believe in helping all people no matter their color, political leaning, sexuality, or gender. I believe everyone should be able to choose what is best for their family and body. I believe there is good in most people.",0.75,45,-0.03179138996062302
US:128328333,Democrats and Republicans both only serve the interests of themselves and their corporate lords.,0.39,15,-2.116689835457072
US:129922473,I am a Democrat because we share the same ideals.,0.63,11,-0.6679114317194847
US:24937779,"In the past, I have felt closer to the Republican Party but the current administration has pushed me away. The Democrats are too unorganized as it currently stands - they are all over the map on issues.",0.69,41,-0.3294498255423313
US:43219292,Because republicans these days follow trump too much. They don’t stand up to him for what is right.,0.25,22,-3.6630674716736187
US:190698643,"I support a living wage, the 1st Amendment rights, and actions to curb the growing threat of climate change.",0.6,24,-0.8149105406521229
US:1929859,I don't trust either main party. I study the candidates and vote for who I perceive will be best for the country.,0.51,25,-1.2939699269087979
US:128990743,Has more of my values than republicans.,0.23,9,-5.880107373012001
US:35166359,I am a democrat because I believe that social change is important and society needs to advance socially and economically to new ideas.,0.39,24,-2.061402018432458
US:825559,They're the same thing. Both are horrible outdated choices that rely on people arguing back and forth about stupid things instead of getting the job done.,0.33,29,-2.583673020286939
US:3120069,I lean toward more moderate views.,0.42,7,-1.8603277053226297
US:1492299,"My parents were Democrats, but the Dem Party has gone insane. They support every sexual perversion ever developed, but they conspired to shut down free speech on the internet, they weaponized the federal bureaucracy and federal law enforcement against Catholics and Conservatives and anyone who was in D.C. on Jan. 6th. They engage in lawfare and hate EVERYTHING Trump does, simply because he does it... with no regard to if it is a good thing or a bad thing. They want men in women's locker rooms, and women's sports, they want to oppress my church and ban public displays of religion, while pushing drag queen story hour. This is NOT the party of JFK anymore... they are all about corruption and power. When the ancient Greeks said ""Those whom the Gods would destroy they first make mad""... they were talking about the Democratic Party. They are a wretched hive of scum and villany.",0.27,186,-3.3969885102836246
US:157163889,"The Democrats represent the hard working people of our country, not the rich who are always looking for tax cuts.",0.64,22,-0.595070896047515
US:2242522,The Republican party has completely acquiesced to the far right anti democratic Trump regime.,0.36,17,-2.323151304700652
US:173741443,I was a Republican for 50 years up until 2020. I still think they are the better party for supporting the economy but it is not the party I grew up with anymore.,0.75,38,-0.026866094191436648
US:133104171,"I am for womens rights, dei, science, defending the police, and I generally think at this point that Republicans don't understand what's going on in the country.",0.26,34,-3.435143344013942
US:135484507,Because my family are republicans.,0.23,7,-5.795456615384315
US:198213103,"I care about human rights, and I think the government has the duty to protect them. I care about inclusiveness and equity. I care about protecting the environment. I care about having social services that ensure people has basic needs met including access to food, housing, healthcare, and education.",0.81,58,0.3440705074973727
US:40914526,Always have been.will never change.,0.24,8,-3.9270125840011434
US:137786081,I believe in democracy and civil rights.,0.64,8,-0.6284428261126406
US:163774685,"Democrats seem to have more common sense. They tend to listen more to their constituents. They don't threaten, scare or lie....like the ""others"". Democrats are dependable, reliable, caring.",0.29,39,-2.997880653621368
US:1678434,I care about others.,0.51,5,-1.3039083933122748
US:1905572,The Republicans are racists.,0.43,6,-1.8206130066576944
US:143440851,I never care for the opinions of democratic politicians etc. and the state I live in has been a nightmare with our current governor JB Prickster,0.23,29,-4.277346475274039
US:4279004,Taxes,0.48,2,-1.5160534906810679
US:30467355,The values of the Democratic Party are a better match for my own values than other political parties.,0.79,19,0.2414237737104524
US:28985634,"I am woke! I care about people, the environment, education, freedom and health.",0.44,18,-1.7387402067380884
US:108617303,Both parties are shit. Trump only ran as a Republican out of necessity.,0.31,15,-2.8002073521629334
US:193216061,The democrats are most in line with my views and concerns.,0.53,13,-1.2242298087316645
US:193179173,The Democratic Party is concerned with equity and providing help for the middle class and a safety net for Americans in need. The Republicans party has lost its focus on everyday Americans and seems only to care about billionaires. They are not following the Constitution and allowing the President to do illegal acts like deporting people without due process. Republicans are spineless weasels who are afraid to counter Trump.,0.36,77,-2.317513480301377
US:154035825,do not want the government to control me and everything else,0.47,11,-1.5278516759628102
US:134388045,"Democrats support women’s rights, voting rights, reproductive rights, labor unions, environmental protections, Social Security, Medicare, Medicaid, the rule of law. Republicans support tax cuts for billionaires, are not stopping Trump’s attacks on democracy, the courts, and the Constitution.",0.43,53,-1.7997461866643565
US:172502233,"The Republicans are generally more conservative and fiscally conservative. They also currently are more practical and logical in their thinking. I don't see Republicans generally throwing themselves into fits every time something doesn't go their way. There also are not riots, widespread protests or personal private property damages going on. Loads of bricks are not left for protesters to turn into projectiles, republicans behave like adults and conduct their business professionally most of the time. There may be ocasions when someone goes a bit off script but it's rare whereas democrats all spew fir the same propaganda lies and ugly insults over EVERY event regardless of whether it's real or imagined. Trumps speech for the State of the Union is a perfect example",0.59,142,-9.289857633504466
US:1587110,"I believe that while you should be able to help other people, you are ultimately responsible for yourself, your own decisions, your own financial choices and should not be dependent on others except during an emergency. I believe in the right shoes where the right to abortion is taken control. I believe women’s rights has been super imposed by trans rights. I am grateful to say at my age. I don’t have that much longer to live in the world that we have created the last four years. I can only hope President Trump will be allowed to do what he is trying to do.",0.24,116,-3.8678364397667515
US:39798792,"benefit all people, not just the rich",0.42,9,-1.8558808406152525
US:188588475,"First and foremost: human rights. I believe that the government should NEVER have gained control over people’s rights, as we are seeing happen right now. This encompasses women’s rights, LGBTQ+ rights, POC rights, and immigration rights. Secondly, inflation and rising costs. Trump was talking about tariffs way before he was elected into office; we knew this was coming. Now, we are on the precipice of what seems like another depression, due to these tariffs. Thirdly, I was personally terrified of the Project 2025 goals and did not want an administration that was going to gut our system from the inside out.",0.22,126,-4.903006693004448
US:1182350,They support the average American,0.27,5,-3.3547977660983617
US:173611957,"It's all a sham. It's no longer ""Republican"" vs ""Democrat."" It's ""the parties"" - i.e. the politicians vs. the rest of us -the average citizens. In D.C. the Democrats and Republicans serve only themselves. The differences between the parties no longer boil down to anything truly meaningful; the Democrats seem intent on destroying the whole of America and turning it into yet another Socialist/Communist shithole dictatorship. And the Republicans seem intent on feigning obliviousness in order to protect ""the system;"" a system purposefully designed to keep the general populace infuriated and fighting among ourselves while they grow fat off our tax dollars. Both parties essentially profit off our destruction and suffering. Look at every federal and state politician. Every one of them left office with a much higher net worth than they went in, and by a margin exponentially larger than their salary. All except one. Donald Trump is the only ""politician"" in over a century who actually LOST a significant portion of his net worth by being in office (about 1/3). That is a fine illustration of why the people voted for him: because unlike EVERY other person to ever hold office he is actually serving US. Not himself, not ""the system,"" not some trillionaire family pulling strings in a few dozen other countries. America first.",0.22,273,-5.520207224796955
US:197466299,Too many politicians on both sides have been in office too long! They are out of touch and only work for themselves. We need term limits and need more laws or rules to keep representatives in check,0.45,39,-1.6744244253943534
US:2894373,I am not loyal to any party as neither party has the ability to do what is right for the country.,0.81,22,0.32785302784911163
US:4512280,The democrats are evil and want illegals coming in are ok with abortion and all the things I don't agree with,0.28,24,-3.137283044113648
US:106484935,No idea as I really do not know much about it at all.,0.39,14,-2.062312179182785
US:2099289,There are only two choices and much more of their agenda aligns with my own. Everything Republicans stand for these days is repulsive.,0.22,27,-4.702182749842062
US:35152742,I vote for the person who I believe would be the best person for the job whether D or R,0.47,20,-1.5358337469597294
US:203174233,I don't think either party are really in tune with the people. I don't see myself really represented in politics.,0.42,24,-1.9071673319093003
US:39359086,"Pro life, pro family, pro traditions, constitutionalist, freedom, pursuit of happiness.",0.26,18,-3.5906381985064146
US:2880304,They have proven to do the will of the people,0.39,10,-2.0743127341807246
US:40796458,The Democratic Party is the party of hate! They only care about power.,0.82,15,0.4232652353079387
US:168293435,I believe in the freedom of choice. There is no republican party anymore only trumpites. I will never have any connection with them on any level. Many of the questions you asked I could not answer because I am on a total blackout of any political news because I am so distraught about the outcome of the election and destruction of our county by this administration,0.39,71,-2.1157974371433044
US:109210105,Basically because the Republican party went from conservative to fascist. And I want to be part of the group most likely to stop it.,0.35,26,-2.4341313102115065
US:867789,Agree more on the issues,0.25,6,-3.6387446662871974
US:147889159,"I am a Republican because they more closely align with my ideals and values. I could never align myself with a party that thinks it's okay to prosecute and jail their political opponents, try to censor free speech (ie Twitter files), openly celebrate assassination attempts on Presidents, push ""gender affirming care"" for minors (cutting off breasts and other parts), and to top it all off, allow the border to remain wide open, allowing estimates up to 20 million illegal aliens. They're also a party that is actively fighting to return an illegal alien who is a member of MS13. Where was that effort when people in our own country were flooded out of their homes, or their houses burned down in Maui or California wildfires? They are completely out of touch with working class America, and/or actively working against us.",0.24,164,-4.053142343564179
US:1524032,I’m a fiscal republican with democratic social issues.,0.23,10,-4.087855330418701
US:4172057,I don't have a liberal mindset like most Democrats,0.44,10,-1.7671336978618137
US:136490463,I don't favor what the republicans represent,0.22,9,-4.7751165403939035
US:184826007,"Because the democrats left me. I was one, and I will never again be one.",0.38,19,-2.1406604006054057
US:210769,It is inclusive and represents a majority of my values.,0.51,11,-1.3366441105242814
US:31903230,Exactly,0.22,1,-4.739822779751975
US:183941241,Because Republicans care more about jobs and the economy and illegal immigration. Democrats care more about social issues,0.29,19,-3.026114112550314
US:450771,Because Democrats represent democracy Republican are for the ones with more power money.,0.29,14,-7.159441198557877
US:22678150,I'm not really sure at the moment,0.64,8,-0.6130467625623275
US:196449179,Be a Democrat? Now? You must be out of your mind!,0.44,14,-1.772928110090611
US:2368335,Republicans actually worry about national security and the economic success if the middle class; Liberals just TALK about those issues!,0.23,23,-6.073429817575551
US:137424539,I find democratic candidates mostly share my beliefs,0.22,8,-4.985448167454862
US:191307891,Respect human rights,0.36,4,-2.30019651076062
US:173394987,Because of what they do for congress.,0.22,8,-4.869227296509886
US:1040733,Do not like either side neither do what is right for the people but what makes them money we should vote all independants in.,0.23,26,-4.452744430649089
US:128639427,Their policies and aims coincide with mine.,0.29,8,-3.0492638004938097
US:203667,They know men are men and women are women and are for supporting the protection of women and kids and the security of the USA,0.37,25,-2.229201632136102
US:181373543,Conversative beliefs,0.23,4,-4.4042913312996
US:25712424,Government of for and by the people. Equality. Education. Science. Medicine.,0.4,16,-1.9916716321408845
US:35574005,I want to protect the wealth I have by reducing the size of the government and making sure our country is safe.,0.57,23,-1.0006442156931337
US:2541917,Mt mom didn’t raise me to hate,0.24,8,-4.000970062710042
US:24849569,More liberal,0.22,2,-4.593776535385409
US:24296028,Because I believe in facts,0.32,5,-2.750949281729311
US:137212877,Because both parties have their own interests in hand not the people of the country but for themselves,0.25,18,-3.628176586421751
US:28865908,The parties look out for their political alliances not the American people.,0.28,13,-3.169059036810893
US:169013383,The Republican Party leans more to Conservatives.,0.23,8,-4.179447431574869
US:4375822,Not sure just seems to align more,0.23,7,-5.728343608477735
US:39435551,I agree with the Republican platform and I wish the Republicans in Congress would all band together to take a strong stand with Trump to codify his executive orders and fight against anything the insane democrats put forward.,0.29,41,-3.1094361474209844
US:151098033,because i believe in prolife,0.22,6,-5.541443507572923
US:182686875,I feel that I fall close to the middle in my political beliefs. I think social issues are very important and I think that democrats support more programs that help everyone.,0.48,34,-1.4929289415713312
US:176867637,"So many reasons. They are for democracy, rule of law, abortion rights, women’s rights, LGBT rights, other civil rights, pro-environment, efforts to reduce climate change, efforts to reduce inequality, union support, separation of church and state Etc. etc.",0.25,55,-3.7892170189331913
US:3737489,"I wasn't always a republican but once I saw all the deception and all the lies the democrats can't help but spew, I will NEVER vote for them again, no matter what",0.37,38,-2.2175189726848803
US:125395153,i think for myself,0.31,4,-2.766162095179641
US:24948070,"I care about all people, not just reach ones.",0.3,11,-2.8973603796484593
US:101110507,More to my. way of thinking,0.26,7,-3.4369363108751383
US:118683655,They are more concerned with women's rights and healthcare reform. They also tend to fight more for the environment,0.66,21,-0.5000707509711158
US:34121735,See things from both sides.,0.29,6,-3.033418274104146
US:179898215,"I agree with most of the party's platform. I am pro-Christian, pro-life, and pro-gun.",0.74,22,-0.10133690941622253
US:41029865,"I’m a Republican because they are (ostensibly) the party or small, limited government that is dedicated to free markets and free people. They protect the rights of the smallest minority - the individual and the rights of the most vulnerable among us (the unborn).",0.55,52,-1.068645816318921
US:132901419,Both parties are corrupt. George Washington warned about political parties.,0.32,12,-2.7354239959957067
US:40927400,Both parties are basically the same.,0.52,7,-1.2304426379306146
US:329920,Freedom and aligns with my values,0.32,7,-2.7292505040214845
US:206856767,Donald Trump sucks this time around. Patrick morrisey is a crook.,0.23,16,-4.342910095591615
US:4680467,"Because I am ""for"" the people who make up the majority of the citizens of this country, not the few ultra-rich!",0.44,26,-1.748068205055827
US:101148325,"We care about the real American dream where anyone can get ahead, not just the rich. We cherish diversity, inclusion, love",0.4,25,-2.037280479709157
US:31805086,Because I don't agree with either side.,0.31,9,-2.8395879745239934
US:22195875,The party most of the same values as me,0.31,9,-2.8348470468407267
US:193461303,Because the Republicans are without morals or ethics. They talk a lot but their actions show them to be nothing but hypocrits. They only care about themselves and money. The love of money is the root of all evil. Money and power. They follow in the footsteps of evil.,0.45,57,-1.6899755332467097
US:202328,"I value life, the rule of law and believe in limiting government. That is obviously no longer the platform of the Democrat party- if it ever was.",0.26,31,-3.4413113790014718
US:152478693,Party’s are just a way to divide us into camps. Also campaign expenses are insane. We need campaign finance reform,0.29,23,-3.0996974835660964
US:137845639,,,0,
US:3623801,Do more for the people of the United States.,0.68,10,-0.4248206235413536
US:102152019,Because of the people where we live are,0.3,8,-2.9588209322980092
US:743188,Because there is not a viable progressive party. And I know what you're thinking but the Green Party is a joke.,0.44,24,-1.7569888169614778
US:2548810,Because I believe in humanity and goodwill towards fellow human beings.,0.28,12,-3.2677709892659053
US:3089333,"I believe in working hard, making my way without government assistance or interference. Government should only be about public safety, roads and infrastructure, police and fire protection.",0.46,32,-1.628968449783178
US:140205799,"I don't like most things about either party. They both fear monger, spread disinformation, talk a lot and do nothing.",0.42,27,-1.8520180463687967
US:100517137,Trump,0.26,1,-3.470753403888651
US:4378680,I don’t believe in taking advantage of people who don’t know any better. I believe in freedom of choice and being equal,0.76,25,0.042320193488018874
US:134730625,"I'm a Democrat because I'm a nicer person than the Republicans who are angry hostile people that act crazy and violent in our walls where I'm chill, laid back person all my life who enjoys life, goes shopping online, listening to music, singing, making money.",0.22,54,-5.579199138705802
US:41243877,"At this point in time the Democratic Party is uber left, they like men in women’s sports, they like an open border, they coddle illegal immigrants, they push DEI, they allow criminals to get out without bail, and they push to allow schools to set aside parents’ wishes when it comes to curriculum and gender affirmation.",0.25,68,-3.791972475177076
US:125956753,"I believe that Democrats are the lesser of two evils. I think that they tend to work in the best interest of the American people. I also think that they exercise democracy. For these reasons, I vote Democrat.",0.78,43,0.18125638947820463
US:2885885,I'm patriotic.,0.28,4,-3.2263054885080966
US:23539821,,,0,
US:39930423,"Because i believe that women can make decisions about their body, that taking care of our environment is important, that public school education is the backbone of our country, that our country should take care of its weakest people, that DEI is necessary, that immigrants need a pathway to citizenship, that guns need to be better regulated, that free speech belongs to everyone, and that Donald Trump is a clear and present danger to our country and to democracy.",0.38,89,-2.1318945734135135
US:112250555,They are only slightly better then the opposition,0.33,8,-2.5903983274575344
US:32203588,It's best,0.43,3,-1.784606818394657
US:192471837,I believe it is essential for government to protect and defend the poor and the marginalized.,0.75,17,-0.0010020708235193244
US:183414843,They are inclusive and believe in letting people make their own decisions. They care about all people and want to make their own decisions world a better place.,0.52,30,-1.2292234238124595
US:168937605,If I had to pick between the two I'd say Republican because I believe with them more often.,0.41,20,-1.9214481143223243
US:147272223,Democrats are more kind to one another and are more representative of my values.,0.37,15,-2.278701187638072
US:135284395,I believe in compassionate governance,0.37,5,-2.2653869793545516
