person_id,why_think_pid_with_when,prob_machine_generated,n_tokens,glimpse_criterion
US:1925084,I believe I. The constitution,0.32,6,-2.6811435690311964
US:34371433,I believe elected representatives should represent and vote in lock step with what their constituents want and Dems do that better,0.22,21,-5.4621055259677735
US:186387017,They are more first rule of law and lives of average Americans,0.23,12,-4.245333499029857
US:186512013,Don’t know,0.58,3,-0.9517419411454676
US:2134129,Because it is the party of common sense.,0.39,9,-2.1012152806495843
US:42603758,Religious right is not politics. Separation of church and state shouldn't be compromised.,0.28,18,-3.2417475383895478
US:2840119,I do not like the Lying that goes on in the Socialist Democrat Party.,0.65,16,-0.545332977562104
US:183590675,"I believe in separation of church and state. I used to be a republican because I am an economist by education and profession and believe in free markets and world trade. Over time, the Republican Party has shifted from protecting free markets and defeating communism to focusing on promoting a Christian theocracy that doesn't match my beliefs. My own viewpoints are something closer to Rockefeller Republicanism than today's Democratic Party but the Democrats are the least bad choice available.",0.3,88,-2.958537796486207
US:185540091,I don't think government should be in the business of social engineering. I think government should be smaller and less involved in business and individuals lives.,0.82,29,0.3923454189711361
US:180748513,Obama exuded hope & compassion toward all people in the nation. He was friendly and respectful toward everyone.,0.34,21,-2.5578075384858345
US:104625503,I believe in traditional family and God fearing values and cherish this country.,0.36,14,-2.3066662776813978
US:29687843,"Democrats encourage more government spending causing waste, fraud and abuse",0.24,11,-3.8682319253269477
US:2813844,never,0.34,1,-7.6165713913994235
US:291858,"The Democrats have done better running the economy. A Democrat balanced the budget, reduced inflation, and encouraged job creation.",0.29,23,-3.1196101598153416
US:388889,I believe the peoples voice should be heard and follow up with some type solutions to it to it. To benefit the people and the government,0.23,27,-4.2750774043159865
US:37516762,"When I found out how much the Democrats had changed and how much fake news is being spread by the liberal media. I used to think they were reporting the facts, then I realized that is not so.",0.51,41,-1.333677473594523
US:201697189,I like immigrants and gays,0.22,5,-4.839437624497186
US:2674554,Most Republicans at least pay lip service to conservative values. Almost all Democrats do not.,0.49,17,-1.4318423682512906
US:4556319,Was forced to declare myself as a Republican when I was 18,0.6,13,-0.8009419225140474
US:25959865,I agree more with their views.,0.35,7,-2.4301204522527917
US:146374001,At this point it is about who is going to do the least amount of harm.,0.54,17,-1.1700307325652408
US:999307,The Republican Party is farther-away from my political views than the Democratic Party.,0.5,15,-1.3463113645505103
US:207504775,Democrat leaders/representatives genuinely care about the people and listen to the people’s needs,0.39,18,-2.1231380864133134
US:180837205,Because Republicans think the same way I do and have the same ideals.,0.26,14,-3.466691052559282
US:46123684,I agree with the party's ajanda,0.22,8,-5.447727270518864
US:31983144,"I am from the working people, and we work hard to take of our family",0.37,16,-2.243864973377846
US:1830047,I'm a conservative person who is family oriented. God is first in my life and I will always pray for our country of freedom for all.,0.35,29,-2.38422216055562
US:22539050,Not sure,0.38,2,-2.1874984942408053
US:27157409,"I believe in personal responsibility, law and order, cutting taxes, supporting police and military, pride in being American, equal opportunity for all (not equity)",0.33,31,-2.644457087292826
US:151759861,Because I don't trust any politician,0.27,7,-3.312194324620203
US:41797019,Share values and almost always vote for Democratic candidate,0.22,9,-4.9899430675002145
US:29880268,Values of the party correspond more closely with my own values,0.31,11,-2.8694434971668414
US:105617299,Not as much crazy and demented people,0.25,9,-3.7492154720312962
US:111199015,"My ideologies, political and societal viewpoint align more closely with the Democrats. If you have to attach a label, that is.",0.27,25,-3.3888628196185637
US:1659535,"The democrats are against free speech, religious freedom, are open borders advocates, ant-2nd amendment, pro tax, pro war and are more corrupt than republicans.",0.43,35,-1.8246740705304936
US:170297255,I am liberal on the majority of social issues,0.43,9,-1.821991456179394
US:149312475,the Democrats are nuts and wildly out of touch,0.24,9,-3.8991653146618517
US:173315639,I THINK GOVERNMENT SPENDING IS OUT OF CONTROL. I THINK ILLEGAL IMMIGRATION WAS OUT OF CONTROL. I THINK CHINA AND THE TRADE POLICIES ARE OUT OF CONTROL,0.51,38,-1.3059426191112704
US:4013477,"When Trump was elected the first time, things changed for the better for the middle class and small businesses and he was tougher on immigration and the country was thriving once again. Republicans in office work best for me.",0.29,42,-3.0256094568578393
US:1022013,Republicans are more in line politically with my views.,0.29,10,-3.0768571588497684
US:188429969,i am liberal,0.22,3,-4.615313411230012
US:22758472,Like the president's who are,0.23,6,-4.288416195427599
US:2354869,"I just don't want to be known as a democrat. Really, I identify more with Maga, and with the constituion, and the bill of rights.",0.33,33,-2.60969408093714
US:196820905,"I believe everyone deserves a chance to share in the nation’s wealth. I believe we should assist those who need help. We should treat everyone equally. Everyone should pay their share in taxes which benefit everyone. I believe the U.S. should spend less money on the military and more on social welfare. I believe our civil rights, democracy and the constitution should be protected.",0.65,74,-0.5404393766084297
US:140251567,I most closely align with Republican values.,0.27,8,-3.351176996466356
US:134351819,"Both parties are all about big government, they just differ on what big government should do. I want people to be able to run their own lives",0.77,29,0.09469553506549697
US:3343879,Democrats have an evil agenda,0.29,5,-3.0700293688524716
US:184534221,People don’t always deserve everything and those who have earned something shouldn’t be forced to fund anything.,0.23,20,-4.202722051236769
US:185130269,Because too far left or right is a bad place to be especially the left,0.26,15,-3.5390112620096827
US:195714785,"Me identifico más así, la democracia es derecho del pueblo, todos tienen el derecho a reclamarlo",0.27,23,-6.747424093806534
US:181662917,Think they both don't work for the country,0.23,9,-4.184234838150308
US:184468361,I am conservative in my views.,0.63,7,-0.6412696008369242
US:185031127,Mostly because my parents taught a Democrats were good people and did the right thing,0.22,16,-4.900570480305772
US:184201605,"I can see points from both sides. There are policies I can back from both parties; i.e.: the immigration reform from the Republican party, and the environmental policies from the Democratic party.",0.44,38,-1.761407420618201
US:138967145,I hate the 2 party system,0.5,7,-1.373434925095137
US:184422555,because i like their opinions,0.22,5,-5.398807987220037
US:25704002,Se above answer.,0.41,4,-8.24977077236935
US:126024231,"I believe in the policies that Democrats stand for, from FDR on up.",0.34,16,-2.549479911364158
US:1878206,"I favor the independence of the individual, but also realize the importance of the government's role in education and providing a social safety net",0.73,26,-0.13985662165718576
US:133936283,"Conservative values, work hard, don't support people on the doles forever or workmthe syste. Capitalism, opportunity, rules, accountability",0.3,31,-7.20107686140846
US:31319470,Think the Dems are more for the common person,0.33,9,-2.5659553131915556
US:3687552,They are the same damn party! One is the lite version of the same party!,0.44,17,-1.7302549937862433
US:38544764,"I’m conservative, believe in God, sanctity of life , and love of our country",0.25,18,-3.7051931992251164
US:40363931,"I actually care about our future. I don't mind other races. I actually have mixed children, and three are girls. I fear for their future.",0.39,31,-2.0880536145920794
US:2719586,"1980 Regan vs Carter watching the democrat party destroying America, for the last 50 years, Creating crisis’ one after another growing government, making life harder and harder for the middle class, destroying city after city shipping jobs overseas, creation slums in all the cities, explosion of unemployment, in every state, and growing government to control and destroy the constitution of the USA .",0.22,76,-4.794299388961587
US:454187,Because I believe in the ideals of the Democratic Party,0.74,10,-0.09075090579665183
US:792291,I sometimes agree with republicans and sometimes with democrats,0.3,11,-2.9721495540621934
US:1034363,"Many more Democrats have led the way to legislating a more inclusive and fair country, and also have been much better at handling the economy. Republicans now run on more emotional appeals that tend to separate the electorate into single issue voters. Republicans are better at labeling issues to appeal to the less politically involved.",0.32,60,-2.722199203939235
US:2840828,They reflect my values much more than democrats,0.22,9,-5.706238887942164
US:2863590,The democrats were going left and have since gone too too far left. They don’t care about what the rest of the country thinks.,0.39,28,-2.127717302868476
US:40527757,"Grew up middle class, believed in unions, and the my neighbors and people I grew up with. Believed everyone should be equal, not just people who were white like myself. It did not matter how much money you made, we were all equal",0.37,51,-2.258120755707274
US:952719,"The Democrats are too far Left with their ""woke"" agenda. The Republicans seem to want to legislate what you can do in your bedroom.",0.69,29,-0.3707036415570582
US:187892777,I loathe the idea of a two party system,0.85,10,0.6545371911912464
US:192085229,I sometimes agree with Republicans and sometimes disagree I keep my mind open,0.24,13,-3.8835873678609487
US:204934889,Democratic party is too extreme and want to take from the working people to give to healthy non working people.,0.36,21,-2.368178322403212
US:35295065,"I believe in following the constitution, law and order, and peace and fairness in our country.",0.67,19,-0.4476650128872488
US:26990352,"I don't think hoarding money is a good thing. I give to the less fortunate all the time, even though I myself have little.",0.67,29,-0.44468240432213835
US:41640576,"I believe in the Constitution, America first. I do not agree with the ideals of the Democrat party which push transgenderism, that the LGBTQ have more rights than those that are not, the illegal alien invasion, giving illegals more rights than natural born Americans, etc.",0.54,54,-1.1631306154158736
US:33605021,I'm for the people.,0.72,6,-0.18562214688579667
US:4020384,"Against abortions paid for by taxpayers, want closed borders, limited government, and much lower taxes.",0.22,19,-4.501331431466408
US:4398194,"For the most part, Republicans believe in common sense. I support Donald Trump's ideas of making America great by reducing inflation, closing the southern border, getting DEI out of our schools, universities and businesses.",0.22,42,-5.681401253561242
US:41027908,Because I care about the welfare of the commons,0.39,9,-2.0910767567382247
US:29571679,Born again faith believing,0.4,4,-8.11585585723386
US:141241591,I fought for my country and I will again,0.59,9,-0.896539627946878
US:145101741,"I believe that the government had the ability and responsibility to not only protect its citizens from foreign invaders but to allocate funds to improve their economic potential, health and civil rights.",0.43,34,-1.8072315147243552
US:390316,"I strongly value: social justice, equality, and government accountability, believing that active involvement in political processes—like voting, protesting, and lobbying—helps shape a fair and representative democracy. Public education is also a fundamental pillar of democracy, as it equips citizens with the knowledge and critical thinking skills necessary to engage in democratic processes.",0.82,67,0.4253282132686379
US:173748631,"I supported things like limited government, lower taxes, freedom of speech and opposed things like expanding immigration and raising taxes.",0.28,23,-3.2203195604506925
US:4405534,I can't stand what the Republican party has come to stand for. The Democrats are the only ones who seem to care about the greater good.,0.86,29,0.7158065493568241
US:4170438,I care about other people,0.54,5,-1.1705595918505793
US:2505814,Neither. They’re both useless elitist parties that care little about anyone or anything other than themselves.,0.3,20,-2.924267521008339
US:172527909,I feel that the parties are the reason why our government is failing because they bicker and fight each other do not care about the government.,0.47,28,-1.5461210047894458
US:171605965,I don’t agree with liberal woke stuff and I do believe punishment for crimes is too lax in democrat run cities.,0.22,23,-4.662974945958203
US:115176413,Fiscally only,0.25,4,-3.6564559405479975
US:184659269,"I care about other people. I want people to receive the goods and services they need. Immigrants deserve to be here. Science is real, climate change is real. Rich people should pay higher taxes. The president is not above the law.",0.51,49,-1.308429991809286
US:46352702,I despise both parties. Both are extremely pro corporate on economic issues. And both are divisive and uncompromising on social issues.,0.34,27,-2.4732547727167296
US:33786119,"I love my freedom, I don’t want illegals here and Biden let them in by the thousands.",0.4,21,-2.037014300543843
US:1027450,Democrats are too progressive and not fiscally responsible republicans are too socially conservative,0.26,16,-3.4466445911962653
US:184160593,"I feel the party platform is closer to common sense than the Republicans, even if they don't exactly stick to it.",0.44,24,-1.7204009708820451
US:4394192,I have not heard of anything responsible and reasonable from the democrats.,0.39,14,-2.057515864316936
US:188041273,Democrat on the wrong side of policy,0.33,8,-2.6051581184486565
US:3906229,WHEN I WENT TO VOT THE LADY I WENT WITH TOLD ME THAT PEOPLE ARE NOT BORN INTO POLITICS THEY CHOSE WHO THEY FOLLOW AND I TOLD HER GREAT BECAUSE I AM FOLLOWING MY PARENT WITH THE REPUBLICANS.,0.29,56,-3.0887932132993057
US:22641767,I don't trust them.,0.6,6,-0.8186011069440965
US:40173803,Because I have empathy and a conscience,0.34,7,-2.4923205260460013
US:124415183,Republicans are greedy and don't care about people,0.47,9,-1.5683675671598616
US:1462151,"The Democrats represent more of the working and missile class, they are inclusive and accepting of all people, their programs address more issues closer to ordinary /not wealthy people, they have a more humane and compassionate approach to issues.",0.22,44,-4.899083342779229
US:156721503,"Have some liberal and conservative views, not beholden to a party.",0.24,14,-3.8257312925746505
US:189665297,Because I believe that democracy is justice and respect for others,0.24,11,-3.8299910222717317
US:22479908,Safety for USA,0.23,3,-5.876300376283254
US:129612011,Because I agree with most of their poultry,0.22,8,-5.419182429069681
US:1262542,I vote for who I think can do the job,0.51,10,-1.2858889380784415
US:4546727,"I believe that we should look at the candidates actions and words, not just which political party they are apart of.",0.62,23,-0.7038551631739549
US:131032819,"Republicans are closer to my beliefs of Christian standards, gender/sexuality is how you're born, abortion is murder, illegal entry into the country is illegal, and skin color is not more important than character, skills, etc.",0.26,46,-3.5982907417364434
US:126465629,"I believe in equality for all, nondiscrimination, toppling of racist policies and behavior.",0.25,18,-3.6702131826010644
US:132250049,"Because I care about and relate to the working and middle class in this country. Republicans only care about people with money, people in the more wealthy classes.",0.27,31,-3.3571964551646682
US:123861,Democrats are for all Americans and not a certain portion.,0.34,11,-2.4884464393132593
US:175632057,Democrats have lost touch with the average blue color people,0.22,10,-4.849308550080073
US:3435012,"Republicans are mostly evil, self-serving scumbags.",0.34,11,-2.498960734288652
US:556796,I support smaller government but a strong national defense and want the US to support Israel. I also oppose illegal immigration and DEI.,0.25,26,-3.7437488531484364
US:3290180,it is not a function of which party I'm closer to but which party am I further away from and that answer would the democrats,0.26,27,-3.547717727696064
US:200531429,"I am not 100% like far right republicans, but my views are closer to republicans vs. democrats.",0.33,25,-2.657633136043247
US:117943141,because Im not a?democrat,0.22,7,-5.662370190257922
US:41779199,"I first thought I was a Republican when I was 9 years old and Nixon was running against Kennedy. Of course, at that age my view was simply a reflection of my parents’ view.",0.51,39,-1.3161258769102195
US:1802981,Empathy,0.44,2,-1.7252738160899785
US:34408890,"I am conservative in spirit. The liberals just give everything away for cry babies, who do not want to work or take care of them selves on there own",0.22,31,-5.159514682118765
US:3198620,WE work to lift up the working class,0.32,8,-2.7443884483622445
US:167686255,"I view myself as a classical liberal: small government, free trade, rule of law.",0.46,18,-1.603846486511476
US:1177770,Because the Dems believe in liberal policy that I’m against!,0.22,12,-4.849430351016117
US:1988065,Plain and simple.Yeah just basically feel like the democratic party principle submissions are oh my gut reactions,0.86,19,-10.88623826021056
US:182876147,We love our country unlike the democrats,0.28,8,-3.166436999962411
US:134281457,They care about the people,0.49,5,-1.4294300506256492
US:40733805,The democrats left me behind when they turned far left. The Republican values are much more aligned with my values.,0.33,23,-2.5829547764385077
US:138609099,I side with most of the issues they do.,0.29,10,-3.0153106874530122
US:36469321,The party represents my interests the most,0.32,7,-2.7101382279827457
US:41189284,Believe that everyone should work and help our country!,0.29,11,-3.0852883763191468
US:2560418,a think independently from the politicans,0.26,7,-6.562440095338852
US:29072022,don't understand the question,0.4,5,-2.0119499841502506
US:173482721,because I am a Christian and conservative and Republicans are more conservative,0.3,12,-2.924701471836141
US:1021053,Fairness and caring,0.24,4,-4.0058062958336595
US:149465611,"The Democratic Party cares about ordinary people like me, and wants to protect the rights of people who are different from me.",0.81,24,0.3159027595215798
US:134128661,"I am for all humans to have the freedom to strive for a better life, even those people of color and different ethnicity. America was known as the land of the free. That no longer applies with this administration in office now. Anyone who knows anything about Marxism, as well as how Hitler came into power, can see what's happening",0.33,67,-2.5630749251303393
US:101363517,I wanna do something that will protect my children and my grandchildren and our beliefs lineup together to ensure they have a good life a safe life and be able to make decisions and have their voices heard,0.25,38,-3.815224089288629
US:26386561,republican abdicated their values and have become a party built around cult figures,0.38,17,-2.1906352210793094
US:23984814,I believe in nearly all issues favored by Democrats,0.26,9,-3.5510060431777064
US:167767585,Not believe,0.23,2,-6.065011623917777
US:174450919,Right values,0.26,2,-6.575021203209492
US:285148,"Republicans are nakedly evil and fascistic. I vote for democrats in close elections in the interest of harm reduction, but I know they do not care about me and are not interested in advancing my political values.",0.33,43,-2.5973855222004425
US:168260829,I am very liberal on social issues and believe in taking care of other people,0.53,15,-1.192747929306686
US:161463865,"Both the Democratic party and Republican party are incredibly corrupt. They're both run by the wealthy elite. They don't care about anybody else. They don't care who they hurt to uplift themselves. They're unwilling to make meaningful change to protect our planet, our own people, or the people around the world. Under both parties, we get police brutality, endless unjust wars, climate change, high prices, unsafe work environments, lack of access to healthcare, etc.",0.36,93,-2.295941569482077
US:1355903,Democrats share my values and are better at guiding our nation and protecting our principles.,0.23,16,-4.300624611475536
US:227731,"I believe in God, Family and the Constitution.",0.61,10,-0.7910568335526665
US:165505285,It goes alone with my religion,0.22,6,-4.845588068419324
US:1267228,They both suck though in different ways.,0.26,8,-3.526482056227785
US:25996145,Because both parties does what they want and they don’t care about the other people,0.35,16,-2.42206776833581
US:1843113,Because I think wealth should be evenly distributed,0.25,8,-3.6340544662027017
US:2170610,Because the corporations and wealthy don't need another tax break. I'm with the party that helps the poor move up in society.,0.27,26,-3.3472292749224852
US:444040,Freedom.,0.23,2,-4.082492532893509
US:1269835,I believe in helping people to help themselves,0.76,8,0.018821420345233823
US:141234963,Because my values are conservative in nature and doing what is right and just.,0.25,15,-3.652377461447823
US:38102115,I'm grounded and I'm a realist. I am for All of the true/real American people instead of the BULLSH One World Order - what the DemonCraps praise.,0.22,38,-4.897704157992808
US:41686575,I’m generally conservative on most social issues,0.43,8,-1.7964954928541252
US:39217740,I am for less government control and believe we need to follow the constitution not the socialist agenda!,0.55,19,-1.0642627723434435
US:27525478,They seem to have the right policies to improve the lives of citizens.,0.65,14,-0.5847394023111999
US:39288635,"When the Dems started all this woke crap, I was done with ever voting for them again until they come back to reality",0.39,24,-2.068511558155813
US:2122913,"I think for myself, not others.",0.69,8,-0.35994244813400367
US:39904585,I feel that the democrats believe in individual personal liberty not influenced by religion or business.,0.23,18,-4.3687588533631265
US:130916733,both sides care more for the power that comes with holding office than us the people. I support issues that tradionally fall on both sides o the aisle. and why does there have to be an aisle? you should mix them all up a there desks.,0.29,52,-7.145269853576424
US:131333529,Because it’s good,0.34,4,-2.53329838920109
US:28812154,I am tired of agendas set by either party without considering my/the peoples needs.,0.22,16,-5.318253498892283
US:4629112,I feel that being a Democrat means that the politician do the will of the people.,0.41,17,-1.9406342624292898
US:174264957,Because I not an idiot and believe in America first not illegal gangbangers etc,0.33,16,-7.508705847741004
US:157659989,They care more about people like me,0.3,7,-2.9604135784167935
US:44112586,support free market economy,0.22,4,-4.718576763313494
US:168783063,I value the constitution and the bill of rights.,0.69,10,-0.3597520176271605
US:195479159,The Democratic Party became too liberal and focused too much on unimportant things,0.4,14,-2.051248663000654
US:38963920,"I believe in diversity, equality and inclusion",0.72,8,-0.19337238784933083
US:1053505,"the democrats don't seem to have a backbone when it comes to pushing through actions which will cut the red tape and yet provide the public with all they need with liberty, freedoms and a working plan. instead they roll over and wait. the republicans don't have a backbone and most have a brown nose from kissing the felon's ass by going along with agendas only benefiting the rich and not the actual American public.",0.22,84,-5.558568910574179
US:34410982,Closer to my political beliefs,0.36,6,-2.3552479664714143
US:103485521,I did not like what the Democratic party was wanting where illegals were concerned.,0.23,16,-4.330031842066336
US:137748065,Because I was raised that way,0.38,6,-2.2020486539507105
US:22013318,See above,0.29,2,-3.1047103411753163
US:34349829,"Conservative values; law and order champion; prioritize weeding out of governmental waste, corruption; drain the swamp; get federal spending under control; start paying down the national debt; get schools and education back on the right track; and emphasize making America great again.",0.25,53,-3.8071450515409744
US:2463677,am not closer to any party,0.23,6,-5.764558849916656
US:171427105,They are horrible and toxic,0.3,5,-2.953000885437067
US:180034539,When I realized that I agree with concepts of both parties,0.27,11,-3.35330990105486
US:3576302,Health care is important but saving a shred of our national identity and democracy is now on the line,0.23,19,-4.361834778084141
US:199812289,I pick the person running and not the party,0.32,9,-2.686374352187204
US:2258609,Each of them has at least one deal-breaker position that prevents me from formally aligning myself with either.,0.22,22,-5.054627571567879
US:145429361,Because I believe government should work for all people not just the rich.,0.34,14,-2.546898865787938
US:1555985,"Because I believe in ""a government of the people, by the people & for the people""""!!",0.22,20,-5.039992999199457
US:161819797,beczuze im a chrisrian,0.57,8,-9.163402254764293
US:2895306,because their polcy are closer to my thinking,0.25,9,-6.41874607966352
US:394909,"In the past 35 years, I've seen the republican party for what they are: politicians who are only out for their own benefit. The republican party has become the republicant party. Thy are rooted in The Swamp just as deeply as the democrats. Still, if there is no other suitable candidate, I will vote republican.",0.24,67,-3.8306123390984963
US:32322739,The Republican Party does nothing.,0.34,6,-2.506464901986672
US:39355415,My beliefs ad values more closely align with those of the democratic party.,0.32,14,-2.7079355856195835
US:34613598,Want the government to do their jobs and be for the people not against,0.28,14,-3.187957667686778
US:166901911,Could never be a republican,0.24,5,-4.042318662820674
US:4081090,Dems have lost their way. Gone left.,0.31,10,-2.8549575786325274
US:44211633,"Since 2001 both Party's have drifted farther and farther away from listening to or attempting to do ""the will of the People"". Reagan was the last Republican president to put the People before Party and Clinton the last to do so. Both were good Presidents and I voted for both of them. The Congress of both parties have been abysmally bad since well before either of those Presidents. Since 2000 the Democrat Party has promised greater equity and freedom for the People but seems to have launched into a crusade towards some kind of hybrid authoritarian socialism, communism or just plain lunacy where Government decides what is best for the nation and We the People as a result are less equal and much less free. The Republican Party likes to campaign on lesser, fairer taxation, smaller, less intrusive government, and more individual freedoms. Problem is they don't deliver on any of that. Even when they hold majorities in both the Executive and Legislative branches. Both sides are too full of themselves and their own narrow vision of what is good for the Country. And the Country? It's been run (into the ground) by a bloated, greedy, uncaring, Bureaucracy which has only grown larger since the 50's and whose only real interest seems to be in maintaining it's own power and control. I strongly supported the current President, Donald Trump, not because he is a Republican or a Democrat, he's been both. I support the man, not the Party. I do because he kept the promises he made his first term and he is keeping the promises he made this term. Most if not all of those promises based on what the people that voted for him (a majority of the country this term) voted for him to achieve. President Trump's methods can be absolutely cringeworthy at times but they get results. And it's about results, not the ""work"" or the ""process"" or any of the other useless BS that is used to justify or detract from the job he's doing. I've no idea whom I'll vote for in the next elections. I can tell you it won't be a Republican, Democrat or any other Party. I'll vote for the individuals that most represents the vision of Country I believe in and vote against every one of the incumbents that didn't follow through on their promises. You did ask why.",0.24,479,-3.927882038650116
US:43920065,"Because my values are much more in line with Democrats than Republicans, and in our two party system you effectively have to choose one or the other.",0.37,29,-2.2818608836390575
US:390955,"In live in the City of Philadelphia which has been governed by a very corrupt Democratic Political Machine since 1952. I am 65 years old. All of my District City Council Persons except one (Jack Kelly) who was the only Republican elected to that seat since 1951 has gone to prison for either taking bribes, committing election fraud or both. The same thing is true for all of my US Congressman too except for one Republican, Charles F. Dougherty, who served from 1979 to 1983. Every Democratic Congressman I have ever had went to prison for taking bribes. My current Democratic Congressman Brendan Boyle has yet to be indicted. But his brother, Kevin Boyle a/k/a Hunter Boyle who was a state representative, was arrested several times for drunk driving, violating a protection from abuse orders and beating up his wife. His brother, the Congressman, did his best to try to cover the whole thing up by trying to manipulate the local justice system to have the charges dropped. If this happened anywhere but Philadelphia where the Democratic Machine Puppet DA motioned to have all charges dropped after Kevin Boyle was defeated in a Democratic Primary in the spring of 2024. Anywhere else Congressman Boyle would have been indicted on obstruction of justice charges and his brother would not have had his charges quietly dropped after he left office by a Democrat Machine Judge. When no one was paying attention to the outcome of his criminal case any longer.",0.22,288,-4.520084039573828
US:28833403,Support for the people,0.47,4,-1.559629636570681
US:141640345,I’m a real caring person. Not a dick like republicans.,0.28,14,-3.2352491637534873
US:45563697,My views are more liberal.,0.42,6,-1.8599309214550497
US:131928831,Currently common sense leadership vs socializim by the democratic party. When I realized this was 20 plus years ago.,0.22,24,-5.575550071973107
US:2092909,Because of my preference for maximizing personal freedom over equality as a philosophical issue.,0.22,15,-4.906159914951683
US:25956310,Again as stated above.,0.22,5,-5.15914331119731
US:40593247,I am for basic freedoms and letting people live their lives,0.29,11,-3.0407857062796233
US:142741829,More liberal views,0.25,3,-3.7595871838362056
US:620632,"I'm a Democrat because I believe in making progress not living in the past. I believe in the common good, egalitarianism and freedom of expression.",0.56,31,-1.0493947582777543
US:38512135,care about others and the environment,0.34,6,-2.538987119171625
US:141718533,The Democrats are crazy! Cuckoo! Nut jobs!!,0.33,12,-2.5677929136230806
US:763244,for the most part they align with my own way of thinking about how the country should be run,0.47,19,-1.5734550247196086
US:2294989,"I strongly believe, and agree with their message",0.32,9,-2.6727936344796563
US:2211152,Social responsibility,0.3,2,-2.9737204035742875
US:138462631,The country has been crazy under democratic policies. I can not condone most of the things that have been going on in the last couple of decades.,0.36,30,-2.334265293387065
US:35895940,The Rerpublican party is most in touch with the values and principals this country was founded upon and is the party that is trying to preserve this countries freedoms and greatness very much unlike the Democrat party.,0.28,41,-3.23243327813407
US:190137741,There have been changes within both parties with what each stand for over the past 10 years. Republicans are now like the Democrats of the 1960s. I also believe both parties are being controlled by the same people.,0.51,45,-1.3125862020256476
US:146042971,I believe in equal rights for all. I believe in social justice. I believe we are our brothers keeper. I have had an interracial marriage since 1970--the white men in this country were so horrible to us. I was disappointed and terrified they would hurt our children.,0.38,56,-2.1550468797443836
US:2774759,Progressive movement not helping nations,0.22,6,-5.382230698940607
US:1968713,I have common sense.,0.64,5,-0.6149250897084994
US:292087,Because republicans are too greedy and self centered.,0.24,10,-4.076628279711813
US:35053000,I believe in being fair and equitable and the Democrats do their best to do that.,0.54,17,-1.1681601286200722
US:1786649,Agree with their views on most things.,0.44,9,-1.7320023515468912
US:145078305,I believe in equal rights for all.,0.84,8,0.513164459108243
US:1372845,My beliefs align more with conservative republicans,0.25,8,-3.6551919918532985
US:1423633,"I believe in equally and freedom to live my life as I want. Democratic values align with my beliefs, Republican values do not.",0.31,26,-2.7957120305771643
US:103717435,I always been open minded. I listen to both sides,0.38,11,-2.1325055545797023
US:23876769,I love Trump and what he stands for and the fact that he listens to the people. I like his choices of cabinet. And I like his strength and think all of this will help the people way more that the dems can even conceive.,0.36,49,-2.352298266183733
US:747945,support stringer federal governmnent,0.29,7,-7.114459395993301
US:172752341,I just,0.59,2,-0.8876572268055367
US:29695673,LEADING US IN THE RIGHT DIRECTION.,0.63,9,-0.6865803927830106
US:145153087,"Because I have compassion and empathy. I'm not a white supremacist. I believe in science. I am able to think critically, and believe that facts are facts - even if uncomfortable or unpleasant. I care about the planet nature, the environment. I believe in free speech and equal opportunity. I believe that every human being has the right to live peacefully in safe housing with ample access to clean water, healthy food, affordable healthcare and education.",0.5,88,-1.3686791728467298
US:160431337,"Conservative presidents have been trashing our country every time they take power, starting with Reagan and going forward.",0.33,22,-2.6139040776695412
US:206160115,Agree more with democrat candidates,0.23,6,-5.993365566550345
US:28838086,"Republicans share my values, especially my Christian values",0.23,9,-4.4498560877751325
US:105485815,lean more in their direction,0.24,5,-6.116516975108704
US:26502519,"I'm pretty sure that is the first thing I worry about is being forced to have another kid. They won't tie my tubes because I only have one kid. My traumatic brain injury made pregnancy a problem, why can't I prevent that",0.23,48,-4.150759200833414
US:4681253,All politicians get corrupted,0.24,4,-6.134366076934975
US:159532881,"I believe that our strength as Americans comes from our diversity. One of the earliest lessons my parents instilled in me was the importance of immigration in the history of America, even though they are not immigrants themselves. I also strongly believe in the right to reproductive choice. And I’m a scientist, so, can’t really go with Republicans on that front.",0.44,71,-1.7442635027936695
US:2971452,I respect all people and think that our economy is serving only the rich.,0.3,15,-2.9679945398260634
US:134858733,Because I hold progressive views and values and the Dems support these the most.,0.22,15,-5.06309561624511
US:1979368,"I believe in freedom for people to do as they please, as long as it's legal, and I don't approve of protectionismn.",0.38,29,-2.1421844209989462
US:109026109,"Both parties work for their own gain, often together, to for a ""uniparty"" against the people.",0.25,23,-3.70061709785284
US:134944345,Because the Democratic party legislates with the best interests of the people. The Republican party is only interested in lining their pockets & the pockets of wealthy individuals.,0.38,31,-2.1660010300186117
US:1953556,"It started with my father's Democratic leanings, but later I also felt that the Democratic party was more emphathetic to the less fortunate.",0.38,29,-2.1500135263841775
US:25763118,"The views, logic, and morals of the Republican party align with my own.",0.38,16,-2.154705512003972
US:114799303,"I want safety and security for all, not just myself",0.52,11,-1.2297754314018896
US:119626051,Because I follow biblical truth and God,0.22,7,-5.1145059986602766
US:1404380,"As a low income senior I feel the Democratic party is much more likely to protect Social Security, Medicare and other safety net programs. The Republican party has lost its way and become a cult of personality, losing all courage, integrity and empathy.",0.61,48,-0.7508603119984203
US:23747155,Republicans only help the rich.,0.29,6,-3.011264328010111
US:44458683,Same belief,0.46,2,-8.549736448368648
