,person_id,question,text,prob_machine_generated,n_tokens,glimpse_criterion,full_text,prob_machine_generated_full,n_tokens_full,glimpse_criterion_full
5181,US:189561537,why_are_pid,I wouldn’t be a democrat right now for a million dollars. That party has lost its mind.,0.48,20,-1.519657456214699,I wouldn’t be a democrat right now for a million dollars. That party has lost its mind.,0.48,20,-1.519657456214699
5182,US:189577503,when_think_pid,2016,0.36,2,-2.358311613479094,2016   I have morals.,0.22,7,-5.101939666841892
5183,US:189577503,why_think_pid_with_when,I have morals.,0.36,4,-2.339878791619609,2016   I have morals.,0.22,7,-5.101939666841892
5184,US:189615781,when_decided_pid,My Mom and Dad were and I just adopted their ideas and beliefs.,0.24,14,-3.9552174312742534,My Mom and Dad were and I just adopted their ideas and beliefs.   I just went along with what my parents did.,0.29,25,-3.1203215923069787
5185,US:189615781,why_are_pid_with_when,I just went along with what my parents did.,0.52,10,-1.2740762439293674,My Mom and Dad were and I just adopted their ideas and beliefs.   I just went along with what my parents did.,0.29,25,-3.1203215923069787
5186,US:189651357,when_decided_pid,Non,0.27,1,-3.322845435609136,Non   Because i vote individuals not party   Personal,0.76,10,-10.211012497640514
5187,US:189651357,why_are_pid_with_when,Because i vote individuals not party,0.33,6,-7.543872384972537,Non   Because i vote individuals not party   Personal,0.76,10,-10.211012497640514
5188,US:189651357,why_moved_to_current_state,Personal,0.4,1,-2.026221432486788,Non   Because i vote individuals not party   Personal,0.76,10,-10.211012497640514
5189,US:189664613,why_are_pid,"Because he is the oldest and most distinguished, and his ideas and aspirations suit me.",0.31,17,-2.8582427677797773,"Because he is the oldest and most distinguished, and his ideas and aspirations suit me.",0.31,17,-2.8582427677797773
5190,US:189665297,when_think_pid,Since I became a teenager,0.44,5,-1.725790555258528,Since I became a teenager   Because I believe that democracy is justice and respect for others,0.22,17,-5.555729119005026
5191,US:189665297,why_think_pid_with_when,Because I believe that democracy is justice and respect for others,0.24,11,-3.829991022271732,Since I became a teenager   Because I believe that democracy is justice and respect for others,0.22,17,-5.555729119005026
5192,US:189668067,when_think_pid,Never considered myself a Republican but voted Democrat in 2012. Clinton is the worst and I could not vote for her in 2016. The Democrat party has gone downhill ever since.,0.46,38,-1.6397408376176956,Never considered myself a Republican but voted Democrat in 2012. Clinton is the worst and I could not vote for her in 2016. The Democrat party has gone downhill ever since.   Job   I don't believe either party truly represents my views.,0.3,52,-2.8777120077816254
5193,US:189668067,why_moved_to_current_state,Job,0.33,1,-2.6298001581011357,Never considered myself a Republican but voted Democrat in 2012. Clinton is the worst and I could not vote for her in 2016. The Democrat party has gone downhill ever since.   Job   I don't believe either party truly represents my views.,0.3,52,-2.8777120077816254
5194,US:189668067,why_think_pid_with_when,I don't believe either party truly represents my views.,0.5,11,-1.3959160129054635,Never considered myself a Republican but voted Democrat in 2012. Clinton is the worst and I could not vote for her in 2016. The Democrat party has gone downhill ever since.   Job   I don't believe either party truly represents my views.,0.3,52,-2.8777120077816254
5195,US:1896915,why_moved_to_current_state,Get out of a border state with cartel and illegal alien problems and a rising crime rate,0.24,17,-3.980155707728931,"Get out of a border state with cartel and illegal alien problems and a rising crime rate   Business friendly, fewer regulations, no extreme views, more sane",0.26,30,-6.637966071294008
5196,US:1896915,why_think_pid,"Business friendly, fewer regulations, no extreme views, more sane",0.23,12,-4.1284093623035645,"Get out of a border state with cartel and illegal alien problems and a rising crime rate   Business friendly, fewer regulations, no extreme views, more sane",0.26,30,-6.637966071294008
5197,US:189706043,when_decided_pid,No sure,0.23,2,-5.829471059279753,No sure   My beliefs and values match that party   I was a newborn and my parents moved back to KY,0.41,22,-8.226759499331038
5198,US:189706043,why_are_pid_with_when,My beliefs and values match that party,0.24,7,-6.321582595466901,No sure   My beliefs and values match that party   I was a newborn and my parents moved back to KY,0.41,22,-8.226759499331038
5199,US:189706043,why_moved_to_current_state,I was a newborn and my parents moved back to KY,0.32,11,-2.702775859669446,No sure   My beliefs and values match that party   I was a newborn and my parents moved back to KY,0.41,22,-8.226759499331038
5200,US:189710221,why_moved_to_current_state,Couldn't find a job back where I was in Virginia,0.24,11,-3.883406173041524,Couldn't find a job back where I was in Virginia   They have more empathy for the people of this country,0.22,22,-4.556603268336424
5201,US:189710221,why_think_pid,They have more empathy for the people of this country,0.55,10,-1.1022252925078344,Couldn't find a job back where I was in Virginia   They have more empathy for the people of this country,0.22,22,-4.556603268336424
5202,US:189755537,when_decided_pid,1980,0.3,2,-2.97577091420927,1980   When I realized the democrats stood for the opposite of everything I stood for.,0.24,19,-4.0373093637674335
5203,US:189755537,why_are_pid_with_when,When I realized the democrats stood for the opposite of everything I stood for.,0.34,16,-2.5020164532062177,1980   When I realized the democrats stood for the opposite of everything I stood for.,0.24,19,-4.0373093637674335
5204,US:189853217,when_think_pid,Since Trump's first election win.,0.22,7,-4.583341207975945,Since Trump's first election win.   Father's Air Force assignment   I am a democrat because I think the democratic party stands more for the people of the country and care more about the welfare of its citizens.,0.22,42,-4.712682399870869
5205,US:189853217,why_moved_to_current_state,Father's Air Force assignment,0.25,5,-3.7764601470208943,Since Trump's first election win.   Father's Air Force assignment   I am a democrat because I think the democratic party stands more for the people of the country and care more about the welfare of its citizens.,0.22,42,-4.712682399870869
5206,US:189853217,why_think_pid_with_when,I am a democrat because I think the democratic party stands more for the people of the country and care more about the welfare of its citizens.,0.46,28,-1.6120595123443946,Since Trump's first election win.   Father's Air Force assignment   I am a democrat because I think the democratic party stands more for the people of the country and care more about the welfare of its citizens.,0.22,42,-4.712682399870869
5207,US:1898649,why_moved_to_current_state,Looking for a new place to live,0.92,7,1.2052257940238738,Looking for a new place to live   Because they enforce the law and not allow millions of people to come here illegally,0.26,23,-3.603594766915352
5208,US:1898649,why_think_pid,Because they enforce the law and not allow millions of people to come here illegally,0.27,15,-3.3510871891154816,Looking for a new place to live   Because they enforce the law and not allow millions of people to come here illegally,0.26,23,-3.603594766915352
5209,US:189873961,when_decided_pid,When I registered at 18 years old,0.37,8,-2.2224725343822116,"When I registered at 18 years old   I believe Republicans do the right thing for the country, I don't believe in freebies to people who CAN WORK but choose not to. Tax oayers like me should not have to pay for the lazy who live off of the government.   Job relocation",0.23,60,-4.370685430526058
5210,US:189873961,why_are_pid_with_when,"I believe Republicans do the right thing for the country, I don't believe in freebies to people who CAN WORK but choose not to. Tax oayers like me should not have to pay for the lazy who live off of the government.",0.37,48,-2.2188214419841694,"When I registered at 18 years old   I believe Republicans do the right thing for the country, I don't believe in freebies to people who CAN WORK but choose not to. Tax oayers like me should not have to pay for the lazy who live off of the government.   Job relocation",0.23,60,-4.370685430526058
5211,US:189873961,why_moved_to_current_state,Job relocation,0.23,2,-6.026546139292969,"When I registered at 18 years old   I believe Republicans do the right thing for the country, I don't believe in freebies to people who CAN WORK but choose not to. Tax oayers like me should not have to pay for the lazy who live off of the government.   Job relocation",0.23,60,-4.370685430526058
5212,US:189919687,why_moved_to_current_state,Wanted to leave Alakska,0.22,7,-5.0635507067685435,Wanted to leave Alakska   As I've gotten older that's just the way I lean.,0.22,21,-5.181141201690652
5213,US:189919687,why_think_pid,As I've gotten older that's just the way I lean.,0.4,13,-1.9863588934427432,Wanted to leave Alakska   As I've gotten older that's just the way I lean.,0.22,21,-5.181141201690652
5214,US:189920859,why_think_pid,"because i don't subscribe to the two party system. I think views and opinions are nuanced and can't be housed in just two camps - Red and Blue. I have views/opinions that span both, that disagree with both and some that are disagreed on by both parties as well. I just think we need to do away with blind party allegiance and vote for politicians for their character, stance on policy, and their ability to listen and be an advocate for their constituency and not the lobbyists and corporations or the 1%.",0.29,104,-3.1034614761929413,"because i don't subscribe to the two party system. I think views and opinions are nuanced and can't be housed in just two camps - Red and Blue. I have views/opinions that span both, that disagree with both and some that are disagreed on by both parties as well. I just think we need to do away with blind party allegiance and vote for politicians for their character, stance on policy, and their ability to listen and be an advocate for their constituency and not the lobbyists and corporations or the 1%.",0.29,104,-3.1034614761929413
5215,US:189923343,why_moved_to_current_state,My mom didn't like the winters in NY,0.25,9,-3.616498549073852,"My mom didn't like the winters in NY   I am closer to the Dems by default, Republicans are terrorists, and don't offer any policy that benefits me or anyone like me.",0.22,37,-5.205999005376202
5216,US:189923343,why_think_pid,"I am closer to the Dems by default, Republicans are terrorists, and don't offer any policy that benefits me or anyone like me.",0.36,27,-2.346002626682046,"My mom didn't like the winters in NY   I am closer to the Dems by default, Republicans are terrorists, and don't offer any policy that benefits me or anyone like me.",0.22,37,-5.205999005376202
5217,US:189946429,when_decided_pid,When I realized I’m more “old fashioned”,0.29,10,-3.0986884647591473,When I realized I’m more “old fashioned”   I am for pre texting the rights of the amendments and what they stand for.   I was adopted from Russia,0.23,33,-5.933097663020128
5218,US:189946429,why_are_pid_with_when,I am for pre texting the rights of the amendments and what they stand for.,0.24,16,-3.9406024816592193,When I realized I’m more “old fashioned”   I am for pre texting the rights of the amendments and what they stand for.   I was adopted from Russia,0.23,33,-5.933097663020128
5219,US:189946429,why_moved_to_current_state,I was adopted from Russia,0.47,5,-1.5235588621327905,When I realized I’m more “old fashioned”   I am for pre texting the rights of the amendments and what they stand for.   I was adopted from Russia,0.23,33,-5.933097663020128
5220,US:189969363,why_are_pid,"I value Social Progress over Social Conservation. I value free speech, and the Rule of Law, as defined and limited by the Constitution, as Amended by a society that rejected the Founding Father's belief that ""We The People"" only applied to White, Male, Landowners; and not those landowner's property.",0.23,65,-4.406429803488761,"I value Social Progress over Social Conservation. I value free speech, and the Rule of Law, as defined and limited by the Constitution, as Amended by a society that rejected the Founding Father's belief that ""We The People"" only applied to White, Male, Landowners; and not those landowner's property.   work",0.23,67,-5.886636647798463
5221,US:189969363,why_moved_to_current_state,work,0.23,1,-5.758092195569234,"I value Social Progress over Social Conservation. I value free speech, and the Rule of Law, as defined and limited by the Constitution, as Amended by a society that rejected the Founding Father's belief that ""We The People"" only applied to White, Male, Landowners; and not those landowner's property.   work",0.23,67,-5.886636647798463
5222,US:190002287,why_moved_to_current_state,Born here.,0.22,3,-5.684750817140806,"Born here.   Less government, more freedom.",0.22,10,-4.764195761667044
5223,US:190002287,why_think_pid,"Less government, more freedom.",0.43,6,-1.8146329828726104,"Born here.   Less government, more freedom.",0.22,10,-4.764195761667044
5224,US:190104323,when_decided_pid,When I was 12..my grandfather influenced me,0.23,10,-4.250919657404027,When I was 12..my grandfather influenced me   Because my grandparents were   My father died and my mom met a man who had a house here n married him,0.24,33,-6.159724331713344
5225,US:190104323,why_are_pid_with_when,Because my grandparents were,0.24,4,-4.0041624834861835,When I was 12..my grandfather influenced me   Because my grandparents were   My father died and my mom met a man who had a house here n married him,0.24,33,-6.159724331713344
5226,US:190104323,why_moved_to_current_state,My father died and my mom met a man who had a house here n married him,0.26,17,-3.562463470284201,When I was 12..my grandfather influenced me   Because my grandparents were   My father died and my mom met a man who had a house here n married him,0.24,33,-6.159724331713344
5227,US:190113387,why_moved_to_current_state,Family and work,0.36,3,-2.311135942529777,Family and work   Always worked hard for what I have,0.22,11,-4.8333319569391335
5228,US:190113387,why_think_pid,Always worked hard for what I have,0.31,7,-2.7692583024619295,Family and work   Always worked hard for what I have,0.22,11,-4.8333319569391335
5229,US:190133205,when_decided_pid,When I was in college,0.87,5,0.7602425845995948,When I was in college   When I found out democrats seem 😳 to be way off from what normal people believe   Home,0.38,26,-8.025781031809139
5230,US:190133205,why_are_pid_with_when,When I found out democrats seem 😳 to be way off from what normal people believe,0.22,18,-5.653722051604776,When I was in college   When I found out democrats seem 😳 to be way off from what normal people believe   Home,0.38,26,-8.025781031809139
5231,US:190133205,why_moved_to_current_state,Home,0.3,1,-2.993164674738649,When I was in college   When I found out democrats seem 😳 to be way off from what normal people believe   Home,0.38,26,-8.025781031809139
5232,US:190137741,when_think_pid,during the 2020 presidential election,0.67,7,-0.4502721153385247,during the 2020 presidential election   Not my choice   There have been changes within both parties with what each stand for over the past 10 years. Republicans are now like the Democrats of the 1960s. I also believe both parties are being controlled by the same people.,0.36,57,-2.3244260239084764
5233,US:190137741,why_moved_to_current_state,Not my choice,0.27,3,-3.3979387774111225,during the 2020 presidential election   Not my choice   There have been changes within both parties with what each stand for over the past 10 years. Republicans are now like the Democrats of the 1960s. I also believe both parties are being controlled by the same people.,0.36,57,-2.3244260239084764
5234,US:190137741,why_think_pid_with_when,There have been changes within both parties with what each stand for over the past 10 years. Republicans are now like the Democrats of the 1960s. I also believe both parties are being controlled by the same people.,0.51,45,-1.3125862020256476,during the 2020 presidential election   Not my choice   There have been changes within both parties with what each stand for over the past 10 years. Republicans are now like the Democrats of the 1960s. I also believe both parties are being controlled by the same people.,0.36,57,-2.3244260239084764
5235,US:190172055,why_moved_to_current_state,Sun,0.29,1,-3.1189722675909572,"Sun   President Trump, Vance, Rubio, and DeSantis say what they mean and mean what they say. They are for the American people first!! So do other Republican politicians. The democrats in Office now are not trustworthy and do not put America first. My family for generations were Democrats now Republicans.",0.23,62,-4.219641355949429
5236,US:190172055,why_think_pid,"President Trump, Vance, Rubio, and DeSantis say what they mean and mean what they say. They are for the American people first!! So do other Republican politicians. The democrats in Office now are not trustworthy and do not put America first. My family for generations were Democrats now Republicans.",0.29,60,-3.075522693359461,"Sun   President Trump, Vance, Rubio, and DeSantis say what they mean and mean what they say. They are for the American people first!! So do other Republican politicians. The democrats in Office now are not trustworthy and do not put America first. My family for generations were Democrats now Republicans.",0.23,62,-4.219641355949429
5237,US:1902517,why_moved_to_current_state,Better climate,0.23,2,-5.991928563907362,"Better climate   The Democrat party has gone too far to the left, leaning more towards socialism therefore, there was no other choice, but the vote republican",0.23,30,-4.411138821624608
5238,US:1902517,why_think_pid,"The Democrat party has gone too far to the left, leaning more towards socialism therefore, there was no other choice, but the vote republican",0.32,27,-2.6768472877070018,"Better climate   The Democrat party has gone too far to the left, leaning more towards socialism therefore, there was no other choice, but the vote republican",0.23,30,-4.411138821624608
5239,US:190380543,why_moved_to_current_state,Universty,0.33,3,-2.584615410175397,Universty   The republican party not longer exists. They only want power. And the don't care about the rule of law.,0.27,27,-3.307779126850051
5240,US:190380543,why_think_pid,The republican party not longer exists. They only want power. And the don't care about the rule of law.,0.39,23,-2.056527867978968,Universty   The republican party not longer exists. They only want power. And the don't care about the rule of law.,0.27,27,-3.307779126850051
5241,US:190423581,why_moved_to_current_state,To be with family,0.31,4,-2.860333085334644,"To be with family   In my personal history Democrats have been the party of workers. It is the party that most aligned with the concept of raising the quality of life for everyone. They don't always get it right, but they are open to review and discussion.",0.31,53,-2.7907580953490476
5242,US:190423581,why_think_pid,"In my personal history Democrats have been the party of workers. It is the party that most aligned with the concept of raising the quality of life for everyone. They don't always get it right, but they are open to review and discussion.",0.51,48,-1.3180225548924245,"To be with family   In my personal history Democrats have been the party of workers. It is the party that most aligned with the concept of raising the quality of life for everyone. They don't always get it right, but they are open to review and discussion.",0.31,53,-2.7907580953490476
5243,US:190468115,when_think_pid,I am a Republican,0.7,4,-0.2772506864692244,I am a Republican   Because it is a strong party,0.37,11,-2.217531361412565
5244,US:190468115,why_think_pid_with_when,Because it is a strong party,0.31,6,-2.7709211525853146,I am a Republican   Because it is a strong party,0.37,11,-2.217531361412565
5245,US:190481105,why_moved_to_current_state,Get away from the politics in Washington state. Along with the depressive mental state.,0.22,16,-5.081572382053453,"Get away from the politics in Washington state. Along with the depressive mental state.   Republican stands more for my beliefs and wants! Less government, less taxes, freedom of speech! Have the government stay out of my life!",0.22,45,-5.0942073193529245
5246,US:190481105,why_think_pid,"Republican stands more for my beliefs and wants! Less government, less taxes, freedom of speech! Have the government stay out of my life!",0.27,28,-3.322699978255705,"Get away from the politics in Washington state. Along with the depressive mental state.   Republican stands more for my beliefs and wants! Less government, less taxes, freedom of speech! Have the government stay out of my life!",0.22,45,-5.0942073193529245
5247,US:190494963,why_moved_to_current_state,Fathers new job,0.22,4,-4.456743356600313,Fathers new job,0.22,4,-4.456743356600313
5248,US:190528883,why_moved_to_current_state,parents moved for joib,0.94,5,-11.712604090340037,parents moved for joib   Agree with more republican policies/view points,1.0,13,-14.311943157541583
5249,US:190528883,why_think_pid,Agree with more republican policies/view points,0.39,8,-8.042502970127316,parents moved for joib   Agree with more republican policies/view points,1.0,13,-14.311943157541583
5250,US:1905572,why_are_pid,The Republicans are racists.,0.43,6,-1.8206130066576944,The Republicans are racists.   Job.,0.23,9,-5.789664377093328
5251,US:1905572,why_moved_to_current_state,Job.,0.23,2,-4.292697401076903,The Republicans are racists.   Job.,0.23,9,-5.789664377093328
5252,US:1906062,when_decided_pid,when i registred to vote,0.22,6,-5.067639383450476,when i registred to vote   i felt there was a choice,0.22,13,-5.0157509128633935
5253,US:1906062,why_are_pid_with_when,i felt there was a choice,0.26,6,-3.505989370140119,when i registred to vote   i felt there was a choice,0.22,13,-5.0157509128633935
5254,US:190606355,why_moved_to_current_state,To find greener pasture,0.24,5,-3.995414292709587,To find greener pasture   It my favorite party,0.58,10,-9.253238478221341
5255,US:190606355,why_think_pid,It my favorite party,0.34,4,-7.620648121005189,To find greener pasture   It my favorite party,0.58,10,-9.253238478221341
5256,US:190634637,when_think_pid,When I was a teenager growing up gay in rural Ohio and the Republicans were trying to ban gay marriage.,0.31,21,-2.7928956844062105,"When I was a teenager growing up gay in rural Ohio and the Republicans were trying to ban gay marriage.   My best friend lived here and I was not happy where I was.   Because I believe in civil rights, women's rights, and LGBTQIA+ rights. I believe in helping those less fortunate than others. I believe that billionaires should pay their share. Corporations and the wealthy have too much power.",0.23,83,-4.132470375255402
5257,US:190634637,why_moved_to_current_state,My best friend lived here and I was not happy where I was.,0.44,14,-1.718664594505802,"When I was a teenager growing up gay in rural Ohio and the Republicans were trying to ban gay marriage.   My best friend lived here and I was not happy where I was.   Because I believe in civil rights, women's rights, and LGBTQIA+ rights. I believe in helping those less fortunate than others. I believe that billionaires should pay their share. Corporations and the wealthy have too much power.",0.23,83,-4.132470375255402
5258,US:190634637,why_think_pid_with_when,"Because I believe in civil rights, women's rights, and LGBTQIA+ rights. I believe in helping those less fortunate than others. I believe that billionaires should pay their share. Corporations and the wealthy have too much power.",0.43,46,-1.8275092911120123,"When I was a teenager growing up gay in rural Ohio and the Republicans were trying to ban gay marriage.   My best friend lived here and I was not happy where I was.   Because I believe in civil rights, women's rights, and LGBTQIA+ rights. I believe in helping those less fortunate than others. I believe that billionaires should pay their share. Corporations and the wealthy have too much power.",0.23,83,-4.132470375255402
5259,US:190672873,when_think_pid,Neither,0.22,1,-5.16749666868241,Neither   Family,0.69,3,-9.831213305491843
5260,US:190672873,why_moved_to_current_state,Family,0.25,1,-3.7675180728671025,Neither   Family,0.69,3,-9.831213305491843
5261,US:190672873,why_think_pid_with_when,,,0,,Neither   Family,0.69,3,-9.831213305491843
5262,US:190698643,why_are_pid,"I support a living wage, the 1st Amendment rights, and actions to curb the growing threat of climate change.",0.6,24,-0.8149105406521229,"I support a living wage, the 1st Amendment rights, and actions to curb the growing threat of climate change.   Parents are natives. In OK for brief military tour.",0.26,36,-6.670992067036737
5263,US:190698643,why_moved_to_current_state,Parents are natives. In OK for brief military tour.,0.57,11,-9.170714272781092,"I support a living wage, the 1st Amendment rights, and actions to curb the growing threat of climate change.   Parents are natives. In OK for brief military tour.",0.26,36,-6.670992067036737
5264,US:1907018,when_think_pid,About 2020.,0.34,5,-2.499741451436277,"About 2020.   job   The Libertarian Party was unable to field candidates in all of the elections that I can vote for. So I have had to choose between two parties, neither of which match my own philosophy very closely.",0.23,47,-4.222358371522952
5265,US:1907018,why_moved_to_current_state,job,0.28,1,-6.973120537884909,"About 2020.   job   The Libertarian Party was unable to field candidates in all of the elections that I can vote for. So I have had to choose between two parties, neither of which match my own philosophy very closely.",0.23,47,-4.222358371522952
5266,US:1907018,why_think_pid_with_when,"The Libertarian Party was unable to field candidates in all of the elections that I can vote for. So I have had to choose between two parties, neither of which match my own philosophy very closely.",0.47,39,-1.5785560423799714,"About 2020.   job   The Libertarian Party was unable to field candidates in all of the elections that I can vote for. So I have had to choose between two parties, neither of which match my own philosophy very closely.",0.23,47,-4.222358371522952
5267,US:190748885,why_are_pid,I share same values with them,0.24,6,-3.881528816442099,I share same values with them,0.24,6,-3.8815288164420996
5268,US:190765197,when_decided_pid,Birth,0.22,1,-4.78186739641837,Birth   I was in a family of Democrats   I was born there ok,0.26,15,-6.5819208531297155
5269,US:190765197,why_are_pid_with_when,I was in a family of Democrats,0.46,7,-1.6090146955170614,Birth   I was in a family of Democrats   I was born there ok,0.26,15,-6.5819208531297155
5270,US:190765197,why_moved_to_current_state,I was born there ok,0.22,5,-5.166976236518596,Birth   I was in a family of Democrats   I was born there ok,0.26,15,-6.5819208531297155
5271,US:1907976,why_moved_to_current_state,parent job made the family move,0.3,6,-7.223272341231233,parent job made the family move   my believes are more towards the democratic party,0.31,15,-7.36723376658767
5272,US:1907976,why_think_pid,my believes are more towards the democratic party,0.29,8,-3.0399411605614275,parent job made the family move   my believes are more towards the democratic party,0.31,15,-7.36723376658767
5273,US:190809023,when_think_pid,Not sure....,0.22,3,-5.546584451201576,Not sure....   I was born here   Republicans tend to put the good of the Nation before lining their pockets.,0.25,23,-6.4116965301705395
5274,US:190809023,why_moved_to_current_state,I was born here,0.62,4,-0.738409544674931,Not sure....   I was born here   Republicans tend to put the good of the Nation before lining their pockets.,0.25,23,-6.4116965301705395
5275,US:190809023,why_think_pid_with_when,Republicans tend to put the good of the Nation before lining their pockets.,0.22,14,-5.0706897463983776,Not sure....   I was born here   Republicans tend to put the good of the Nation before lining their pockets.,0.25,23,-6.4116965301705395
5276,US:190828781,why_are_pid,Neither comes close to representing my views or stances,0.22,10,-4.589733843796747,Neither comes close to representing my views or stances   Ex wife,0.56,13,-9.147087186909486
5277,US:190828781,why_moved_to_current_state,Ex wife,0.25,2,-6.546193155751709,Neither comes close to representing my views or stances   Ex wife,0.56,13,-9.147087186909486
5278,US:190888743,why_moved_to_current_state,College,0.25,1,-3.653671016954066,College   better views for the people,0.53,7,-8.975154201420802
5279,US:190888743,why_think_pid,better views for the people,0.23,5,-4.366066919261781,College   better views for the people,0.53,7,-8.975154201420802
5280,US:190895685,why_are_pid,Because I believe the democrats party could make the economy better again,0.23,13,-4.418654265014286,Because I believe the democrats party could make the economy better again   To start a new life and journey,0.24,21,-6.085397487448073
5281,US:190895685,why_moved_to_current_state,To start a new life and journey,0.44,7,-1.7520204455604842,Because I believe the democrats party could make the economy better again   To start a new life and journey,0.24,21,-6.085397487448073
5282,US:191010049,why_moved_to_current_state,Politics in Texas were becoming unhinged. Abbott and company are just as insane as Trump and Musk,0.22,19,-5.029585174288472,"Politics in Texas were becoming unhinged. Abbott and company are just as insane as Trump and Musk   Neither party stands for true freedom of the individual. I cherish my Second Amendment rights just as much as I champion abortion rights and LGBTQ+ freedom of expression. Both parties are all talk, and looking out for the interests of the Rich instead of the People.",0.22,71,-5.469423279532216
5283,US:191010049,why_think_pid,"Neither party stands for true freedom of the individual. I cherish my Second Amendment rights just as much as I champion abortion rights and LGBTQ+ freedom of expression. Both parties are all talk, and looking out for the interests of the Rich instead of the People.",0.27,51,-3.3232873360944395,"Politics in Texas were becoming unhinged. Abbott and company are just as insane as Trump and Musk   Neither party stands for true freedom of the individual. I cherish my Second Amendment rights just as much as I champion abortion rights and LGBTQ+ freedom of expression. Both parties are all talk, and looking out for the interests of the Rich instead of the People.",0.22,71,-5.469423279532216
5284,US:191010417,why_are_pid,Democratic values go way too far left for me.,0.22,10,-5.329522687592503,Democratic values go way too far left for me.   My other parent was in Oregon,0.37,17,-7.883062086924613
5285,US:191010417,why_moved_to_current_state,My other parent was in Oregon,0.22,6,-4.718551859828203,Democratic values go way too far left for me.   My other parent was in Oregon,0.37,17,-7.883062086924613
5286,US:191074,when_decided_pid,"As a young adult studying economics and international policy, understanding indirect impacts and building long term impact policy ideals.",0.33,21,-7.519776941437537,"As a young adult studying economics and international policy, understanding indirect impacts and building long term impact policy ideals.   A belief in individuals being seen and judged as individuals, equality of opportunity, anti-class warfare, long term growth focused, proper trade and peace policy.   Family",0.4,54,-8.149333756599821
5287,US:191074,why_are_pid_with_when,"A belief in individuals being seen and judged as individuals, equality of opportunity, anti-class warfare, long term growth focused, proper trade and peace policy.",0.22,30,-5.479255519723551,"As a young adult studying economics and international policy, understanding indirect impacts and building long term impact policy ideals.   A belief in individuals being seen and judged as individuals, equality of opportunity, anti-class warfare, long term growth focused, proper trade and peace policy.   Family",0.4,54,-8.149333756599821
5288,US:191074,why_moved_to_current_state,Family,0.25,1,-3.7675180728671025,"As a young adult studying economics and international policy, understanding indirect impacts and building long term impact policy ideals.   A belief in individuals being seen and judged as individuals, equality of opportunity, anti-class warfare, long term growth focused, proper trade and peace policy.   Family",0.4,54,-8.149333756599821
5289,US:191074421,when_think_pid,The late 90s as Sununu brought about the win at any cost philosophy and integrity began vanishing from the GOP.,0.22,25,-4.648510119391773,"The late 90s as Sununu brought about the win at any cost philosophy and integrity began vanishing from the GOP.   Parents bought me with them.   There is a genuine desire to help people and make a better nation, even if they aren't in agreement as to what that looks like and how to do it. A commitment to avoid doing evil goes a long way in my book.",0.22,80,-5.345417909759191
5290,US:191074421,why_moved_to_current_state,Parents bought me with them.,0.23,6,-5.954071701633735,"The late 90s as Sununu brought about the win at any cost philosophy and integrity began vanishing from the GOP.   Parents bought me with them.   There is a genuine desire to help people and make a better nation, even if they aren't in agreement as to what that looks like and how to do it. A commitment to avoid doing evil goes a long way in my book.",0.22,80,-5.345417909759191
5291,US:191074421,why_think_pid_with_when,"There is a genuine desire to help people and make a better nation, even if they aren't in agreement as to what that looks like and how to do it. A commitment to avoid doing evil goes a long way in my book.",0.35,47,-2.3959563130852892,"The late 90s as Sununu brought about the win at any cost philosophy and integrity began vanishing from the GOP.   Parents bought me with them.   There is a genuine desire to help people and make a better nation, even if they aren't in agreement as to what that looks like and how to do it. A commitment to avoid doing evil goes a long way in my book.",0.22,80,-5.345417909759191
5292,US:1911433,when_decided_pid,1962,0.23,2,-4.1707816100099375,1962   more inline with my opinions   weather,0.34,10,-7.639644671582557
5293,US:1911433,why_are_pid_with_when,more inline with my opinions,0.25,5,-3.640485997892752,1962   more inline with my opinions   weather,0.34,10,-7.639644671582557
5294,US:1911433,why_moved_to_current_state,weather,0.29,1,-7.163085639089649,1962   more inline with my opinions   weather,0.34,10,-7.639644671582557
5295,US:191187007,when_decided_pid,"in high school on surveys. however, when I was taught about the constitution in middle school it really solidified it because once you fully understand the Constitution and the way the founders intended it means that your going to be a republican.",0.24,46,-4.010867741937612,"in high school on surveys. however, when I was taught about the constitution in middle school it really solidified it because once you fully understand the Constitution and the way the founders intended it means that your going to be a republican.   Democrats in Maryland are lunatics who will gladly make life more expensive on you for their own financial benefit. For instance, the county was trying to regulate food choices at county run events like the 4th of July. It was at that moment where I knew that Democrats were playing too much. However, subsequent tax decisions further cemented my status as a republican even if I disagree with many prominent national republicans.",0.26,130,-6.6620235746221566
5296,US:191187007,why_are_pid_with_when,"Democrats in Maryland are lunatics who will gladly make life more expensive on you for their own financial benefit. For instance, the county was trying to regulate food choices at county run events like the 4th of July. It was at that moment where I knew that Democrats were playing too much. However, subsequent tax decisions further cemented my status as a republican even if I disagree with many prominent national republicans.",0.23,83,-5.900592809825952,"in high school on surveys. however, when I was taught about the constitution in middle school it really solidified it because once you fully understand the Constitution and the way the founders intended it means that your going to be a republican.   Democrats in Maryland are lunatics who will gladly make life more expensive on you for their own financial benefit. For instance, the county was trying to regulate food choices at county run events like the 4th of July. It was at that moment where I knew that Democrats were playing too much. However, subsequent tax decisions further cemented my status as a republican even if I disagree with many prominent national republicans.",0.26,130,-6.6620235746221566
5297,US:191189651,when_decided_pid,2016,0.36,2,-2.358311613479094,2016   I like trump   Father retired,0.38,9,-7.964108368776537
