person_id,why_moved_to_current_state,prob_machine_generated,n_tokens,glimpse_criterion
US:132683181,born there,0.34,2,-7.6040308999295085
US:185364975,Jobs,0.22,1,-4.661945782885834
US:39962343,new job,0.22,2,-5.218849479791115
US:132993665,Marriage,0.38,2,-2.145412607267349
US:1145566,Born in Oregon,0.34,3,-2.551684994478185
US:185649867,"Left Portland, OR for a bigger city.",0.37,9,-2.2875205797436142
US:37829205,dad had job transfer,0.45,4,-8.472406113285794
US:170694627,my mom had family here.,0.22,6,-5.177730510635913
US:291858,Work.,0.28,2,-3.150726541544091
US:127405769,job,0.28,1,-6.973120537884909
US:28702002,"It is my home state, so we came back here to work.",0.39,14,-2.128179084620795
US:388889,Retired military,0.41,3,-1.965046651461905
US:37516762,It is my home state and I love the beauty of this place.,0.61,14,-0.7856675003414397
US:271801,BECAUSE I WANTED TO,0.59,7,-0.874165568089205
US:40631645,was born here,0.22,3,-5.361255818485814
US:33255859,met someone,0.33,2,-7.583716393714658
US:186884581,Husband job,0.22,3,-5.273053866755689
US:201697189,2001,0.41,2,-1.9465589206430542
US:2211405,Born here,0.24,2,-6.211084609295849
US:25959865,I've always lived in New Mexico except for 1 year when I was 18,0.5,17,-1.3837752267768346
US:31512406,I retired so we moved closer to my husband's family.,0.25,12,-3.6304848073645006
US:146374001,I love the Southwest and the dry weather is good for my health,0.45,13,-1.6633489798009995
US:4150314,returned home from grad school,0.23,5,-6.004954434179242
US:2796475,"Born here, duh. Just told you that.",0.23,11,-4.228614427541832
US:27690342,work related,0.25,2,-6.436635740599539
US:22663819,i prefer the climate & geography of WA state,0.24,9,-4.015918042583208
US:125291393,Retirement,0.38,2,-2.21027587774901
US:134963741,I was born here.,0.64,5,-0.6347928988493824
US:119557895,Retired from CA,0.25,4,-3.6746795237407217
US:194357033,California is too expensive,0.35,4,-2.451517954852207
US:161071437,a job and to be near parents,0.23,7,-4.113522432327561
US:41164669,Change,0.24,1,-4.010275919405375
US:44594069,Retired,0.36,2,-2.3629177271358044
US:3988415,Parents relocated,0.65,2,-9.620389582296102
US:4522746,Parents moved,0.49,2,-8.710171425794718
US:31983144,To get married,0.28,3,-3.232963468461779
US:727802,EMPLOYMENT,0.35,3,-2.440385625127448
US:1830047,I was born in Louisiana,0.78,5,0.14822208052364438
US:163166695,Parent obtained a job in Texas.,0.26,7,-3.4687955479562596
US:1804295,"I think it’s the most amazing place in the the U.S.,but i’m partial",0.25,18,-3.6240549980292363
US:105635961,Lower taxes,0.22,2,-5.240816810494909
US:23950691,I was a minor and came with my family,0.53,9,-1.198188797659033
US:35586292,for a job,0.3,3,-2.9181738398694246
US:24990557,"For work, and I love the state",0.27,8,-3.3674041035940077
US:195388581,Change,0.24,1,-4.010275919405375
US:187119153,my dads job moved us here,0.22,6,-4.576908733547678
US:151759861,To be closer to family,0.31,5,-2.7828602354045757
US:41797019,Job opportunity,0.26,2,-3.5106980414946056
US:34011527,Family reasons,0.3,2,-7.225158045747614
US:539413,to go to school,0.46,4,-1.6253744443690237
US:29880268,Wifes home,0.22,3,-4.893365375813735
US:28143472,To be with my Dad,0.27,5,-3.3109334957705587
US:33400512,My parents decided to move here when my dad retired,0.42,10,-1.902092216928454
US:191875145,"New jobs , new school , better life",0.27,8,-3.2940184031137076
US:948564,to avoid Communist oppression,0.24,4,-6.232245452237653
US:129499767,Parents moved,0.49,2,-8.710171425794718
US:105617299,Delaware Sucks,0.34,4,-2.4836238565163966
US:147685417,"it's where I was born & raised, family here",0.29,11,-3.0110666961510004
US:168196209,Parents moved,0.49,2,-8.710171425794718
US:4172709,New job with better pay,0.45,5,-1.6898051815864452
US:134355157,School,0.27,1,-3.413737255616781
US:132330521,Health reasons,0.23,2,-5.905726492722507
US:33463242,weather,0.29,1,-7.163085639089649
US:3493687,bored where I was,0.3,5,-2.890447208968933
US:111199015,"Weather, less traffic, and lower taxes.",0.32,9,-2.6734016933739007
US:171405465,I was born here,0.62,4,-0.738409544674931
US:186883441,To be closer to family,0.31,5,-2.7828602354045757
US:787979,better job for my husband and family,0.23,7,-4.323638537196483
US:4496364,My dad was relocated due to a promotion,0.27,8,-3.354604085521822
US:1659535,Law school and karate,0.23,5,-4.294840671726295
US:170297255,Be near family,0.33,3,-7.542027540718578
US:1308468,Business,0.36,1,-2.3231378819640005
US:1176353,Quality of Life,0.43,3,-1.798162458986969
US:1544386,Parents came to this country,0.25,5,-3.690397970219744
US:149312475,retired,0.22,2,-4.658325819448067
US:40354776,"Parents moved from Detroit to Hamilton, IN",0.22,8,-5.040526176906772
US:45604563,Relocation for Employment,0.28,4,-3.1335190503752046
US:2410212,I was born in Louisiana.,0.78,6,0.14976700565148646
US:139598325,My father's health,0.42,4,-1.8818708540297522
US:129553121,A friend I knew lived here,0.28,6,-3.1793362986900053
US:1566514,"Born in Indiana, worked a few years outside the state, returned because job ended",0.22,16,-5.2798807831932155
US:34277064,WE CAME FROM CUBA ON PAROLE TO JOIN MY DAUGHTER AND GRANDDAUGHER.,0.27,23,-3.342094252304406
US:178490747,Florida,0.22,1,-5.191404391884868
US:1033570,Accepted a job,0.26,3,-3.4462271686668315
US:3682788,for work,0.23,2,-5.750939931528807
US:173315639,NEIGHBORHOOD WAS CHANGING,0.29,9,-3.0572791781230424
US:169401729,My family moved when I was a teenager,0.49,8,-1.4228400892680368
US:1022013,Family,0.25,1,-3.7675180728671025
US:2927517,It's my home state and my parents were getting older.,0.28,12,-3.167561349079938
US:188429969,parents,0.69,1,-9.811203922750435
US:1857398,To be near daughter,0.28,4,-6.991518417529623
US:2354869,"Political environment, job opportunity",0.22,5,-5.08836743207386
US:35657122,to get rid of snow,0.26,5,-3.4368509938803817
US:196820905,Returned to be closer to family.,0.3,7,-2.92007536223901
US:140251567,I was born here in 1968,0.65,8,-0.535208444745364
US:180460083,My Dad retired from the Navy,0.35,6,-2.464896939664063
US:1548470,"Better job opportunities, warmer weather",0.3,6,-2.956512777008578
US:199126273,It’s home,0.27,3,-3.3418943307387634
US:29245090,"lower taxes, cheap housing,to retire",0.51,7,-8.865892412818308
US:1171395,military orders,0.25,3,-3.648969614458535
US:134351819,For my spouses job,0.25,4,-6.471270819741431
US:27162807,I was born here,0.62,4,-0.738409544674931
US:3343879,I came back from california,0.23,5,-4.348368863712019
US:23624199,to live with my sister,0.34,5,-2.4941129473411885
US:184534221,BORN HERE - dumb question; follow along,0.49,9,-8.73875113942272
US:147441541,Close by,0.25,2,-3.7217352473522975
US:790381,"Parents wanted a nicer climate, more opportunities for employment back then.",0.23,13,-5.956967997596541
US:185130269,Job,0.33,1,-2.6298001581011357
US:195714785,2024,0.22,2,-4.750513234192575
US:135955847,Parents moved I was only 1 year old.,0.24,10,-3.9979771487693356
US:46064669,Be closer to family,0.23,4,-4.333882260050166
US:118207,My daughter had moved here in 1994.,0.3,10,-2.901381985945714
US:158934801,It was where I chose to go to college after being in the Army.,0.47,15,-1.5751110025662862
US:1497931,I was a child -- moved with parents.,0.26,9,-3.528372282906807
US:198086241,My family moved,0.5,3,-1.374978635844661
US:158969295,Poor economy in upstate New York,0.3,7,-2.926816069821268
US:1340836,Job,0.33,1,-2.6298001581011357
US:181662917,Weather,0.28,1,-3.250849411559235
US:133367061,"Because Alabama where I was living was too backward and conservative, filled with Christians who teach hate.",0.24,19,-6.285553536017971
US:31329347,I was born in Ohio,0.83,5,0.4659089160412508
US:891587,Husbands job,0.22,4,-5.502323429324987
US:184201605,"It was where I was originally born, and we only moved for my father to attend to school in Ohio.",0.32,22,-2.6659807481086615
US:138967145,Family,0.25,1,-3.7675180728671025
US:38011367,California was too expensive after retirement,0.23,6,-5.925374132880865
US:26692561,Job,0.33,1,-2.6298001581011357
US:22493285,jobs,0.46,1,-8.558097783400662
US:25704002,My husband was from here,0.25,5,-3.707232923740033
US:127487439,moved with friends,0.26,3,-6.676979320328036
US:190895685,To start a new life and journey,0.44,7,-1.7520204455604842
US:29531867,Military move,0.24,2,-6.31071514017218
US:178369589,I couldn't stand living in California any more,0.28,9,-3.1510237438855873
US:180659541,retired,0.22,2,-4.658325819448067
US:165665325,Wife’s job,0.48,4,-1.5049561559829245
US:34602596,More affordable,0.22,2,-4.688383798767534
US:139162833,Us navy,0.23,2,-5.912933134779974
US:126024231,Significant other lived there,0.22,5,-4.864980059613447
US:204661085,school,0.37,1,-7.9039814085272955
US:2216830,born here,0.28,2,-7.017825511327215
US:3447078,My ex husband moved here and for the kids sake I moved up to share custody,0.22,16,-5.061039727520527
US:1253773,"Born and raised in Hawaii, served in military 4 years, moved back in 1975.",0.31,20,-2.795690746051684
US:1878206,Return home,0.23,2,-4.258840438845233
US:182760859,Personal reasons,0.22,2,-5.549294999039093
US:125095645,It is where I was born and raised.,0.77,9,0.09898838893494903
US:135057,Family,0.25,1,-3.7675180728671025
US:133936283,Helped grandparents relocate and stayed,0.25,6,-6.364031742392068
US:30392681,Health,0.31,1,-2.8711094562839894
US:2831523,We were parttime RVers and want to settle in Florida.,0.22,13,-5.603983880152209
US:46330999,housing prices were cheaper than Illinois,0.24,6,-6.241027450731567
US:35967158,Military transfer,0.27,2,-6.786199304950223
US:128088913,For a teaching job.,0.25,5,-3.750469526624176
US:3687552,"I was born there, moved when I was 18, moved back, later on moved away again for a couple of years in another state, then moved almost another year in a second state and came back to Arkansas. Whew!",0.24,47,-3.8871260809528576
US:2255601,Father got a job here,0.26,5,-3.510424527244085
US:27346981,Better weather,0.22,2,-5.5939565217708775
US:3779200,Climate,0.3,1,-2.930606744264868
US:160581453,Moved back home,0.23,3,-4.244998032135591
US:39672239,Parents,0.22,1,-5.272819317914015
US:38544764,Move back to be closer to family,0.4,7,-2.0103505219875655
US:40363931,I love it,0.65,3,-0.5491211736238312
US:4511829,Parents lived there.,0.24,4,-6.244725511317418
US:35206501,I was young and Stupid,0.28,6,-3.220079994064058
US:137121171,parents,0.69,1,-9.811203922750435
US:150057027,Where I was raised,0.48,4,-1.4956360233785864
US:122233459,Covid restrictions,0.51,3,-1.3258085238583153
US:131775491,Went back home,0.37,4,-2.2600028816738615
US:2719586,work,0.23,1,-5.758092195569234
US:454187,Move back to where my family is,0.31,7,-2.79345150961103
US:792291,I love it and have family here,0.27,7,-3.279153100360128
US:481411,Could not get a job in WA,0.27,7,-3.3183219027592616
US:174783561,Family,0.25,1,-3.7675180728671025
US:111194819,To care for my mother until she passed away.,0.35,10,-2.396953415857474
US:1034363,my publisher was here,0.23,4,-5.785307272065607
US:2840828,Retirement,0.38,2,-2.21027587774901
US:210580,parents work,0.6,2,-9.328288313216397
US:101381879,I like it here,0.63,4,-0.6544364264572059
US:40527757,Closer to family,0.28,4,-3.2641701939882948
US:39986440,Attend college,0.25,2,-6.373629906268748
US:648910,Family,0.25,1,-3.7675180728671025
US:43841485,I moved back to be with my extended family and to care for my ailing parents,0.43,17,-1.8213703171934372
US:183323039,My Father was transferred due to a better Career opportunity.,0.22,11,-4.7516156957095435
US:1993456,military transfer,0.24,3,-4.021853407328136
US:4487301,cost of living more affordable,0.23,5,-4.176940231750969
US:952719,I always wanted to live here.,0.58,7,-0.9232630781748595
US:187892777,Marriage,0.38,2,-2.145412607267349
US:192085229,To be close to daughter,0.22,5,-5.0958912854360285
US:156104379,"Hawaii's politics and high cost of living, everything expensive.",0.22,13,-4.491229546302607
US:1019166,Job,0.33,1,-2.6298001581011357
US:173707499,My parents moved to be closer to my grandparents,0.55,9,-1.0789542435047124
US:1731335,new home purchase,0.22,3,-4.680578643790559
US:1297706,Wife’s family asked us to move.,0.52,9,-1.2741498473725423
US:1461337,Retired,0.36,2,-2.3629177271358044
US:35295065,Marriage and job change,0.23,5,-4.172872418362104
US:1692599,my husband is from Texas and we retired here,0.25,9,-3.786939053058786
US:166240663,Job opportunity,0.26,2,-3.5106980414946056
US:166764263,Warm weather,0.43,2,-1.8119217821133262
US:821748,Job offer,0.27,2,-3.3297204121235486
US:26990352,To start a new life.,0.41,6,-1.9149921439698745
US:41640576,Father told by doctors he needed to live in a warmer climate for his health,0.4,15,-1.9937665952374841
US:185811909,For a new job and because I liked the area.,0.31,11,-2.8104455180184
US:27130628,Born here. Moved back for family,0.26,7,-6.632495008855382
US:22719889,reclaim family land,0.22,4,-5.336601233071763
US:33605021,cost of living,0.27,3,-3.3549792991910987
US:1609272,Better employment,0.26,2,-6.6396136898431095
US:4020384,Dad had job offer,0.22,5,-4.793412343888593
US:3871333,Going home,0.22,2,-5.201555674077362
US:150728841,Work opportunity,0.22,2,-4.484881040158115
US:168889139,My parents getting better jobs.,0.22,6,-5.5437002718091914
US:192384519,Job change,0.22,2,-4.9641791863986064
US:125092189,Family illness,0.26,2,-6.556720303774078
US:1839042,Home,0.3,1,-2.993164674738649
US:29987594,1961,0.23,2,-4.082783354842963
US:43433344,To be near family,0.25,4,-3.6595625159304603
US:105775279,My parents thought that I would have a better life in Indiana than in Illinois.,0.63,16,-0.639650048955476
US:159730991,To be closer to family,0.31,5,-2.7828602354045757
US:132615231,I was laid off from my job,0.83,7,0.49587374024743885
US:173737873,move back home to be close to family,0.31,8,-2.851085166196034
US:4398194,"to escape high taxes, snow, heavy traffic",0.23,9,-4.255261783661384
US:22380737,Father’s job,0.29,3,-3.0721816225941123
US:122540365,Nice place to live.,0.42,5,-1.8599520479473841
US:41027908,No idea,0.27,2,-3.377776679278572
US:536820,family,0.39,1,-8.061827286318932
US:141241591,Born here,0.24,2,-6.211084609295849
US:145101741,For my husband’s job and to be closer to family.,0.25,12,-3.7998474865118177
US:43714562,Take a job,0.31,3,-2.796969445060475
US:204655529,my parents moved here to be closer to my father's family who have lived in Texas since it's founding,0.36,21,-2.3098567294985197
US:198557527,School,0.27,1,-3.413737255616781
US:151854829,"Found a house to buy, closer to work",0.29,9,-3.070202165512887
US:169227615,School,0.27,1,-3.413737255616781
US:44535448,home,0.27,1,-6.880449323080068
US:530428,stationed in the military,0.35,5,-2.4268082746684634
US:390316,Wanted to live here based on what I was told,0.45,11,-1.655144556100981
US:127240955,Job,0.33,1,-2.6298001581011357
US:173748631,My Dad didn’t want his kids to grow up in the same environment he did or witness some of the things he’d seen.,0.56,26,-1.0523936308535295
US:759551,Well I moved to TN from N.Y. & then back,0.24,12,-4.0712194251499385
US:4405534,Job opportunity,0.26,2,-3.5106980414946056
US:140197463,Job,0.33,1,-2.6298001581011357
US:1464151,N/a,0.23,2,-4.128658912223877
US:173948357,Weather,0.28,1,-3.250849411559235
US:140678779,To retire,0.22,2,-4.4537840767548875
US:166723,my husband was in the Army,0.37,6,-2.251278573335815
US:2505814,I’m Abenaki. I have always been in Vermont. I was made in Vermont and born in Connecticut.,0.42,23,-1.8716388867432896
US:3399100,My husband went to work for Boeing,0.32,7,-2.7373720669657704
US:22928624,Work,0.44,1,-1.709566926274204
US:57191,Born here,0.24,2,-6.211084609295849
US:171605965,Fathers job,0.24,3,-6.190119484589495
US:115176413,Marriage,0.38,2,-2.145412607267349
US:21990716,Born there,0.27,2,-6.753916288151027
US:4674445,Military transferred us,0.4,3,-8.128557643746161
US:164729033,Graduate school,0.3,3,-2.9004998546991727
US:3694368,Spouses employment,0.41,3,-8.19971517967238
US:23388555,job,0.28,1,-6.973120537884909
US:181956,seemed like fun - I was young,0.27,8,-3.336796191770007
US:41986460,My father left the Air Force and got a job in Michigan,0.39,12,-2.088439605239527
US:178542535,That's where my parents were living before,0.31,8,-2.819980306278477
US:338060,Girlfriend,0.35,2,-2.407013556515676
US:31365172,It is home,0.37,3,-2.2111477519505702
US:665804,job,0.28,1,-6.973120537884909
US:46352702,Job,0.33,1,-2.6298001581011357
US:184534325,Work,0.44,1,-1.709566926274204
US:187401749,Grandkids,0.22,2,-4.748896640274638
US:33786119,Military,0.23,1,-4.3068628575084205
US:1027450,Retired,0.36,2,-2.3629177271358044
US:39001840,"Born here, but moved back to be closer to family and weather",0.24,13,-3.83364595053253
US:142182279,born,0.3,1,-7.236120512622556
US:184160593,Father retired,0.42,2,-8.30336260396414
US:187008105,Job,0.33,1,-2.6298001581011357
US:164434579,For work,0.26,2,-3.505979826637592
US:4535188,parents had me in Illinois,0.43,5,-8.374444870988672
US:164481283,Family moved here,0.22,3,-5.42113338203443
US:4394192,New job,0.32,2,-2.679164289476525
US:169500497,Family was here.,0.23,4,-4.215848509522445
US:42024728,significant other,0.23,2,-5.988262239391629
US:28574391,"I was born in Iowa, I have family in Iowa, and I like the mentality of the people who live here. I feel they have the same belifes and values",0.52,34,-1.2677419744043397
US:177056149,Military PCS,0.36,2,-7.8144771263214325
US:46469720,It was a dream of mine.,0.65,7,-0.5507893032734077
US:196117905,Born here,0.24,2,-6.211084609295849
US:2089731,Lower taxes,0.22,2,-5.240816810494909
US:132439455,Graduate school,0.3,3,-2.9004998546991727
US:125585737,Job relocation,0.23,2,-6.026546139292969
US:128670883,I came home from college.,0.43,6,-1.8178374500679342
US:107599031,"I was 4, I did not have any say in the matter",0.71,14,-0.23535795788092476
US:193873543,Climate,0.3,1,-2.930606744264868
US:27228427,To help my wheelchair bound oldest sister who has since died.,0.22,12,-5.307532346562027
US:124415183,home,0.27,1,-6.880449323080068
US:1462151,Family moved for business,0.23,4,-6.036636171384126
US:156721503,Work,0.44,1,-1.709566926274204
US:32033190,Green card lottery,0.37,3,-2.287403830084826
US:166681195,"Much more for our money, low taxes and the state is beautiful",0.28,13,-3.1390572908907846
US:2946572,Followed my military family based now in North Carolina,0.22,10,-5.696293067697913
US:312554,Assigned to a USAF Air Force Base.,0.34,9,-2.5187619593419983
US:181697701,buying a home in glorida,0.28,7,-3.2612209384368698
US:1658830,To be nearer to family,0.27,5,-3.3010104897054493
US:1734737,Better life for my family.,0.35,6,-2.448852981110578
US:22479908,Parents did,0.3,2,-7.264518469601296
US:118780723,tooo hot in texas,0.22,5,-5.525631523552186
US:196843025,Retired and dry weather,0.24,5,-3.9227473280930014
US:22618784,I was born here,0.62,4,-0.738409544674931
US:2176265,Job,0.33,1,-2.6298001581011357
US:179611313,Family ties,0.25,2,-3.7502308254771415
US:149179539,School,0.27,1,-3.413737255616781
US:129922473,Returned home,0.25,2,-6.472012652399412
US:165828455,To get away from my ex-wife and her family,0.59,10,-0.8516937762553345
US:24937779,"Cost of living, quality of life",0.49,7,-1.4375152095279236
US:168035339,Weather and good government policies,0.28,5,-6.995212881888738
US:131032819,Spouse family,0.22,3,-5.6906005752150355
US:295792,To attend graduate school,0.26,4,-3.5589889193676325
US:30842707,to be close to children and grandchildren,0.35,7,-2.451094313428258
US:125796489,Weather,0.28,1,-3.250849411559235
US:152960151,Nicer weather,0.38,3,-2.1758304756204594
US:126465629,"More diversity, more freedom, more acceptance, more opportunities.",0.56,12,-1.0274347525773455
US:43219292,Parents brought me as a baby,0.22,6,-4.640818190830537
US:190698643,Parents are natives. In OK for brief military tour.,0.57,11,-9.170714272781092
US:132250049,Followed a partner who got a job here.,0.33,10,-2.5661722932355855
US:123861,Born there and like the state.,0.22,7,-5.3912231886407085
US:181240917,Born here,0.24,2,-6.211084609295849
US:128990743,Weather,0.28,1,-3.250849411559235
US:35166359,The company I worked for relocated its operations to the State of Nevada and the cost of living here is generally lower than in the State of California.,0.82,29,0.4295970838811318
US:175632057,Job,0.33,1,-2.6298001581011357
US:120344909,I returned because my family was here.,0.36,8,-2.3339522448278744
US:3435012,My father's service in the Air Force ended,0.56,9,-1.0124255959091546
US:40372424,Job,0.33,1,-2.6298001581011357
US:152073281,Escape a blue state,0.22,4,-5.472103520113849
US:820018,Parent brought me,0.24,3,-6.171597711033321
US:41294859,My dad was transferred there through his work,0.26,8,-3.4358926522720323
US:151034,Family,0.25,1,-3.7675180728671025
US:825559,for work,0.23,2,-5.750939931528807
US:46146178,parents work re-location,0.97,4,-12.284858839727391
US:150438451,My father's job transfer,0.31,5,-2.874023346340159
US:171887491,I was born in Alabama and like it here.,0.6,10,-0.7956193398625371
US:1492299,To go to law school.,0.29,6,-3.011718618422473
US:2242522,"I wanted to be close to my parents, who were retiring and needed assistance with healthcare",0.5,17,-1.352172220800331
US:1411228,Retired,0.36,2,-2.3629177271358044
US:2560276,My parents moved my family to Florida,0.43,7,-1.7855681077956018
US:203269815,My family lived here,0.28,4,-3.213914932408999
US:556796,I got a job,0.72,4,-0.1803994711215112
US:3290180,closer to grand kid,0.25,5,-6.530660643861213
US:200531429,Refugee,0.49,3,-1.4306892374620832
US:117943141,Parents did,0.3,2,-7.264518469601296
US:44102174,For family,0.22,2,-4.882250717857023
US:4191420,Born here,0.24,2,-6.211084609295849
US:173741443,be closer to family,0.22,4,-4.677358562217582
US:1737889,born and raised and did not feel right not being here,0.26,11,-3.517969955455653
US:133104171,Husband's job,0.39,4,-2.0560802122977506
US:41779199,I was in college & my parents moved to Texas.,0.48,11,-1.4673286914341195
US:165484167,Got married,0.23,2,-5.7645829711388705
US:40914526,Retired. Sick of snow.,0.27,7,-3.343938101581722
US:1802981,born here,0.28,2,-7.017825511327215
US:3198620,Missed family and it was getting to expensive in Florida,0.22,11,-5.24322783978201
US:46355540,Family,0.25,1,-3.7675180728671025
US:167686255,Stupidity,0.7,3,-0.3119077468247007
US:139152123,that's where we found a house,0.28,7,-3.158810459877053
US:26006856,Attend college,0.25,2,-6.373629906268748
US:1676013,to live closer to family,0.24,5,-3.889507240812802
US:191074,Family,0.25,1,-3.7675180728671025
US:1988065,I moved to new york simply because I was born here,0.48,11,-1.5119454199284037
US:137786081,Mom,0.22,1,-4.588352684209048
US:3157912,Work related.,0.23,3,-4.281999478285538
US:182876147,my evil ex wife is from here :(,0.24,8,-6.20053330903869
US:30715398,I grew up here and moved back after working in other states,0.4,12,-2.0079579597944512
US:27161430,Retirement,0.38,2,-2.21027587774901
US:179694197,Find a home to buy that we could afford,0.36,9,-2.3030733692773087
US:1123802,new job,0.22,2,-5.218849479791115
US:163774685,Because the state of Michigan is a horrible place to live.,0.56,12,-1.0516071188429434
US:145118,military transfer,0.24,3,-4.021853407328136
US:188236759,My family moved,0.5,3,-1.374978635844661
US:1678434,Work,0.44,1,-1.709566926274204
US:1905572,Job.,0.23,2,-4.292697401076903
US:40733805,For better weather.,0.23,4,-4.275156236729789
US:138609099,"Dropped out of college, moved in with parents.",0.68,11,-0.41921741450613914
US:36469321,To be close to family,0.33,5,-2.6490987365760463
US:4279004,Home,0.3,1,-2.993164674738649
US:2247134,Retirement,0.38,2,-2.21027587774901
US:30467355,Work,0.44,1,-1.709566926274204
US:23367591,To be closer to family,0.31,5,-2.7828602354045757
US:41189284,My Father's job,0.36,4,-2.352137672275492
US:28985634,Two years old - came with my parents,0.24,8,-3.966710572479554
US:2560418,parents job,0.89,2,-11.094696410220786
US:29072022,to be with my son,0.36,5,-2.333685933781518
US:35802778,best state,0.35,2,-7.763840601862872
US:193216061,Born here,0.24,2,-6.211084609295849
US:1929704,Texas,0.22,1,-4.7088275163819295
US:2648268,Job,0.33,1,-2.6298001581011357
US:36797374,grad school,0.31,2,-7.369438772832075
US:193179173,To be closer to family,0.31,5,-2.7828602354045757
US:40382117,For family,0.22,2,-4.882250717857023
US:1559802,Missed family,0.22,3,-4.9051459295632736
US:43385613,too many low end people moved to Massachusetts,0.23,8,-5.875028013300513
US:195124657,Parents moved for work,0.25,4,-6.433586322571737
US:154035825,born here,0.28,2,-7.017825511327215
US:39005314,Prefer not to disclose,0.55,5,-1.1067188623542692
US:43999730,"Warm weather, taxes",0.26,4,-3.5518525700688617
US:182526739,Climate,0.3,1,-2.930606744264868
US:134388045,Parents moved for a job,0.22,5,-4.74826657899535
US:1021053,Fun,0.24,1,-3.8218236166847213
US:172502233,Not sure,0.38,2,-2.1874984942408053
US:106190207,To be closer to family,0.31,5,-2.7828602354045757
US:1587110,Father retired from military and they chose NM,0.29,8,-7.065509992063561
US:134128661,Financial,0.28,1,-3.2533968874400494
US:101363517,My parents list job in IL,0.37,6,-7.914263719911882
US:26386561,California property taxes got too high,0.23,6,-4.2567839269727035
US:39798792,family,0.39,1,-8.061827286318932
US:27101300,Better prices,0.29,2,-7.038797809955879
US:151740327,Job,0.33,1,-2.6298001581011357
US:192223903,Dad in military,0.29,4,-3.078031412855404
US:23984814,Family,0.25,1,-3.7675180728671025
US:4694290,MY PARENTS MOVED,0.29,6,-3.0802353422411053
US:1929686,In state tuition,0.23,3,-5.850293684201993
US:1182350,Removed by employer,0.22,3,-5.158337655520146
US:167767585,Parents,0.22,1,-5.272819317914015
US:30478699,Cost of living is cheaper and smaller schools,0.24,8,-3.9428924808960777
US:174450919,Closer to.family,0.32,4,-7.426287964950076
US:173611957,"I don't know, I was barely a year old.",0.57,12,-0.9749154758974162
US:197466299,Military assignment,0.31,2,-7.30709935355629
US:186313543,"Climate, natural beauty, liberalism.",0.22,7,-4.94358060300642
US:30178469,love it,0.22,2,-5.308620757296294
US:141575825,Family lived there,0.22,3,-5.2350367664130495
US:25453579,work,0.23,1,-5.758092195569234
US:4512280,job opportunity,0.25,2,-6.3770098168801335
US:106484935,A job,0.53,2,-1.2162047615224842
US:2099289,For my career,0.4,3,-2.0476298773193076
US:131271597,"Better life, family was here",0.22,6,-5.344542048386349
US:285148,"job, family",0.22,3,-5.57004353547718
US:168260829,Parents moved here I was an infant,0.22,7,-4.465813859298583
US:158967485,To take care of Sister's house,0.23,7,-4.148670180015762
US:161463865,Dad's work,0.5,4,-1.3909403382532306
US:35152742,Thought we would like it. NOT,0.24,7,-6.249963060525008
US:27223391,Husband’s job,0.48,4,-1.5120374430607737
US:2880304,Get away from Newsome,0.23,5,-4.218496943297008
US:509302,Midwest home feel,0.24,4,-6.243273822558737
US:1355903,To be near family,0.25,4,-3.6595625159304603
US:138869237,job,0.28,1,-6.973120537884909
US:4522925,Graduate school,0.3,3,-2.9004998546991727
US:181370325,Father stationed Fort Hood,0.39,4,-8.099038011547972
US:172770403,Husband lost job in TN,0.22,6,-4.475280885613491
US:27299794,Immigration,0.43,2,-1.8102242594737277
US:165505285,Husband job,0.22,3,-5.273053866755689
US:1267228,Retired,0.36,2,-2.3629177271358044
US:174104975,"grew up here, so returned",0.23,7,-4.25774121935561
US:42583995,Philadelphia,0.22,1,-5.413188743499386
US:168293435,personal,0.26,1,-6.574304969733376
US:25996145,Family moved,0.24,2,-6.180743024598224
US:109210105,Weather and job opportunities,0.22,4,-4.840135618570036
US:1843113,It’s my hometown,0.3,4,-2.9466367540670304
US:2488092,State income taxes in NC,0.23,5,-4.389615794858336
US:4365090,Got married,0.23,2,-5.7645829711388705
US:147889159,I stated before that I was born here. This question makes no sense.,0.39,15,-2.1275856387211136
US:41018505,Family,0.25,1,-3.7675180728671025
US:1524032,For job,0.22,2,-4.675532497165638
US:138916699,Parents didn’t give me a choice,0.34,7,-2.4958344389841733
US:4172057,Texas was too expensive. Grew up in Tennessee.,0.26,11,-3.5278123538137582
US:136490463,Just like that,0.57,3,-0.9657206590922581
US:203144991,for a new job,0.49,4,-1.4523634720838274
US:185895995,Sunshine,0.43,2,-1.7802719772615545
US:2170610,divorce and to move closer to family,0.24,8,-4.048089379836718
US:2385997,job availability,0.38,2,-8.019214798215126
US:174873585,Relocate,0.22,2,-4.565169230859654
US:184826007,Came for work,0.37,4,-2.2672158431028033
US:210769,Family,0.25,1,-3.7675180728671025
US:3171717,Rural living,0.42,3,-1.8461502290383875
US:31903230,Better opportunity,0.29,2,-7.121874717624367
US:444040,Freedom,0.23,1,-4.309834217354992
US:39596627,Slower pace of life,0.67,5,-0.4399612303250982
US:181245183,looking for employment,0.23,3,-4.207599801955363
US:1269835,Home,0.3,1,-2.993164674738649
US:2308346,Come back home.,0.29,4,-3.058550900246943
US:141234963,Dad wanted to move to be closer to his brother - and no snow here.,0.24,17,-3.935118731471086
US:196449179,Romance,0.37,2,-2.2507191802909094
US:2368335,for retirement,0.37,2,-7.886775684628083
