person_id,why_think_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:189275049,"I align with their ideals. End DEI and have everything from hiring practices to admissions be merit based. I've had DEI used against me as a white woman. Stop with all electric mandate, which limits our choices. Stop with all the trany nonsense and let women succeed in their chosen field and not men who couldn't win against other men.",0.27,71,-6.850789680440762
US:163161407,"The Democratic Party has gone way too far left putting social issues ahead of real issues. There is a major problem with the deficit, yet the send out AOC and Bernie Sanders to call people nazis and demand criminals be brought back into the country. It’s absolutely ridiculous and has turned off a lot of independents.",0.32,63,-2.6724917334233957
US:40630351,I believe in the Constitution and The Bill of Rights as documents to be followed implicitly. I believe that if you are here illegally you should be deported immediately with rare exceptions. I believe that if as a sitting member of any government position if you break the law you should be tried and held to account for it. I believe that Nancy Pelosi orchestrated the January 6th debacle and should be tried and HUNG FOR TREASON,0.41,84,-1.9661355387198594
US:26577749,"I like the economic community of privacy and simplified simplified rule , and free trade. Although my statement here is less bi-parisian",0.34,26,-7.637237862553133
US:22366469,The republicans have betrayed the country by allowing a dictator to do as he pleases. The democrats have done nothing to stand up to the dictator. Both parties have failed the people.,0.94,38,1.538601403426186
US:28571318,I am conservative and believe in the Republican platform-,0.38,10,-2.1433752638190415
US:164032931,"They have there goods and bags, but it's a rivalry I will not join due to how they'd put principles 1st over actual situations, independents and other parties have a sense",0.29,37,-7.103582942678888
US:148286715,"Historically, at least, it has advocated a more limited role for government",0.48,15,-1.4787209277086255
US:1267667,I agree more with the views of the republican party than I do with the Democratic party. The Dems are to far to the liberal side to suit my taste.,0.51,32,-1.3185346491566217
US:174477771,Because I have an education. I also have empathy for people unlike th republicans,0.23,16,-5.894489973377808
US:42694027,Matches views per test,0.92,4,-11.41886084322906
US:3261289,"Because I am conservative and the democrats ""as a party"" seems to have lost all concept of working for the good of the country. They work for the good of themselves.",0.39,36,-2.0753466280642483
US:30126201,I believe that their policies are better in general. The Democrats have no policies and seem to just hate Trump instead of trying to listen and compromise. Very sad. I am not a MAGA Republican.,0.4,40,-2.0471041237855054
US:2172484,"Because I’m not a human dumpster fire. I care about civil rights for everyone, empathy for people in challenging circumstances. I want everyone to have a place to live, enough to eat, health care, and safety from harassment. I want the environment to survive us.",0.36,54,-2.3261785487432234
US:654624,"Politicians are out for themselves, they lie, cheat and steal tax monies … they are all corrupt",0.31,21,-2.8302739804472097
US:190528883,Agree with more republican policies/view points,0.39,8,-8.042502970127316
US:132683181,Because I believe government can do good things.,0.27,9,-3.345242214917935
US:185364975,I believe in the power of the people and I believe that the Rich should be taxed extra,0.76,18,0.047948408925635115
US:39962343,They tend to be more conservative,0.64,6,-0.6280878619613509
US:185649867,"I believe in and honor the Constitution of the United States. I believe in the placing emphasis on the people not corporations. I am in favor of a government that is representative of the populous. I am opposed to a white male oligarchy. I favor taxing the most wealthy people and corporations equally and providing for marginalized people and minorities. I am in favor of social security, Medicare and Medicaid, I favor funding PBS and NPR. I favor DEI. I am opposed to tariffs and the greed that proliferates throughout the Republican Party. Republicans are the dark side, they are evil people who do not support our Constitution or the laws of this nation.",0.3,129,-2.9197625281370763
US:205167077,We care about others' opinions and strive to meet their requests.,0.55,13,-1.09653558076122
US:860584,"I think the Constitution should be followed, not the will of the President. I believe in all the rights of the people and due process. I think immigrants are good for the country. I believe in democracy and all the rights of freedom of speech. All people should be treated the same and that women should have the right to choose. Abortion is a choice between the woman and her doctor, not the government.",0.79,83,0.23593399330745865
US:127405769,agree with them more on most issues although not completely,0.22,10,-5.701471276750213
US:28702002,"I have been a Republican since I was in my late twenties. That is because Republicans believe in common sense regarding issues affecting people. Democrats promote victimhood and division. Right now, all they can do is curse like half-raised middle schoolers and talk about Trump. That doesn't help anyone.",0.24,60,-4.025463226578811
US:41904482,Like their values,0.28,3,-6.922649355627682
US:119557895,"Both parties are not good, Republicans are authoritarian crooks and although the Democratic party is less bad they are ineffective in policy.",0.26,25,-3.568255622561742
US:28607758,Because I am,0.65,3,-0.5483725984220156
US:41894214,I’m not sure,0.93,4,1.346698685986143
US:1629152,Both sides have their issues and do wrong,0.26,8,-3.4826593068266596
US:163166695,"I grew up in a conservative household where my parents always voted for Republican candidates. After many years on my own, I still think conservatively and vote for Republicans. I don't like the way that Democrats think. They are too liberal and waste too much money.",0.86,53,0.7196114556229748
US:23950691,"I’m currently registered as a Republican due to a Primary blackout in NYS, however due to Trump’s outrageous and dictatorial behavior I have removed myself from the Republican Party effective July 1, 2025. I no longer wish to be affiliated with him or any party that supports him.",0.25,59,-3.735787309610586
US:24990557,"I'm socially liberal but fiscally conservative, and i dont think theres a party for that. But it doesn't really matter because corporations have bought the government and the two sides are each just as ""bought"" as the other. The current republican party is trying to turn the US into Gilead from The Handmaid's Tale while speedrunning our economic destruction and democrats just sit quietly and take their corporate bribes--er, ""donations."" Neither party is anything i want to be a part of.",0.27,105,-3.330466456408965
US:34011527,I really don’t know. I don’t like Trump. He is a joke to our country.,0.64,20,-0.6031543701562792
US:948564,i agree with them most of the time,0.41,8,-1.9514897410252423
US:4172709,Because I think democrats want the government to serve all people and preserve the civil rights of every individual. The republicans want to create a white nationalist country based on hate. Wealth inequality and a deficit of intelligence has set the US up for complete destruction.,0.25,51,-3.7541713279536255
US:132330521,"I agree with the party positions on governing, the economy (for the most part), climate change, education, and most other major issues.",0.45,28,-1.6482875362265044
US:33463242,I focus on what is fair and just and that is not decided by what political party a person is part of.,0.55,23,-1.0886544779641658
US:116226827,Raise that way,0.32,3,-7.47817650294023
US:1308468,Less Government,0.22,2,-5.677863603758112
US:45604563,I fell closer though not in line with some of the social issues of the Democratic Party,0.24,17,-3.8498244386680174
US:2410212,"Because I believe in less government spending, less government regulation and more focus on making things better for the people of the US.",0.44,25,-1.76933382755049
US:139598325,They're very slightly less actively genocidal than their Republican counterparts,0.28,13,-3.2091850870782843
US:34277064,BECAUSE THEY ARE THE ONES WHO CARE THE MOST ABOUT THE MOST DISADVANTAGED AND THEY FOLLOW POLICIES THAT ARE CLOSER TO MY WAY OF THINKING.,0.47,37,-1.5682046092699058
US:3682788,It's the only party left. Don't want to be in a cult.,0.48,16,-1.5178229720273417
US:169401729,"Because they're less insane than the current republican party. I'm not really close to either, if I had to pick Id say I'm probably a Democratic Socialist. I think that taking care of your *people* not the *corporations* is the job of the fucking government.",0.34,58,-2.4778507666837473
US:41337961,"I'm for limited government, I'm for Christian values, I'm for Dept of Education being sent back to the individual states, I'm pro law enforcement, strong military.... these are just a few of reasons I'm a Republican.",0.24,47,-3.828607113283435
US:180460083,Because the Democrats are too far left and the Republicans are far too conservative,0.49,14,-1.4368179637178993
US:1687600,Because I am for the right of people,0.33,8,-2.6548578164126893
US:177519295,"Democrats support lower and middle class issues. Democrats support abortion rights, the LGBT community, and a pathway to citizenship for undocumented immigrants.",0.53,26,-1.172590852872229
US:29245090,"Conservative, traditional American. Not woke",0.26,8,-3.528819783255345
US:23624199,Because I feel that Democrats are more compassionate and humanitarian.,0.25,11,-3.675733590239608
US:4370924,"Family history, identify much more with Republican party, Can't imagine ever voting for a Democrat.",0.24,19,-3.9999363773091403
US:26680576,"I don't consider myself close to any party, nor politics in general.",0.32,15,-2.681282824618094
US:125616185,At one time they were for the people.,0.43,9,-1.8213102630412459
US:1497931,"Because I believe in taking care of the needy and not hoarding wealth among a select few; because I want nothing to do with Donald Trump and the Republicans, who now worship and kowtow to his every whim and aren't thinking of our country's future at all.",0.25,56,-3.7833883930387935
US:133367061,"The Democratic party is the one that most represents what will benefit all Americans, including the working and marginalized.",0.42,21,-1.8815339982534203
US:942855,I love the working people,0.34,5,-2.4696385241785217
US:199062937,"I'm very openminded when it comes to many topics, especially including identity",0.25,16,-3.6128715352361755
US:4136590,Seem to be more level headed and not so drastic in important political issues.,0.26,16,-3.443836033613169
US:38011367,"At my age of 82, I can remember the good old days of a more Conservative country. The Democrats have lost their way, and the condition of the country, as a whole, has deteriorated. The last two generations have lost their way, and greed has taken over their minds. This transgender issue cannot be condoned because it goes against nature. One’s mind cannot decide what their gender it is, your DNA and genital parts define that. Thank goodness, the illegal immigration issue is being addressed. We have permitted strong enemies of our country to enter and flourish, which will aid in America’s collapse from within.",0.24,125,-3.9973149716841028
US:29531867,The Republican party has been hijacked by religious zealots and power hungry narcissists.,0.76,17,0.012476715499391776
US:180659541,I believe in allowing the will of the people to help mold this country.,0.55,15,-1.0979815546107883
US:41223188,All my life,0.68,3,-0.4169399512184029
US:139162833,"I used to be a fiscal responsible, small government Republican. Until I realized it is mostly a no taxes laizze faire party with hate and retribution in their hearts.",0.22,35,-4.854760915929617
US:135057,"I am a lifelong Democrat, grew up in a Democrat household. I believe in the tenets of the Democratic party and identify with their stance on issues",0.85,30,0.6040500976334567
US:35967158,I like a lot of the republican views.,0.42,9,-1.8437206098444918
US:124414551,The others have no intelligence or morals,0.28,7,-3.175375017122812
US:128088913,"I tend to think and agree more with the way democrats think and vote. I could never vote for a Trump, ever!",0.32,26,-2.719633615632712
US:27346981,Always been I don’t jive with republican beliefs,0.23,10,-6.077919547107349
US:182565967,They’re more on the right side of politics and have most of the same political and social beliefs as me.,0.64,22,-0.596496691286083
US:4511829,I can’t support any Republican as they only care about themselves and rich donors.,0.45,16,-1.6811077040766575
US:4277596,Democrats like spending other people’s money,0.24,7,-4.064598915642981
US:35206501,I will NEVER vote for a democRAT.,0.51,11,-1.2882284955582823
US:137121171,Democratic to me is geared towards the lower class people and im in the lower class,0.22,16,-4.673364288880973
US:150057027,"I believe in freedom of speech Democrats care they're concerned about a policies Medicare Medicaid healthcare abortions were just very, very kind",0.29,24,-7.123650136877775
US:122233459,"I prefer law and order and a civil society, not a society run by a deep state funded by hidden ngo's",0.31,24,-2.807172325262853
US:174783561,Because the republicans are about the people and this nation,0.3,11,-2.925573166510209
US:40619695,because im completely independent,0.3,4,-7.202352243865785
US:39986440,They only care about power and control,0.46,7,-1.5818458702226108
US:183323039,The Democratic Party has gone absolutely insane.,0.72,8,-0.18165786598994282
US:1731335,Because I believe the Democratic party looks out more (but still too little) for the middle/lower classes of society.,0.22,24,-5.297295852214643
US:1297706,The party represents the American First notion I agree with.,0.22,11,-4.836171956183032
US:1692599,I think of myself of caring about our country and those who are running it and it appears that the republicans are doing a better job,0.32,27,-2.7147479758309485
US:821748,"Both parties have major flaws. I am ""liberal"" or progressive on most social issues but very fiscally conservative. This grouping of views is almost totally unrepresented in our politics. Unfortunately our government has accrued massive debts that with either need to be repaid with inflated, worthless, dollars, or repudiated which would cause global financial chaos. There is massive waste and inefficiency in government; in general it needs to do less. By doing less, it will allow many diverse experiments in living to thrive.",0.22,104,-4.631327797372716
US:22719889,"BOTH SUPPORT IMPERIALISM, WHITE DELUSION, CAPITALISM, WHICH I OPPOSE",0.22,20,-4.536162048335515
US:36053436,"because the Democratic party advocates for policies that emphasize social equity, and progressive reform.",0.37,16,-2.2865813588150123
US:126998419,I have very conservative values and do not align on anything with democrats,0.27,14,-3.314855717824955
US:947883,"The party of Common Sense! Republican Party stands for God,Country, Family! Democrats Party, is on the wrong side of everything! Voted God out of their platform in 2012,Slap Legal immigrants in the face by allowing illegals into this country with everything free, no accountability when legal come in the right way and worked and learned our way of life and studied our language , constitution to wait and earn citizenship!, they want to bring back manufacturing. Drill for oil! Etc etc etc.",0.27,102,-6.833621779608489
US:3871333,Find myself nearly always agreeing with them on issues while never agree with democrats . And as I age find myself less and less in agreement with democrats on all issues.,0.23,34,-4.218800592350156
US:150728841,After 4 years of biden/harris I went to the right. Was a Zell Miller fan.,0.24,22,-3.8957968881180363
US:159730991,I follow their view more that Democrats,0.32,7,-7.493253153923353
US:22380737,I’m not a right wing authoritarian.,0.67,8,-0.4522100461551185
US:536820,Because the other party is just plain crazy,0.28,8,-3.1517267992638
US:43714562,because the dems have got bat poop crazy,0.22,9,-5.019696659792957
US:204655529,Because the Republicans have yet to show that they would ever support the rights of a liberal Hispanic Atheist such as myself,0.23,23,-4.443926486514036
US:169227615,I want the government to support people for a better quality of life and think taxes should go to supporting that not defense spending,0.26,24,-3.5428425927631673
US:44535448,I'm for hard work responsibility. Doing your best in work and taking care of yourself and not expecting the government to hand out everything I need.,0.27,29,-3.271235150353454
US:21990716,I no longer agreed with the way the democrats were doing things,0.42,13,-1.8666277248129566
US:4674445,Because of their well known views,0.28,6,-3.25478893570154
US:43874,I believe in equal rights and representation for everybody,0.58,9,-0.9526397077540653
US:181956,I believe in the issues they espouse,0.37,8,-2.221789363057647
US:31365172,Neither work for the people anymore,0.23,6,-4.334197767866956
US:4330561,They are more responsible than Republicans,0.29,6,-3.011555462240435
US:187401749,I’m a registered democrat but I vote for the the best candidate. I never vote straight republican.,0.6,20,-0.8217788451259557
US:1637785,"Besides the fact that I tend to agree with more of the issues from the Conservative/Republican side, the last few years have shown that the Democrats are almost certifiably insane with some of their positions that go well against the majority of Americans.",0.46,49,-1.6363882060354547
US:39001840,.,0.24,1,-3.82686766899377
US:164434579,"I used to be a Democrat but they have just become a bunch of nuts! I can't believe what they stand for now. Trump did a good job last time, I hate how he has to fight the courts to get things done. The Dems are wasting all our time and money! Give Trump a chance",0.74,62,-0.06272291250075673
US:46469720,"The Democrats and Republicans are just two different wings on the same corporate Oligarch bird. Neither party does what's right for The People. They've all made millions of dollars on insider trading. Their allegiance is to the Billionaires, not real Americans. I stopped being a Democrat when the DNC rigged the 2016 primary against Bernie Sanders and he didn't sue them. He was winning the Primary and had momentum, and he didn't pursue his campaign as an Independent. I sent Bernie $1200 and he didn't fight for himself, he just dropped out like the coward. I'm done supporting a two-party system that only gives the illusion of choice and no results for The People.",0.33,139,-2.6522320654774543
US:132439455,"Anti-identity politics, pro-market, foreign policy hawk, deficit hawk, constitutionalist.",0.51,18,-1.3356806117346778
US:128670883,Republicans are willing to throw the Constitution away and launch us into authoritarianism for their own advancement and them being in power scares the shit out of me.,0.27,30,-3.345625955575641
US:39172278,I align more with liberal views,0.31,6,-2.82615428553843
US:40757307,Smaller Government Fiscal Responsibility People responsible for themselves,0.27,9,-6.807549237994283
US:677729,Issues. Democrats are on the wrong side of issues that citizens favor,0.24,13,-3.9177119530473536
US:32033190,Neither,0.22,1,-5.16749666868241
US:196097575,"I believe in equal rights, and the will of most people outweighs the few billionaires. We should all be able to live, work have affordable housing, food, and healthcare",0.39,35,-2.0710958239454396
US:312554,Because both parties are interested in only one thing....power. So I support the party that any specific time stands for the values I believe in. That could be the Republicans or the Democrats. Or even a third party.,0.44,44,-1.7661969926758168
US:181697701,"because they achieve positive a gains for the country and progress in various fields,belong and i also belong to a democratic family",0.28,24,-6.912759897413737
US:159147945,just am,0.31,2,-7.352740466528474
US:22618784,BECAUSE I AGREE WITH THEM MORE OFTEN THAN THE REPUBLICANS,0.38,17,-2.175937663683648
US:165828455,I despise these whte trash magamorons,0.22,11,-5.619589341200847
US:295792,"I care about everyone, not just the wealthy.",0.7,10,-0.3124546201259715
US:125796489,Always been a Republican because Democrats are only out for themselves and illegals to get votes check the past it's been like that for decades,0.23,27,-4.410600699967261
US:35386027,Because I love Trumps leadership,0.22,6,-5.340904399043201
US:181566821,I don't want our country to lose its democracy,0.56,10,-1.053604091152713
US:120344909,I vote for both kind of politicians at times…not specifically one or the other.,0.25,17,-3.633286408187638
US:1118070,"neither party is honest, they are really both the same",0.42,12,-1.8619686109876463
US:152073281,I'm old school democrat. The party left me behind,0.28,11,-3.151430660784707
US:151034,Stand for usa 1st,0.22,6,-4.835378290205542
US:46146178,I do not support liars saboteurs NOR politicians that just SIT OFN their hands,0.29,19,-7.06102563365894
US:150438451,"Want equality for all people, regardless of their immigration, sexual orientation, etc.",0.22,16,-4.672708024100397
US:171887491,"Republicans generally represent me more than Democrats do because they take more conservative stances on most issues, including abortion, taxes, support of Israel, and illegal immigration.",0.32,32,-2.707199220525785
US:2560276,I agree with the common sense policies of the Republicans. The democrats are out of touch with reality.,0.7,21,-0.3171143683114105
US:44102174,I believe in less government interference in my personal business,0.43,10,-1.816144464184095
US:1737889,I am for abortion and believe there needs to be healthcare reform,0.24,12,-3.8379119576131195
US:42250521,I care about people.,0.62,5,-0.700532306025533
US:46355540,"I think politicians in general are the same untrustworthy, corrupt liars.",0.45,16,-1.6494573975888653
US:199346105,Democracy - Manual for Human Rights Education,0.24,8,-3.9309474782491587
US:179694197,"I believe that social safety nets make us stronger as a nation. I believe in protecting the human rights and dignity of people who are marginalized. I want abortion available to anyone who wants or needs it. I believe women are people, not property. I believe in science and informed, research and evidence based public health. I believe in taking care of each other as the greatest way forward.",0.27,77,-3.307028631434369
US:353037,Because i feel that neither is following the constitution,0.22,9,-5.0371366153915496
US:145118,"I do not think government should pay for everything people want and do. People need to be responsible for their own debts, rent, food, education costs, and other living expenses.",0.47,36,-1.5665354149124255
US:2247134,"Because democrats promote policies that impact all Americans, not just a chosen few.",0.26,16,-3.4618667010046686
US:23367591,I have always liked the idea of limited government and less interference in our lives.,0.79,16,0.24343459580991914
US:23959206,"Democrats want the best for everyone, not just the rich. They are also more broad minded. Most of my friends are Democrats.",0.61,26,-0.7894290940894747
US:28498663,Generational,0.22,2,-4.596380504217415
US:35802778,i have never voted for a democrat,0.55,7,-1.1040487944555561
US:2648268,"I am a federal employee. I am currently under attack by my employer, who is currently under the fascist control of extremist MAGA Republicans who are traitors to our country.",0.61,35,-0.7759339459322643
US:36797374,I have liberal views generally,0.26,5,-3.5381125923448935
US:40382117,I normally agree with the Republicans. Not with Trump though,0.24,11,-4.075279848233772
US:43385613,I'm not a strong supporter of the Republican party but the Democrats are so far removed from reality and anything I recognize as American that they have made themselves irrelevant and completely marginalized,0.57,34,-0.992977171395923
US:140123897,Both sides have done more harm that good and we need a third party,0.3,14,-2.8820875649578417
US:195124657,I don’t want dei or illegal immigration’s.,0.27,10,-6.8913423960842355
US:39005314,Because Republicans are Nazis,0.27,4,-6.771857907560023
US:106190207,"When I was in kindergarten, we had an assembly in the gym where we talked about the government (back during the Reagen era). After the assembly, I asked my kindergarten teacher what the difference was between a Republican and a Democrat. She answered by saying, ""Republicans are for big business, Democrats are for the people."" I decided I wanted to be a Democrat from that time on. I believe in the principles and beliefs that Democrats do. I'm very liberal, leaning towards a leftist, so being a Democrat just works for me. I have to say, I am VERY disappointed in the Democrats and their lack of action in preventing Trump from rising to power.",0.65,133,-0.5442715880978554
US:151740327,Xxxd,0.23,3,-4.237697604132082
US:33788983,Democracy is the way we should live it's true freedom,0.35,12,-2.387474476242337
US:44455067,"Because I care more about people, inequality, and Democratic values than I do about conserving tradition and antiquated values",0.23,23,-4.085154967523093
US:4694290,neither party gives a darn about honesty and following constitutionalist guidlines,0.24,14,-6.102896452523881
US:1929686,Most willing to fight for those who are marginalized,0.4,9,-2.044191270021112
US:200775955,"I lean Democrat 'cause at least they pretend to give a damn about people like me. You know — immigrants, folks with accents, people workin’ their ass off just tryna live. They push for healthcare, climate action, student loan relief — real sh*t that affects my life..and don’t get me started on the MAGA clowns — bro, it’s like a circus of angry uncles who watched too much Fox News. I ain’t signin’ up for that mess. Democrats got their flaws, for sure, but at least I don’t feel like they want me deported just ‘cause I speak two languages",0.22,127,-4.522592197939737
US:30478699,Because I choose from all parties for who I feel is the best choice.,0.22,15,-4.6784370369735875
US:43216834,"I like free-market economics, traditional social values, national security.",0.25,13,-3.69696412582616
US:2099849,"I see both parties as a uni-party, no difference, they're all corrupted by the system with perhaps a few exceptions.",0.32,25,-2.6827143202851556
US:27223391,"I believe in rule of law, common sense, fairness, hard work and “peace through strength.” I do not believe in wokeness, DEI, open borders, or handouts for all.",0.37,41,-2.2648217510772097
US:1285916,conservatism,0.22,3,-4.4965159680004705
US:138869237,Neither part is currently Moderate. Both are more extreme than i am.,0.24,14,-6.108284109872502
US:181370325,"The Republicans are a far right organization that is opposite of most of my beliefs and values, therefore I have more in common with Democrats.",0.47,27,-1.5436428326426221
US:144247847,They are trustworthy,0.31,3,-2.8652333543496304
US:3351552,We as Republicans believe in working for what we want and do not expect handouts.,0.4,17,-2.0143257946384714
US:126727479,I don’t vote based on the party,0.39,8,-2.079704081511529
US:176614243,Both parties are corrupt from corporate money,0.22,7,-4.493532793984447
US:138916699,Because I hate republicans,0.26,5,-6.5555933424019885
US:185895995,I support the common sense way of thinking and this is Republicans!,0.23,13,-4.254397138093167
US:141411265,Previous generation followed them,0.33,4,-7.536583376851564
US:2385997,The logical alternative is the republican party which I would never support.,0.38,13,-2.1418380816817555
US:181245183,the Republicans are pushing a religious agenda that I am fully against so I support the democrats.,0.35,19,-2.4074268940083523
US:28894261,I believe in the principles and the policies of Republicans,0.56,10,-1.0568121492556368
US:4701255,I have a conscious,0.76,4,0.051239689534079855
US:2529801,Yes I see myself as a Democrat ever since I was able to vote in the Very First I Was Able to vote For The Democratic Party.it made me Very Sad when a Republican was elected into the Presidential Party. That’s all I have to say about this.,0.24,52,-4.078663844044299
US:190172055,"President Trump, Vance, Rubio, and DeSantis say what they mean and mean what they say. They are for the American people first!! So do other Republican politicians. The democrats in Office now are not trustworthy and do not put America first. My family for generations were Democrats now Republicans.",0.29,60,-3.075522693359461
US:165708959,"I am a conservative in all aspects of my life. I believe in a religious and ethical life. i believe in freedom of religion. I support the Constitution of the US. I am for a small federal government and strong local government. I do not support DEI, but merit based hiring practices. I believe that abortion should only take place because of rape or incest and a concern for the life of the mother. I believe there are only two sexes. I believe that strong families are the backbone of the US. I believe in pledging allegiance to the flag.",0.46,113,-1.6219136073774127
US:527742,I voted as a Republican all my life until Chenney got into the war with Iran over oil. I haven't had a reason to return to the republican party since.,0.25,34,-3.6163982047781937
US:1829791,Because the Republicans are more conservative than Democrats.,0.32,9,-2.691293397367069
US:3093940,i always vote for common sense.,0.31,7,-2.7881005550059097
US:2128456,I believe everybody is equal.,0.5,6,-1.3747140798906659
US:40592883,When I was growing up my grandparents were proud flag waving Republican members of the KKK. I did not want to be like them.,0.38,27,-2.1826430228983384
US:886407,people first,0.33,2,-7.5147321308046635
US:29880362,I cannot support the Democratic agenda because much of it is immoral and anti-Biblical.,0.42,18,-1.8882097218902685
US:129432527,I believe the democratic beliefs align mainly with my thoughts,0.22,10,-4.989231234801926
US:26414137,A person that believes in not overspending. Believes in law and order,0.35,15,-2.432761696830699
US:138614005,I think both parties have died and neither has a future. The things the parties agree on are far worse than the things they disagree about.,0.42,28,-1.8924533940925876
US:41262339,I think of myself as a Republican because I am conservative in how I think and how I live and my values are similar to Republicans.,0.64,27,-0.6021078949455878
US:40498402,There is nothing I agree with the modern democrat party about.,0.27,12,-3.397194155053725
US:46826023,I try to vote for the best person. Money is wasted on parties.,0.46,15,-1.6139337787941896
US:1300002,I am non-political,0.37,5,-2.2651362562226534
US:1557529,Both are corporate parties,0.22,4,-5.017566848515393
US:205201651,I’m democrat because my political views are more democratic than republican,0.34,12,-2.543781239809253
US:110342771,i believe in our democracy,0.35,5,-2.4218466510221934
US:40670923,i do not like either party,0.37,6,-2.248096321540032
US:186143077,"I am passionate about protecting the environment and making people of all colors, genders, and sexualities feel comfortable",0.63,21,-0.6439945033361749
US:4494446,The Democrats are for people like me who work for a living. The Republican party is broken and are only concerned with increasing their own power and wealth at the expense of the lower and middle class.,0.53,39,-1.1795796445569602
US:40637985,Against ALL things Republicans stand for!,0.22,7,-5.201272050027772
US:184756041,I'm not crazy and they're not as crazy as the other party.,0.57,15,-0.9821901093022655
US:1457123,"Career politicians are liars, cheats and thieves. Political parties are huge collections of the same. Their so called “platforms” are bullshit, just pandering to the diverse groups of freaks they’re trying to get to vote for them. No current political party in the US is worthy of my membership. Most of them should be banned and the members put in jails.",0.36,75,-2.3289475101409107
US:22650534,I do not subscribe to group think,0.35,7,-2.37938276672151
US:3053506,Republicans have broken their oaths to protect the Constitution and obey the rule of law to impose a Tyrannical Dictator to rule over the people in a fascist nazi state. Some are just cowards hopping to keep a do nothing job.,0.22,49,-4.9761583478176235
US:104878917,I believe both parties have the same authoritarian aspirations,0.28,9,-3.2213852177806466
US:107840991,"I've always been a Democrat since Reagan, and even if I weren't, I would be now. Trump is a terror, a disgrace, and a serious threat to Democracy as we know it.",0.67,40,-0.47529497735426096
US:167097995,"I find the republican party of today to be regressive and hypocritical and no longer even republican, It's become the party of MAGA and no longer is the party for republicans. I think democrats align more with my views and are far more progressive on all issue's than the republicans seem to be.",0.29,64,-3.1112282671856413
US:167907833,"Because I have morals, align with the constitution and believe in checks and balances.",0.23,16,-4.173716738207727
US:201409899,I am for Jesus and outlawing killing babies through abortion in most cases.,0.23,15,-4.289170770733809
US:2166330,"I think both parties are corrupt. Although there are a few individual exceptions, nearly every career politician is trying to make himself rich and powerful at the expense of the rest of the nation",0.5,36,-1.381632191447169
US:173035613,"I am against any government or institution that utilizes punishment and coercion or even the voice of the ""majority"" to force their will upon another. All social contracts should be VOLUNTARY.",0.35,38,-2.4304983935805766
US:24653070,"There are at least a few Republicans that still believe in Constitutional principles, liberty, and responsible governance. The Democrats are basically an organized criminal syndicate intent upon bankrupting our nation and fomenting chaos in the hopes that it will persuade people to buy their bullshit solutions (which literally always result in more irresponsible spending and chaos).",0.23,65,-4.217724933649986
US:187106699,"Generally, Democrats are more open minded and do not try to force their personal and religious beliefs on others.",0.52,21,-1.2576089879268808
US:207491727,I'm a Christian,0.59,4,-0.895178983547336
US:190002287,"Less government, more freedom.",0.43,6,-1.8146329828726104
US:39775760,I agree on more topics with the Republicans and their solutions,0.3,11,-2.9530514365955014
US:26573549,because the party ideals are what most closely align with my ideas. I cannot join the cult of Republicans and being an independent is fucking weird.,0.23,28,-4.184315597273131
US:193925995,"The Republican Party has turned to the extreme right, populism and xenophobia.",0.7,16,-0.2946790843708492
US:1295022,My beliefs have always aligned with democrats.,0.38,9,-2.183772768241391
US:39955183,"I believe in and follow the Constitution as the law of the nation that supercedes all other laws. I believe in smaller government. I 100% want secure borders, and stiffer penalties for those who illegally come into this country. I believe that abortions should NOT be allowed except for certain reasons, and the should be the State's decision and not the Fed.",0.32,73,-2.744780982908169
US:175422427,"I am a Democrat because I believe in the will of the people, justice for all, civil rights and liberty, and freedom from tyranny.",0.67,28,-0.46259269611393516
US:182697115,"I believe in helping all people, not just the wealthy!",0.65,12,-0.5532025251298119
US:184078443,"I hate the conservativism and fascism, which are the ideologies that Republicans represent, and the Democratic party is the only party that is powerful enough to defeat them and they represent some of my views too.",0.63,41,-0.6416443594218033
US:203742597,I just feel that both parties are not representing what I truly believe and want,0.44,15,-1.7411016699869521
US:113824861,Protect our nation,0.22,3,-4.965040370692836
US:2771375,"Because democrat party has moved to a communist policy, they restrict speach, and basic constitutional freedom",0.35,19,-7.735874208056732
US:198089889,Because I have witnessed the bad results of Democrat policies for at least sixty years.,0.25,16,-3.624057505292349
US:148681631,"Democrats are too socialist, Marxist and golbalistic",0.24,10,-6.157021308811945
US:130916841,For the people,0.6,3,-0.8018226209710947
US:202896403,I believe in equality and justice for all people . I believe the government should help improve people's lives.,0.69,21,-0.33015380894202445
US:23309939,"Because I believe that people need choices, and they have the right to live their lives.",0.4,18,-2.0516754082371262
US:182845389,Raised as one,0.24,3,-3.8530205849826213
US:152541245,"Because I support many of the democratic party policies and their approach to social , political and economic issues",0.27,19,-3.425471105940731
US:25583907,agree with majority of their beliefs,0.23,6,-4.230591362984062
US:169699419,I tend to agree more with what the GOP says they stand for.,0.28,14,-3.1407799533387806
US:911587,"Despite the inability of the minority party to effect change without republican support, I believe the democrats have the general populations interests at heart.",0.28,27,-3.1591307853256745
US:41404730,"Democrats are all about taking care of everyone, no mater the race, ethnicity, or sex. I feel the very same way. That’s why I support the Democratic Party and will continue to. The GOP has lost their way due to believing Donald Trump is going to help everyone. They are doing nothing but taking away right without due process.",0.3,68,-2.9577364460574223
US:1628172,"Because I think people matter most, not businesses",0.22,9,-4.512037157392709
US:152621951,Rights of people,0.29,3,-3.0872918540982486
