person_id,why_are_pid
US:483272,The Dem Party adheres to my values most of the time
US:4787303,"Because it’s clear that Democrats revel in evil intent, have no concern for the American people and would rather destroy what is righteous and good"
US:128542933,It is a strong reaction against the craven actions of Donald Trump and the sycophantic behavior of congressional republicans. I am so deeply disappointed in the Republican party for their failure to contain and minimize the lies of Trump.
US:32864879,I think most are not interested in the people they represent. They are more interested in their opinions . We the people are tired of them. When they break the law put them in prison. Some of this me first would stop.
US:4353106,I believe that Democrats represent the average person in our country.
US:23138750,Not sure
US:184003113,"I'm not a party guy, but the Republicans have slid so far right, it is tough to align myself with them."
US:177337475,I like some of the policys that Rebulicans believe and I like some that the Democrats believe
US:41067806,i idenitied with the working people and poor foreign groups
US:91025,Because I believe in our country and the rule of law
US:3398334,I'm a Democrat because most of their policies align with my values -
US:193009,"They at least pay lip service to foundational Constitutional principles. Dems want to ""evlove"" the Constitution and twost it to suit socialist ends that are contrary to the original intent of the Framers"
US:40648400,Because they're still reasonable and haven't become a cult like the republicans.
US:198679331,"I am a populist Republican (MAGA) Because it is COMMON sense. Liberals are now radical and ridiculous. I used to be a Democrat, no more. They are disrespectful and liars now. This is NOT the party of JFK anymore. The WOKE agenda has taken over on almost ALL categories."
US:38507493,they both tell us lies
US:40533121,we do not want aborition god comes first and we stand united
US:187867819,Because I'm moderate in my opinions.
US:2653748,"In my experience, Dems seem to be more for the people and the GOP stands with corporations, but that’s slowly changing."
US:3589237,not today.......
US:130477757,"Because they are the only ones that are sane and seem to want what is best for all the people, not just themselves."
US:27470485,"Democrats are most aligned with what the majority of Americans want, stand for and believe are necessary in a strong Democracy. I identify with Democratic values the most."
US:2053008,I did not like the radical liberal direction the Democrat party was taking the nation.
US:1518959,Because they at least try to help all Americans not just give tax breaks to people generally don't need them.
US:1698171,Fewer liars than other parties.
US:105918299,I feel Democrats represent the thought of liberal people.
US:125980307,Because the Democrats are corrupt and trying to destroy America with open boarders inflation and not following the rule of law if it concerns them.
US:1145566,Both parties instill hostility and divisiveness and I do not see either one actively trying to understand and work with the other side. Both parties seem to have allowed their extremists to take the lead.
US:37829205,they both are incompetent
US:170694627,"Because I care about people, the planet, and democracy. I’m sick of hearing about mass shootings every day, of decent people being deported, of the gov’t being dismantled, of essential programs being destroyed. I’m also not a racist. I don’t think business are the answer to problems, big business is the problem. Reganomics is not good policy."
US:271801,BECAUSE I NEVER AGREE COMPLETELY WITH EITHER PARTY ON ISSUES.
US:33255859,most of their beleifs align with mine
US:190748885,I share same values with them
US:2211405,"Because I believe that government should reduce income inequality, ensure equal rights, address global warming, provide health care, food security, safety, and create a tax structure that demands the rich pay their fair share."
US:31512406,The Republican platform most closely aligns with my personal values and views.
US:4276813,The party aligns with most of beliefs.
US:125291393,"I’m disappointed in the Democrats who serve in Congress for not actively carrying out their oath of office to defend and protect the US Constitution against domestic enemies like Trump and MAGA, but Independents only split the vote and Republicans are increasingly serving the authoritarian fascist Trump. So, registering as a Democrat was my only option if I wanted to vote in primary elections."
US:134963741,"Republicans support Trump, have become a cult following a megalomaniac. I fear climate change and Democrats are more likely to support actions to reduce global warming."
US:194357033,I’m a Republican and always have been since Democrats are too evil and liberal
US:161071437,because Republicans allowed this current ass to ruin America with his actions
US:3988415,Neither know what they're doing
US:187904911,No comment
US:139928911,Dems are commies
US:35586292,"Policies supported by the party have the best chance of improving the lives of citizens, from financial security to an improved environment."
US:191875145,I believe people have rights
US:25540670,"The Dem party is closest to my views. It's corrupt and inept, but closer to my views."
US:39478961,"I'm a Republican, because they care more about America then the Democrats do."
US:147685417,"I'm a humanist. I believe in basic human rights, and those include life, liberty, in the pursuit of happiness. If life is one of those rights – that means health. that means every American deserves to be able to eat, to have secure shelter, and be able to take care of their body on the most basic levels. Liberty requires that you feel able to do things. This is not permission. This is ability. Liberty doesn't mean you get to do whatever you want, but it does mean you can discuss and have the opportunity to explore options and situations. If you transgress others' liberty, that is an infringement of their rights. With liberty you are not punished for thoughts or expressions, nor are you forced to accept others thoughts or expressions. Once your life and health are guaranteed, and your ability for free thought are guaranteed, you get the ability to pursue happiness. This is an individual thing. I believe that while the Democratic Party is not great at this, they understand that collective good – results in individual freedom. The whole point of government should be collective good, not selective control."
US:168196209,"The Democrats have gone crazy. Coddling criminals, DEI, illegal aliens, gender theory, teaching sex to children, abortion up to the 9th month. All of it is crazy."
US:3493687,Policies are more.for.the people.
US:171405465,I do not to help 'Make America Go Away'.
US:186883441,they fight for whats right and for the working class
US:4496364,Both groups tend todo what is best for them not the people they represent
US:40354776,The alternative is the destruction of America and democracy.
US:4359943,"Because we care about our country, we do not take immigrants first and our own citizens second, Joe Biden destroyed the country, let's face, it a loser Democrat."
US:129553121,The democratic party mostly aligns with my best interests
US:178490747,"They are less greedy, power happy, and selfish. Although this could be because they have less choices."
US:2927517,"Up until 9/11/2001, I was a democrat. And after that difficult period, I started to see a shift in the democratic platform that didn't resonate with my love of this country. My observations even began to lead me to believe that many democrats actually hate the United States. It's my feeling that Republicans demonstrate more love of country and the allowance for anyone to be the best they can be through learning, hard work and creating a sense of individual self worth. Democrats seemingly want to take the financial achievements from those people described above and give to those unwilling to apply themselves to have a better life. Even when a democrat gets elected, most republicans and/or conservatives, though disappointed, can accept the defeat and move on. Not democrats! Many of them demonstrate an absolute, unabiding hatred for anyone that doesn't think like they do, or believe in what they believe. And so many turn to hateful, hurtful and destructive violence. I don't see that kind of behavior with many republicans or conservatives."
US:1857398,Democrats respect & honor the constitution!
US:1548470,"I feel we would be best served by a government at all levels that is lean, efficient and honest. While no party achieves this, the Republicans come closest. Having recently visited some formerly communist countries, I saw first hand the terrible effects of far left governments."
US:169320249,I don't want to answer because Republicans are wrongfully criticized and put into an unfair category.
US:35364319,Republicans most if the time have the same thought
US:147441541,It most closely aligns with my thoughts.
US:790381,"Putting AMERICAN CITIZENS first, against anchor babies, closing the border, deporting ALL illegals! High morality, honesty, rid DEI in companies, schools, including the elimination of Transgender policies! Want more?"
US:118207,"I care about diversity in the nation. It makes us stronger. It’s of the utmost importance to protect free speech, give money to public stations like PBS and NPR. All sources are asking questions. The blue collar workers and unions were valued by Democrats. The working poor, to raise minimum wage. To tax the rich to provide a safety net to people. Keep thing like Head Start, WIc, help with energy bills. Take things that work like in Europe. Mass transportation, clean energy, health insurance. Ban Monsanto. Eliminate Citizens United. Do ranking for election. Fact check all claims, help the people, get rid of No Child Left Behind, reform how much money can be given to candidates, equal amount for each one…"
US:158969295,"Because I feel it is the party of the people, not just the rich."
US:1340836,Because the GOP has become pawns of the religious right and fully embraced FASCIST doctrines.
US:39574060,Republicans are working to better the country
US:31329347,They are in line with my views
US:26692561,Conservative values. Help give people an opportunity for a leg up but do not destroy their personal value by taking care of them for a lifetime
US:127487439,i have no idea about each party persay i choose the person i think is better the lesser of 2 evils
US:190895685,Because I believe the democrats party could make the economy better again
US:178369589,The Democrat Party has gone way to far left. They're insane.
US:34602596,"I believe in liberal values, such as freedom of speech, religion, and assembly. I believe in the free market, but recognize that it can be abused by powerful interests, so I believe government has a role to play to protect citizens from that abuse. I believe in the rule of law and due process. The Democrats are the only major political party in America who hold values similar to mine."
US:1028674,"I'm a democrat because I believe in equality, freedom and justice. This country was founded by the people and for the people. Democrats represent the ideals of democracy best."
US:3447078,I am a Republican. I believe the government is. for the people by the people. I believe that the country should benefit the people and the needs of the people and should take presidents over political agendas.I feel the Republican party does this.
US:30392681,Always have been
US:2831523,Because republicans have no regard for the constitution for personal freedom and for equality for all.
US:46330999,"Both of them represent their own personal interests and not mine. Both of them are strongly pro-war, I'm anti-war. Neither of them gives a crap for universal healthcare in the US. Both of them are terrible on free speech. Etc. Etc. Etc."
US:3779200,Family members were democrats; liberals are usually democrats; belief in democratic principles
US:29698994,"Most of their ""promises"" are more to my beliefs."
US:111194819,Because the Republicans are insane.
US:210580,I believe in personal responsibility and that the government has a certain purpose and does not become a nanny state
US:185078401,Im more conservative and believe in traditional American values
US:648910,Because Democrats like to give more money away instead of a person being able to stand on his own two feet.
US:43841485,"Because the MAGAs in the Republican party have lost their sense of reality! They have allowed themselves to be manipulated by an authoritarian administration. As, a result, the Republican party has become the party of racist, sexist,homophobic,transphobic, xenophobic, isolationist, Russian sympathisers who live each day in office to destroy our Constitution, thumb their noses at the rule of law, and support a seditious, narcissistic, sociopath in his fantasy to become a dictator and shred every scrap of the constitution he can get in his felonious, perverted, uncouth, tiny little heathen hands! The Republicans are now fully a CULT and have ceased to be a dignified, orderly, intelligent, political party. There are only two types of Republican voters… the uneducated, cultists who believe only the propaganda manufacturers by the Dictator and his minions, OR the greedy, rich, selfish oligarchs who shovel money back and forth to maintain their hedonistic thrones of power and wealth. I would not vote Republican again…for ANY reason! While the Dems are not perfect, thwy at least have not completely sold their aouls to maintain power!"
US:29379181,I believe in what the Democrat Party used to stand for. Right now it's a bit muddled. We have to make ourselves heard: WE ARE THE PEOPLE and we care for ALL PEOPLE.
US:156104379,"Despite the lies from the Democrats, Republicans care more about the common middle class people than Democrats. In fact, Democrats get many times more donations from the rich fat cats on Wall Street than do Republicans."
US:1019166,.what?
US:1461337,Neither reflects my opinion
US:185811909,"I have voted for Democrats, Republicans and Independents. I believe we need new or updated parties and a different type of government, possibly similar to a parliamentary system. It seems as if no party is really effective currently, and actually, it seems the Republican party is going full fascist."
US:1609272,Democrats are people who believe in people's right not politicians
US:41870655,"They are more aligned with freedom for everybody, including health care and education."
US:168889139,Better economic policies and positions on social issues.
US:1839042,"Lower taxes, strong military, dump DEI, strong economy, secure our borders."
US:105775279,I care about social issues and the working class.
US:173737873,"I believe in we the people. That means equality for all regardless of color, sexual identity, religion, etc. I support all folks should be given the opportunity to fulfill the American dream. Democrats support programs for these populations."
US:185401273,I don't like any parties I like to be my own independent.
US:151854829,I really don't care for either group.
US:3044061,Republicans are more conservative. Conservatism is more inline with human nature.
US:530428,I believe in the Constitution and personal responsibility
US:172752429,Because I think both parties suck in their own ways
US:170896889,No real reason
US:1464151,More common sense
US:140678779,"I used to vote for who I thought was the best candidate but I probably will not vote Republican again, ever."
US:22928624,Habit
US:4275716,They are more conservative
US:3694368,Because the republican platform is closest to my political beliefs.
US:2973721,"They represent my beliefs and views, Democrats divide us, only interested in illegals, LBQ, DEI, no commonsense!"
US:178542535,"Because I believe in the power and rights and freedoms of the people: right to choose, free speech, freedom of the press, etc. I believe diversity is an asset and everyone has rights. I don’t believe in boosting benefits to the rich—I believe in trying to help all people including with socialized healthcare and welfare programs…"
US:338060,I am a Republican because we have a binary political system and Democrats suck ass.
US:665804,ALL Democrats are liars.
US:184534325,the $wording_democratic_nor_republican Party This question is unclear
US:142182279,liberal views
US:187008105,I believe in strong borders and a strong military
US:4535188,they listen and do what they say they'll do
US:4423644,am more liberal than conservative
US:42024728,"I believe in equity for all, freedom of speech and the letter of the law. Too much exclusion has been happening with regard to the republican way of thinking."
US:2089731,Like more of the things they as a party represent
US:107599031,Republican Party agrees with most of my beliefs. I believe in freedom of speech (with NO censorship). Strong borders. Against DEI. Transgender men should not be permitted to participate in women's sports. Any immigrant that comes to our country should assimilate into our culture and language.
US:193873543,I'm glad you asked! I was a strong Republican for 48 years. Then Trump came along. I remained a Republican throughout his first term so I could fight the evil that he is from within. But when Biden won in 2020 I switched to the Democratic party. And now with the Republicans being what they are I will never be one again.
US:27228427,I think Democrats are often watered down Republicans in that they look out for themselves first.
US:166681195,Want our nation protected and have people deserve and work to be in our country.
US:2946572,The republicans want less government power and control and listen to the peoples desires and needs.
US:118780723,I would say republican. But haven’t seen any good evidence republicans are with all of the people.
US:192808819,"I believe in helping all people no matter their color, political leaning, sexuality, or gender. I believe everyone should be able to choose what is best for their family and body. I believe there is good in most people."
US:128328333,Democrats and Republicans both only serve the interests of themselves and their corporate lords.
US:129922473,I am a Democrat because we share the same ideals.
US:24937779,"In the past, I have felt closer to the Republican Party but the current administration has pushed me away. The Democrats are too unorganized as it currently stands - they are all over the map on issues."
US:43219292,Because republicans these days follow trump too much. They don’t stand up to him for what is right.
US:190698643,"I support a living wage, the 1st Amendment rights, and actions to curb the growing threat of climate change."
US:1929859,I don't trust either main party. I study the candidates and vote for who I perceive will be best for the country.
US:128990743,Has more of my values than republicans.
US:35166359,I am a democrat because I believe that social change is important and society needs to advance socially and economically to new ideas.
US:825559,They're the same thing. Both are horrible outdated choices that rely on people arguing back and forth about stupid things instead of getting the job done.
US:3120069,I lean toward more moderate views.
US:1492299,"My parents were Democrats, but the Dem Party has gone insane. They support every sexual perversion ever developed, but they conspired to shut down free speech on the internet, they weaponized the federal bureaucracy and federal law enforcement against Catholics and Conservatives and anyone who was in D.C. on Jan. 6th. They engage in lawfare and hate EVERYTHING Trump does, simply because he does it... with no regard to if it is a good thing or a bad thing. They want men in women's locker rooms, and women's sports, they want to oppress my church and ban public displays of religion, while pushing drag queen story hour. This is NOT the party of JFK anymore... they are all about corruption and power. When the ancient Greeks said ""Those whom the Gods would destroy they first make mad""... they were talking about the Democratic Party. They are a wretched hive of scum and villany."
US:157163889,"The Democrats represent the hard working people of our country, not the rich who are always looking for tax cuts."
US:2242522,The Republican party has completely acquiesced to the far right anti democratic Trump regime.
US:173741443,I was a Republican for 50 years up until 2020. I still think they are the better party for supporting the economy but it is not the party I grew up with anymore.
US:133104171,"I am for womens rights, dei, science, defending the police, and I generally think at this point that Republicans don't understand what's going on in the country."
US:135484507,Because my family are republicans.
US:198213103,"I care about human rights, and I think the government has the duty to protect them. I care about inclusiveness and equity. I care about protecting the environment. I care about having social services that ensure people has basic needs met including access to food, housing, healthcare, and education."
US:40914526,Always have been.will never change.
US:137786081,I believe in democracy and civil rights.
US:163774685,"Democrats seem to have more common sense. They tend to listen more to their constituents. They don't threaten, scare or lie....like the ""others"". Democrats are dependable, reliable, caring."
US:1678434,I care about others.
US:1905572,The Republicans are racists.
US:143440851,I never care for the opinions of democratic politicians etc. and the state I live in has been a nightmare with our current governor JB Prickster
US:4279004,Taxes
US:30467355,The values of the Democratic Party are a better match for my own values than other political parties.
US:28985634,"I am woke! I care about people, the environment, education, freedom and health."
US:108617303,Both parties are shit. Trump only ran as a Republican out of necessity.
US:193216061,The democrats are most in line with my views and concerns.
US:193179173,The Democratic Party is concerned with equity and providing help for the middle class and a safety net for Americans in need. The Republicans party has lost its focus on everyday Americans and seems only to care about billionaires. They are not following the Constitution and allowing the President to do illegal acts like deporting people without due process. Republicans are spineless weasels who are afraid to counter Trump.
US:154035825,do not want the government to control me and everything else
US:134388045,"Democrats support women’s rights, voting rights, reproductive rights, labor unions, environmental protections, Social Security, Medicare, Medicaid, the rule of law. Republicans support tax cuts for billionaires, are not stopping Trump’s attacks on democracy, the courts, and the Constitution."
US:172502233,"The Republicans are generally more conservative and fiscally conservative. They also currently are more practical and logical in their thinking. I don't see Republicans generally throwing themselves into fits every time something doesn't go their way. There also are not riots, widespread protests or personal private property damages going on. Loads of bricks are not left for protesters to turn into projectiles, republicans behave like adults and conduct their business professionally most of the time. There may be ocasions when someone goes a bit off script but it's rare whereas democrats all spew fir the same propaganda lies and ugly insults over EVERY event regardless of whether it's real or imagined. Trumps speech for the State of the Union is a perfect example"
US:1587110,"I believe that while you should be able to help other people, you are ultimately responsible for yourself, your own decisions, your own financial choices and should not be dependent on others except during an emergency. I believe in the right shoes where the right to abortion is taken control. I believe women’s rights has been super imposed by trans rights. I am grateful to say at my age. I don’t have that much longer to live in the world that we have created the last four years. I can only hope President Trump will be allowed to do what he is trying to do."
US:39798792,"benefit all people, not just the rich"
US:188588475,"First and foremost: human rights. I believe that the government should NEVER have gained control over people’s rights, as we are seeing happen right now. This encompasses women’s rights, LGBTQ+ rights, POC rights, and immigration rights. Secondly, inflation and rising costs. Trump was talking about tariffs way before he was elected into office; we knew this was coming. Now, we are on the precipice of what seems like another depression, due to these tariffs. Thirdly, I was personally terrified of the Project 2025 goals and did not want an administration that was going to gut our system from the inside out."
US:1182350,They support the average American
US:173611957,"It's all a sham. It's no longer ""Republican"" vs ""Democrat."" It's ""the parties"" - i.e. the politicians vs. the rest of us -the average citizens. In D.C. the Democrats and Republicans serve only themselves. The differences between the parties no longer boil down to anything truly meaningful; the Democrats seem intent on destroying the whole of America and turning it into yet another Socialist/Communist shithole dictatorship. And the Republicans seem intent on feigning obliviousness in order to protect ""the system;"" a system purposefully designed to keep the general populace infuriated and fighting among ourselves while they grow fat off our tax dollars. Both parties essentially profit off our destruction and suffering. Look at every federal and state politician. Every one of them left office with a much higher net worth than they went in, and by a margin exponentially larger than their salary. All except one. Donald Trump is the only ""politician"" in over a century who actually LOST a significant portion of his net worth by being in office (about 1/3). That is a fine illustration of why the people voted for him: because unlike EVERY other person to ever hold office he is actually serving US. Not himself, not ""the system,"" not some trillionaire family pulling strings in a few dozen other countries. America first."
US:197466299,Too many politicians on both sides have been in office too long! They are out of touch and only work for themselves. We need term limits and need more laws or rules to keep representatives in check
US:2894373,I am not loyal to any party as neither party has the ability to do what is right for the country.
US:4512280,The democrats are evil and want illegals coming in are ok with abortion and all the things I don't agree with
US:106484935,No idea as I really do not know much about it at all.
US:2099289,There are only two choices and much more of their agenda aligns with my own. Everything Republicans stand for these days is repulsive.
US:35152742,I vote for the person who I believe would be the best person for the job whether D or R
US:203174233,I don't think either party are really in tune with the people. I don't see myself really represented in politics.
US:39359086,"Pro life, pro family, pro traditions, constitutionalist, freedom, pursuit of happiness."
US:2880304,They have proven to do the will of the people
US:40796458,The Democratic Party is the party of hate! They only care about power.
US:168293435,I believe in the freedom of choice. There is no republican party anymore only trumpites. I will never have any connection with them on any level. Many of the questions you asked I could not answer because I am on a total blackout of any political news because I am so distraught about the outcome of the election and destruction of our county by this administration
US:109210105,Basically because the Republican party went from conservative to fascist. And I want to be part of the group most likely to stop it.
US:867789,Agree more on the issues
US:147889159,"I am a Republican because they more closely align with my ideals and values. I could never align myself with a party that thinks it's okay to prosecute and jail their political opponents, try to censor free speech (ie Twitter files), openly celebrate assassination attempts on Presidents, push ""gender affirming care"" for minors (cutting off breasts and other parts), and to top it all off, allow the border to remain wide open, allowing estimates up to 20 million illegal aliens. They're also a party that is actively fighting to return an illegal alien who is a member of MS13. Where was that effort when people in our own country were flooded out of their homes, or their houses burned down in Maui or California wildfires? They are completely out of touch with working class America, and/or actively working against us."
US:1524032,I’m a fiscal republican with democratic social issues.
US:4172057,I don't have a liberal mindset like most Democrats
US:136490463,I don't favor what the republicans represent
US:184826007,"Because the democrats left me. I was one, and I will never again be one."
US:210769,It is inclusive and represents a majority of my values.
US:31903230,Exactly
US:183941241,Because Republicans care more about jobs and the economy and illegal immigration. Democrats care more about social issues
US:450771,Because Democrats represent democracy Republican are for the ones with more power money.
US:22678150,I'm not really sure at the moment
US:196449179,Be a Democrat? Now? You must be out of your mind!
US:2368335,Republicans actually worry about national security and the economic success if the middle class; Liberals just TALK about those issues!
US:137424539,I find democratic candidates mostly share my beliefs
US:191307891,Respect human rights
US:173394987,Because of what they do for congress.
US:1040733,Do not like either side neither do what is right for the people but what makes them money we should vote all independants in.
US:128639427,Their policies and aims coincide with mine.
US:203667,They know men are men and women are women and are for supporting the protection of women and kids and the security of the USA
US:181373543,Conversative beliefs
US:25712424,Government of for and by the people. Equality. Education. Science. Medicine.
US:35574005,I want to protect the wealth I have by reducing the size of the government and making sure our country is safe.
US:2541917,Mt mom didn’t raise me to hate
US:24849569,More liberal
US:24296028,Because I believe in facts
US:137212877,Because both parties have their own interests in hand not the people of the country but for themselves
US:28865908,The parties look out for their political alliances not the American people.
US:169013383,The Republican Party leans more to Conservatives.
US:4375822,Not sure just seems to align more
US:39435551,I agree with the Republican platform and I wish the Republicans in Congress would all band together to take a strong stand with Trump to codify his executive orders and fight against anything the insane democrats put forward.
US:151098033,because i believe in prolife
US:182686875,I feel that I fall close to the middle in my political beliefs. I think social issues are very important and I think that democrats support more programs that help everyone.
US:176867637,"So many reasons. They are for democracy, rule of law, abortion rights, women’s rights, LGBT rights, other civil rights, pro-environment, efforts to reduce climate change, efforts to reduce inequality, union support, separation of church and state Etc. etc."
US:3737489,"I wasn't always a republican but once I saw all the deception and all the lies the democrats can't help but spew, I will NEVER vote for them again, no matter what"
US:125395153,i think for myself
US:24948070,"I care about all people, not just reach ones."
US:101110507,More to my. way of thinking
US:118683655,They are more concerned with women's rights and healthcare reform. They also tend to fight more for the environment
US:34121735,See things from both sides.
US:179898215,"I agree with most of the party's platform. I am pro-Christian, pro-life, and pro-gun."
US:41029865,"I’m a Republican because they are (ostensibly) the party or small, limited government that is dedicated to free markets and free people. They protect the rights of the smallest minority - the individual and the rights of the most vulnerable among us (the unborn)."
US:132901419,Both parties are corrupt. George Washington warned about political parties.
US:40927400,Both parties are basically the same.
US:329920,Freedom and aligns with my values
US:206856767,Donald Trump sucks this time around. Patrick morrisey is a crook.
US:4680467,"Because I am ""for"" the people who make up the majority of the citizens of this country, not the few ultra-rich!"
US:101148325,"We care about the real American dream where anyone can get ahead, not just the rich. We cherish diversity, inclusion, love"
US:31805086,Because I don't agree with either side.
US:22195875,The party most of the same values as me
US:193461303,Because the Republicans are without morals or ethics. They talk a lot but their actions show them to be nothing but hypocrits. They only care about themselves and money. The love of money is the root of all evil. Money and power. They follow in the footsteps of evil.
US:202328,"I value life, the rule of law and believe in limiting government. That is obviously no longer the platform of the Democrat party- if it ever was."
US:152478693,Party’s are just a way to divide us into camps. Also campaign expenses are insane. We need campaign finance reform
US:137845639,N/A
US:3623801,Do more for the people of the United States.
US:102152019,Because of the people where we live are
US:743188,Because there is not a viable progressive party. And I know what you're thinking but the Green Party is a joke.
US:2548810,Because I believe in humanity and goodwill towards fellow human beings.
US:3089333,"I believe in working hard, making my way without government assistance or interference. Government should only be about public safety, roads and infrastructure, police and fire protection."
US:140205799,"I don't like most things about either party. They both fear monger, spread disinformation, talk a lot and do nothing."
US:100517137,Trump
US:4378680,I don’t believe in taking advantage of people who don’t know any better. I believe in freedom of choice and being equal
US:134730625,"I'm a Democrat because I'm a nicer person than the Republicans who are angry hostile people that act crazy and violent in our walls where I'm chill, laid back person all my life who enjoys life, goes shopping online, listening to music, singing, making money."
US:41243877,"At this point in time the Democratic Party is uber left, they like men in women’s sports, they like an open border, they coddle illegal immigrants, they push DEI, they allow criminals to get out without bail, and they push to allow schools to set aside parents’ wishes when it comes to curriculum and gender affirmation."
US:125956753,"I believe that Democrats are the lesser of two evils. I think that they tend to work in the best interest of the American people. I also think that they exercise democracy. For these reasons, I vote Democrat."
US:2885885,I'm patriotic.
US:23539821,n/a
US:39930423,"Because i believe that women can make decisions about their body, that taking care of our environment is important, that public school education is the backbone of our country, that our country should take care of its weakest people, that DEI is necessary, that immigrants need a pathway to citizenship, that guns need to be better regulated, that free speech belongs to everyone, and that Donald Trump is a clear and present danger to our country and to democracy."
US:112250555,They are only slightly better then the opposition
US:32203588,It's best
US:192471837,I believe it is essential for government to protect and defend the poor and the marginalized.
US:183414843,They are inclusive and believe in letting people make their own decisions. They care about all people and want to make their own decisions world a better place.
US:168937605,If I had to pick between the two I'd say Republican because I believe with them more often.
US:147272223,Democrats are more kind to one another and are more representative of my values.
US:135284395,I believe in compassionate governance
US:123091793,I don't really know if I'm a republican or not. I might lean more libertarian. But I know I'm not a democrat. At least not like the current democrats. They seem to me to be completely evil at this point. I want small a government.
US:1102136,freedom
US:1359371,"I believe the Constitution should be followed as written. Government must provide for defense, and public safety first and foremost. The federal government should be run by elected officials and not bureaucrats. Our system has become upside down with the federal government trying to manage responsibilities the states have like Education. I see the Republicans as the best hope for a reset that will allow our republic to flourish as the founders intended."
US:943741,Democrats are not so limiting in their thinking
US:189274897,It is a false choice
US:158960125,I vote for the person and policies rather than for a party.
US:102839849,We share the same views of what the people want and need for this country
US:195262067,"Republican values are at the core of morality and decency in this country. While democrats sink into the depths of depravity and insanity, Republicans hold fast to maintaining a strong country with its conservative values."
US:41032485,"The values of the Democratic party most closely match my own. Especially in the past 10 years. I was not previously a strongly partisan person and I probably even have some conservative views, but the Republican party is just a nativist, sadistic, and increasingly dumb cult of personality now."
US:156842107,"I believe both parties have sound ideas and ridiculous ideas. If we take the good ideas from each side and work together, the country wins."
US:166371393,Why do we have a felon for a president. Why don't they ban plastic with
US:124080699,I believe in freedoms and am pro life
US:41547707,because
US:1935297,Democrats are turning us into a third world country with progressive policies.
US:30068005,"Democrats want equality and empathy for citizens, civil rights for minorities."
US:2804330,Always been DEmocrat and always be.
US:177093455,I was raised by my family to be a Republican
US:1501403,I believe in all people being given the same freedoms and opportunity to live a good life. The republican party is out of control and this country is in serious trouble.
US:275756,"Smaller government, enforce law and order, America first."
US:130708761,I believe people are inherently good
US:200686411,"I believe in capitolism, not socialism, closed borders, reduction of DEI, no taxes on social security or tips, and a stroger military force."
US:538786,Because the Democrats have lost reality
US:35666383,At this time I am opposed to the large majority of Trumps decisions.
US:4382029,"More governmental spending for PEOPLE, less concern about CORPORATIONS."
US:40375925,"They are much more aligned with my view of how the world should be, but are not far enough left."
US:43898656,better policies for the most people
US:175587291,The party is more pro non-rich people than the GOP.
US:165842269,I believe in a small efficient government
US:28229196,Because the Republicans are anti-democracy and are the Party of Hate
US:188327427,Just like to be
US:186634117,"Bc I'm not woke or crazy. I believe in God, family, education and kindness."
US:1172203,The majority of opinions held by Republicans are also held by me
US:188346431,"Simply put, Democrats are focused on helping the general citizenry."
US:35378627,their viewpoint are closer to mine and they listen more often to what the people are saying.
US:193576649,"Because I believe in equality for all people, not just some."
US:1527772,"They are the closest to common sense, the Democrat party has zero common sense."
US:171703385,Their views more closely align with mine especially when it comes to social issues.
US:25922908,I believe in the 2 nd amendment to the constitution.Democrats have moved way too far into liberal ideology
US:2015244,"I want to help everyone have a better life, not just myself and the people close to me."
US:140080403,"Though the Democratic party is weak and has little to offer, the Republican party is hellbent on establishing a dictatorship."
US:166616069,Their policies more closely reflect my personal beliefs than Democrats.
US:170337549,"The alternative is horrible (now, though it wasn't always that way)"
US:27532748,"Because Democrats support stupid progressive Socialist/Communist ideas like DEI, and Transgenderism."
US:4171766,Democrats are for everything I am against.
US:994051,The parties are corrupt and do not represent their constituents. They represent corporate interests.
US:183136913,"I believe in Medicare For All, saving Medicare and Social Security."
US:2027790,Most of their policies are more towards putting people first than Republican policies. Even when they go about it the wrong way.
US:173018317,Civil rights
US:181647293,"The GOP is self-serving, corrupt and punative. There are democrat leaders who posess the same qualities, but they have not made persecution of minorities the core of their national platform."
US:133828413,smaller govt. less taxation.
US:202933645,Both parties can be rather disappointing.
US:135045889,They don’t give everything away
US:149933517,Because politics don’t make sense to me.
US:3074022,Because Democrats CLEARLY hate America and want to change it into an open country that has no rule of law.
US:204599389,Believe in the constitution and declaration of independence. We're all man a created equal.
US:172946939,I believe the republican party best represents my values and idea's of what a constitutional republic is and should be.
US:185673939,The ideals of the party most closely align with my beliefs
US:24992216,"The policy positions of the Democratic Party align most closely with my own core beliefs -- that all people should be treated equally, regardless of income, skin color, religion, sex, or country of origin."
US:28389344,"Both parties are out of touch with Americans' choices and just follow their chosen ""leaders"" regardless of their true beliefs."
US:184924473,Neither.
US:4747296,This party most aligns with my values
US:151407863,Because the Republicans are the ones who mostly follow the Constitution and are for the people.
US:180794313,just am
US:1984488,"Because that's the party whose ballot I voted in the last primary election . Oh , and also because more generally I support social justice and personal liberty for all of the people ."
US:3366716,"How could I be anything else? Being a Democrat is central to my identity as a decent, well-intentioned person who wants good things for all and not just some."
US:3646267,"They believe in the separation of the three branches of government, in freedom of speech and that all people were created equal."
US:126321,"I am a Democrat because Trump's extremist and sectarian Republicans must be stopped; besides, Democrats bring more stability to the country."
US:172262633,The left has gone too far left and is out of touch with most citizens. I also support the right to defend myself. The left hasn't given a good summary of their agenda or the things they'd change in quite some time.
