person_id,question,text,prob_machine_generated,n_tokens,glimpse_criterion,full_text
US:2333011,why_moved_to_current_state,Wanted quieter lifestyle and more room to garden.,0.23,10,-4.244392817702877,"Years ago when I realized that, while I would split my votes for Congress between democrat and republican, I always backed a republican president.   Moral values are aligned with most republicans. The idea of fiscal responsibility, although most members of congress seem to lose this value once elected. A belief in a strong state government not an overreaching federal government.   Wanted quieter lifestyle and more room to garden."
US:233468,why_moved_to_current_state,Returned from the military.,0.29,5,-3.1185161532344643,Returned from the military.   I believe in the constitution and it should be respected.
US:233468,why_think_pid,I believe in the constitution and it should be respected.,0.76,11,0.04049204084440949,Returned from the military.   I believe in the constitution and it should be respected.
US:2335511,when_think_pid,Mid 90s.,0.38,5,-2.196157397673263,Mid 90s.   Employment   The GQP was already to radical for me.
US:2335511,why_moved_to_current_state,Employment,0.39,2,-2.104787896840956,Mid 90s.   Employment   The GQP was already to radical for me.
US:2335511,why_think_pid_with_when,The GQP was already to radical for me.,0.22,10,-4.9855602550106095,Mid 90s.   Employment   The GQP was already to radical for me.
US:23367591,why_moved_to_current_state,To be closer to family,0.31,5,-2.7828602354045757,To be closer to family   I have always liked the idea of limited government and less interference in our lives.
US:23367591,why_think_pid,I have always liked the idea of limited government and less interference in our lives.,0.79,16,0.2434345958099191,To be closer to family   I have always liked the idea of limited government and less interference in our lives.
US:2337143,why_moved_to_current_state,I’ve always lived here.,0.54,6,-1.136226378674218,I’ve always lived here.   Because I believe in a strong social safety net and a government that concerns itself with the least among us first and foremost.
US:2337143,why_think_pid,Because I believe in a strong social safety net and a government that concerns itself with the least among us first and foremost.,0.36,24,-2.316785494405039,I’ve always lived here.   Because I believe in a strong social safety net and a government that concerns itself with the least among us first and foremost.
US:2337407,why_moved_to_current_state,Moved with parents,0.24,3,-6.220903107921067,Moved with parents   They adhere more closely to my conservative values.
US:2337407,why_think_pid,They adhere more closely to my conservative values.,0.22,9,-4.885272567073822,Moved with parents   They adhere more closely to my conservative values.
US:23388555,when_decided_pid,As long as I can remember,0.76,6,0.03572547107001913,"As long as I can remember   Although the Republicans are too far left for my preference, the Democrats are even farther left   job"
US:23388555,why_are_pid_with_when,"Although the Republicans are too far left for my preference, the Democrats are even farther left",0.54,17,-1.1465952867497249,"As long as I can remember   Although the Republicans are too far left for my preference, the Democrats are even farther left   job"
US:23388555,why_moved_to_current_state,job,0.28,1,-6.973120537884909,"As long as I can remember   Although the Republicans are too far left for my preference, the Democrats are even farther left   job"
US:2340600,why_moved_to_current_state,Climate and Politics,0.28,3,-3.219157463966993,"Climate and Politics   The republican party is completely subsumed with trump worship, the democrats aren't even attempting to make a case to be a factor, I believe this is because the same corporations are paying both parties; there is no incentive to represent the people."
US:2340600,why_think_pid,"The republican party is completely subsumed with trump worship, the democrats aren't even attempting to make a case to be a factor, I believe this is because the same corporations are paying both parties; there is no incentive to represent the people.",0.34,50,-2.4791481006741147,"Climate and Politics   The republican party is completely subsumed with trump worship, the democrats aren't even attempting to make a case to be a factor, I believe this is because the same corporations are paying both parties; there is no incentive to represent the people."
US:23412535,why_are_pid,This party represents my ideas and the integrity of our country,0.28,11,-3.2579383397132036,This party represents my ideas and the integrity of our country   To be near my family. I'm a native Coloradoan.
US:23412535,why_moved_to_current_state,To be near my family. I'm a native Coloradoan.,0.44,13,-1.7538001210143344,This party represents my ideas and the integrity of our country   To be near my family. I'm a native Coloradoan.
US:23451541,when_decided_pid,In the mid-2000s.,0.52,8,-1.282572039287779,"In the mid-2000s.   When the Republican party writ large got behind a lie to get us into a needless war in Iraq, smearing the people who were exercising their right to object. It was clear that there was one party that was not committted to being honest with the people, but rather maintaining their grip on power regardless of the cost. This has only become worse.   Pace of living"
US:23451541,why_are_pid_with_when,"When the Republican party writ large got behind a lie to get us into a needless war in Iraq, smearing the people who were exercising their right to object. It was clear that there was one party that was not committted to being honest with the people, but rather maintaining their grip on power regardless of the cost. This has only become worse.",0.3,71,-2.8886342583870404,"In the mid-2000s.   When the Republican party writ large got behind a lie to get us into a needless war in Iraq, smearing the people who were exercising their right to object. It was clear that there was one party that was not committted to being honest with the people, but rather maintaining their grip on power regardless of the cost. This has only become worse.   Pace of living"
US:23451541,why_moved_to_current_state,Pace of living,0.42,4,-1.894370122564426,"In the mid-2000s.   When the Republican party writ large got behind a lie to get us into a needless war in Iraq, smearing the people who were exercising their right to object. It was clear that there was one party that was not committted to being honest with the people, but rather maintaining their grip on power regardless of the cost. This has only become worse.   Pace of living"
US:23475501,when_think_pid,8 years ago,0.46,3,-1.639898919315846,"8 years ago   I want order in immigration, I want welfare reform, I am tired of giving hand outs"
US:23475501,why_think_pid_with_when,"I want order in immigration, I want welfare reform, I am tired of giving hand outs",0.22,18,-4.638985028392225,"8 years ago   I want order in immigration, I want welfare reform, I am tired of giving hand outs"
US:23477130,why_moved_to_current_state,Military,0.23,1,-4.3068628575084205,Military   Believe in small and efficient government.
US:23477130,why_think_pid,Believe in small and efficient government.,0.29,8,-2.997310739274699,Military   Believe in small and efficient government.
US:2350912,when_decided_pid,As a teenager,0.69,3,-0.35601915469780177,"As a teenager   Agreed with basic party principals in the 1960s. Limited government, less federal spending, less taxation, more accountability, free trade, energy independence, strong military, rule of law, oppose Communism/Socialism, state's rights, economic opportunity...   Parents wanted to return home"
US:2350912,why_are_pid_with_when,"Agreed with basic party principals in the 1960s. Limited government, less federal spending, less taxation, more accountability, free trade, energy independence, strong military, rule of law, oppose Communism/Socialism, state's rights, economic opportunity...",0.25,53,-3.710838310265355,"As a teenager   Agreed with basic party principals in the 1960s. Limited government, less federal spending, less taxation, more accountability, free trade, energy independence, strong military, rule of law, oppose Communism/Socialism, state's rights, economic opportunity...   Parents wanted to return home"
US:2350912,why_moved_to_current_state,Parents wanted to return home,0.23,5,-4.164324128907498,"As a teenager   Agreed with basic party principals in the 1960s. Limited government, less federal spending, less taxation, more accountability, free trade, energy independence, strong military, rule of law, oppose Communism/Socialism, state's rights, economic opportunity...   Parents wanted to return home"
US:2351490,when_think_pid,When I Left The Military and Entered the University...,0.24,10,-3.983188304438975,"When I Left The Military and Entered the University...   Retirement. Good Access to the Ocean, as I am Navy Veteran and Always Found Way to Live on a Body of Water. Positive Attitude of It's Residents, Hard Working, Don't Believe in Government Hand Outs, Very Low Welfare Rolls, Sense of Pride of Residents in Their Country (USA) AND Their Community.....As Well as Their State. Government Here in Florida, SOLVES ITS Problems. Doesn't Talk About Them, Ad Infinitum. And the Mass Media Here, Is Not, ""Rabid, Looney"". My Educational Level is Master's Degree Plus....And I Feel Right At Home in Florida..... In Summary, Loving Your Society, Your Country, Your Community, is Inclusive Here in Florida, Not Exclusive.   The Liberal-Democrat Party Has Lost the Vision of the People. They Have Become Bought and Paid for Elitists, Representing The Upper East Coast and Kalifornia on the West Coast. They Long Ago Abandoned, the Average American..."
US:2351490,why_moved_to_current_state,"Retirement. Good Access to the Ocean, as I am Navy Veteran and Always Found Way to Live on a Body of Water. Positive Attitude of It's Residents, Hard Working, Don't Believe in Government Hand Outs, Very Low Welfare Rolls, Sense of Pride of Residents in Their Country (USA) AND Their Community.....As Well as Their State. Government Here in Florida, SOLVES ITS Problems. Doesn't Talk About Them, Ad Infinitum. And the Mass Media Here, Is Not, ""Rabid, Looney"". My Educational Level is Master's Degree Plus....And I Feel Right At Home in Florida..... In Summary, Loving Your Society, Your Country, Your Community, is Inclusive Here in Florida, Not Exclusive.",0.31,150,-7.375691357308644,"When I Left The Military and Entered the University...   Retirement. Good Access to the Ocean, as I am Navy Veteran and Always Found Way to Live on a Body of Water. Positive Attitude of It's Residents, Hard Working, Don't Believe in Government Hand Outs, Very Low Welfare Rolls, Sense of Pride of Residents in Their Country (USA) AND Their Community.....As Well as Their State. Government Here in Florida, SOLVES ITS Problems. Doesn't Talk About Them, Ad Infinitum. And the Mass Media Here, Is Not, ""Rabid, Looney"". My Educational Level is Master's Degree Plus....And I Feel Right At Home in Florida..... In Summary, Loving Your Society, Your Country, Your Community, is Inclusive Here in Florida, Not Exclusive.   The Liberal-Democrat Party Has Lost the Vision of the People. They Have Become Bought and Paid for Elitists, Representing The Upper East Coast and Kalifornia on the West Coast. They Long Ago Abandoned, the Average American..."
US:2351490,why_think_pid_with_when,"The Liberal-Democrat Party Has Lost the Vision of the People. They Have Become Bought and Paid for Elitists, Representing The Upper East Coast and Kalifornia on the West Coast. They Long Ago Abandoned, the Average American...",0.26,49,-3.577788188803779,"When I Left The Military and Entered the University...   Retirement. Good Access to the Ocean, as I am Navy Veteran and Always Found Way to Live on a Body of Water. Positive Attitude of It's Residents, Hard Working, Don't Believe in Government Hand Outs, Very Low Welfare Rolls, Sense of Pride of Residents in Their Country (USA) AND Their Community.....As Well as Their State. Government Here in Florida, SOLVES ITS Problems. Doesn't Talk About Them, Ad Infinitum. And the Mass Media Here, Is Not, ""Rabid, Looney"". My Educational Level is Master's Degree Plus....And I Feel Right At Home in Florida..... In Summary, Loving Your Society, Your Country, Your Community, is Inclusive Here in Florida, Not Exclusive.   The Liberal-Democrat Party Has Lost the Vision of the People. They Have Become Bought and Paid for Elitists, Representing The Upper East Coast and Kalifornia on the West Coast. They Long Ago Abandoned, the Average American..."
US:2351506,why_are_pid,Because the democrats are too liberal and the republicans are racist.,0.34,14,-2.5251725020906357,Because the democrats are too liberal and the republicans are racist.
US:23539821,why_are_pid,NA,NA,0,NA,"retired from law enforcement, and wanted to get into gaming, and warmer weather"
US:23539821,why_moved_to_current_state,"retired from law enforcement, and wanted to get into gaming, and warmer weather",0.25,16,-3.6119426280649303,"retired from law enforcement, and wanted to get into gaming, and warmer weather"
US:2354869,when_think_pid,When Biden became president,0.3,4,-2.908499978749049,"When Biden became president   Political environment, job opportunity   I just don't want to be known as a democrat. Really, I identify more with Maga, and with the constituion, and the bill of rights."
US:2354869,why_moved_to_current_state,"Political environment, job opportunity",0.22,5,-5.08836743207386,"When Biden became president   Political environment, job opportunity   I just don't want to be known as a democrat. Really, I identify more with Maga, and with the constituion, and the bill of rights."
US:2354869,why_think_pid_with_when,"I just don't want to be known as a democrat. Really, I identify more with Maga, and with the constituion, and the bill of rights.",0.33,33,-2.60969408093714,"When Biden became president   Political environment, job opportunity   I just don't want to be known as a democrat. Really, I identify more with Maga, and with the constituion, and the bill of rights."
US:23562026,when_think_pid,Neither part really represents my interest. More alike than different,0.25,11,-6.542148075266648,Neither part really represents my interest. More alike than different   Climate
US:23562026,why_moved_to_current_state,Climate,0.3,1,-2.930606744264868,Neither part really represents my interest. More alike than different   Climate
US:2356963,when_decided_pid,IMy mom was a sincere Democrat and I learned to appreciate those values as a high school student.,0.27,20,-3.326238486639461,IMy mom was a sincere Democrat and I learned to appreciate those values as a high school student.   Democrats recognize concerns of the working class.   Following spouse
US:2356963,why_are_pid_with_when,Democrats recognize concerns of the working class.,0.29,8,-3.046880183424116,IMy mom was a sincere Democrat and I learned to appreciate those values as a high school student.   Democrats recognize concerns of the working class.   Following spouse
US:2356963,why_moved_to_current_state,Following spouse,0.43,2,-8.357688049469973,IMy mom was a sincere Democrat and I learned to appreciate those values as a high school student.   Democrats recognize concerns of the working class.   Following spouse
US:2357493,why_are_pid,They are not self serving crooks like republicans,0.22,10,-4.597239820065127,They are not self serving crooks like republicans   Work
US:2357493,why_moved_to_current_state,Work,0.44,1,-1.709566926274204,They are not self serving crooks like republicans   Work
US:2357501,why_moved_to_current_state,I hate snow.,0.46,4,-1.6294900277347386,I hate snow.   Neither party cares about the people of the US or anywhere else. They only care about lining their own pockets. The USA is turning into an oligarchy.
US:2357501,why_think_pid,Neither party cares about the people of the US or anywhere else. They only care about lining their own pockets. The USA is turning into an oligarchy.,0.77,31,0.12187193644927928,I hate snow.   Neither party cares about the people of the US or anywhere else. They only care about lining their own pockets. The USA is turning into an oligarchy.
US:236035,why_moved_to_current_state,Family,0.25,1,-3.7675180728671025,Family   Because I care about people and feel it should be the responsibility of the government to support and protect people over corporations
US:236035,why_think_pid,Because I care about people and feel it should be the responsibility of the government to support and protect people over corporations,0.45,22,-1.6771137488546284,Family   Because I care about people and feel it should be the responsibility of the government to support and protect people over corporations
US:23624199,why_moved_to_current_state,to live with my sister,0.34,5,-2.4941129473411885,to live with my sister   Because I feel that Democrats are more compassionate and humanitarian.
US:23624199,why_think_pid,Because I feel that Democrats are more compassionate and humanitarian.,0.25,11,-3.675733590239608,to live with my sister   Because I feel that Democrats are more compassionate and humanitarian.
US:2362919,when_decided_pid,when I first became a voter at the age of 18,0.41,12,-1.92116345462456,when I first became a voter at the age of 18   because both parties are in my opinion the same party just at different ends of it.   family divorce
US:2362919,why_are_pid_with_when,because both parties are in my opinion the same party just at different ends of it.,0.35,17,-2.398865230829663,when I first became a voter at the age of 18   because both parties are in my opinion the same party just at different ends of it.   family divorce
US:2362919,why_moved_to_current_state,family divorce,0.36,2,-7.811053587859245,when I first became a voter at the age of 18   because both parties are in my opinion the same party just at different ends of it.   family divorce
US:23655346,when_think_pid,When I registered as a Democrat around 2017 or so.,0.26,13,-3.5905483896527137,"When I registered as a Democrat around 2017 or so.   To be closer to my family and my home town. Also I relate more culturally to the people in Pennsylvania, such as politically and with sports teams. Also it is more affordable than New York, where I was living before.   Because that is the party I am registered as. I register in a party so I can vote in primaries and also when I used to live in New York there were often no Republican primaries so I felt I could participate more in the political process by being a Democrat, and I didn't change my party after moving because I didn't feel any more aligned with the Republicans than I do with Democrats."
US:23655346,why_moved_to_current_state,"To be closer to my family and my home town. Also I relate more culturally to the people in Pennsylvania, such as politically and with sports teams. Also it is more affordable than New York, where I was living before.",0.44,45,-1.7227788606310068,"When I registered as a Democrat around 2017 or so.   To be closer to my family and my home town. Also I relate more culturally to the people in Pennsylvania, such as politically and with sports teams. Also it is more affordable than New York, where I was living before.   Because that is the party I am registered as. I register in a party so I can vote in primaries and also when I used to live in New York there were often no Republican primaries so I felt I could participate more in the political process by being a Democrat, and I didn't change my party after moving because I didn't feel any more aligned with the Republicans than I do with Democrats."
US:23655346,why_think_pid_with_when,"Because that is the party I am registered as. I register in a party so I can vote in primaries and also when I used to live in New York there were often no Republican primaries so I felt I could participate more in the political process by being a Democrat, and I didn't change my party after moving because I didn't feel any more aligned with the Republicans than I do with Democrats.",0.53,79,-1.174589815964025,"When I registered as a Democrat around 2017 or so.   To be closer to my family and my home town. Also I relate more culturally to the people in Pennsylvania, such as politically and with sports teams. Also it is more affordable than New York, where I was living before.   Because that is the party I am registered as. I register in a party so I can vote in primaries and also when I used to live in New York there were often no Republican primaries so I felt I could participate more in the political process by being a Democrat, and I didn't change my party after moving because I didn't feel any more aligned with the Republicans than I do with Democrats."
US:2366053,when_decided_pid,many years ago,0.32,3,-2.7300206183132127,many years ago   they are both crooks
US:2366053,why_are_pid_with_when,they are both crooks,0.25,5,-3.7900227312088135,many years ago   they are both crooks
US:23666220,why_moved_to_current_state,I was born here in Missouri.,0.49,7,-1.441017828821404,I was born here in Missouri.   I just don't like most of the Republicans.
US:23666220,why_think_pid,I just don't like most of the Republicans.,0.57,10,-0.9988940152851928,I was born here in Missouri.   I just don't like most of the Republicans.
US:236705,when_decided_pid,"Since the age of twenty, I have been a conservative, and in a perfect world everyone should have an equal opportunity to succeed. I see this as a worthwhile, if impossible, goal. Republicans have usually been more conservative than democrats.",0.58,48,-0.9037354415829122,"Since the age of twenty, I have been a conservative, and in a perfect world everyone should have an equal opportunity to succeed. I see this as a worthwhile, if impossible, goal. Republicans have usually been more conservative than democrats.   Since Ronald Reagan was elected president, the Republicans have moved closer to my point of view.   Job related"
US:236705,why_are_pid_with_when,"Since Ronald Reagan was elected president, the Republicans have moved closer to my point of view.",0.35,18,-2.4140056869277275,"Since the age of twenty, I have been a conservative, and in a perfect world everyone should have an equal opportunity to succeed. I see this as a worthwhile, if impossible, goal. Republicans have usually been more conservative than democrats.   Since Ronald Reagan was elected president, the Republicans have moved closer to my point of view.   Job related"
US:236705,why_moved_to_current_state,Job related,0.22,2,-4.790726612953428,"Since the age of twenty, I have been a conservative, and in a perfect world everyone should have an equal opportunity to succeed. I see this as a worthwhile, if impossible, goal. Republicans have usually been more conservative than democrats.   Since Ronald Reagan was elected president, the Republicans have moved closer to my point of view.   Job related"
US:2368335,why_are_pid,Republicans actually worry about national security and the economic success if the middle class; Liberals just TALK about those issues!,0.23,23,-6.073429817575551,Republicans actually worry about national security and the economic success if the middle class; Liberals just TALK about those issues!   for retirement
US:2368335,why_moved_to_current_state,for retirement,0.37,2,-7.886775684628083,Republicans actually worry about national security and the economic success if the middle class; Liberals just TALK about those issues!   for retirement
US:2370880,why_moved_to_current_state,family situation,0.4,2,-8.14961275878236,"family situation   I agree with most Republican policies, I think most Democrat policies are absurd and/or treasonous"
US:2370880,why_think_pid,"I agree with most Republican policies, I think most Democrat policies are absurd and/or treasonous",0.29,18,-3.0483506867073684,"family situation   I agree with most Republican policies, I think most Democrat policies are absurd and/or treasonous"
US:23747155,when_think_pid,When I realized at a young age that Republicans only helped the rich.,0.23,14,-4.312591700741809,When I realized at a young age that Republicans only helped the rich.   Reagan's trade policies resulted in the closure of steel mills in the Great Lakes region   Republicans only help the rich.
US:23747155,why_moved_to_current_state,Reagan's trade policies resulted in the closure of steel mills in the Great Lakes region,0.52,17,-1.253826149438533,When I realized at a young age that Republicans only helped the rich.   Reagan's trade policies resulted in the closure of steel mills in the Great Lakes region   Republicans only help the rich.
US:23747155,why_think_pid_with_when,Republicans only help the rich.,0.29,6,-3.011264328010111,When I realized at a young age that Republicans only helped the rich.   Reagan's trade policies resulted in the closure of steel mills in the Great Lakes region   Republicans only help the rich.
US:23751840,when_decided_pid,When I first saw Democrats turning towards Communism.,0.22,10,-5.48963837564496,When I first saw Democrats turning towards Communism.   Because they represented my views.   A job for my husband. He transferred to Florida.
US:23751840,why_are_pid_with_when,Because they represented my views.,0.23,6,-4.296772840881594,When I first saw Democrats turning towards Communism.   Because they represented my views.   A job for my husband. He transferred to Florida.
US:23751840,why_moved_to_current_state,A job for my husband. He transferred to Florida.,0.26,11,-3.4270803802411045,When I first saw Democrats turning towards Communism.   Because they represented my views.   A job for my husband. He transferred to Florida.
US:23759088,why_moved_to_current_state,job relocation,0.39,2,-8.10379849636797,job relocation   I believe in helping the common person.
US:23759088,why_think_pid,I believe in helping the common person.,0.64,8,-0.5929191726013812,job relocation   I believe in helping the common person.
US:23759994,why_moved_to_current_state,Left the military,0.22,3,-4.945248916290852,Left the military   Because Republicans have become a cult
US:23759994,why_think_pid,Because Republicans have become a cult,0.25,6,-3.706578098966978,Left the military   Because Republicans have become a cult
US:23767,why_are_pid,They are the only sensible ones right now. The Republicans are turning us into a fascist state if you care to read any history books.,0.51,27,-1.3019898089590658,"They are the only sensible ones right now. The Republicans are turning us into a fascist state if you care to read any history books.   i was widowed, retired and remarried and my husband is a florida resident"
US:23767,why_moved_to_current_state,"i was widowed, retired and remarried and my husband is a florida resident",0.26,16,-3.5007064349273147,"They are the only sensible ones right now. The Republicans are turning us into a fascist state if you care to read any history books.   i was widowed, retired and remarried and my husband is a florida resident"
US:2380145,why_moved_to_current_state,Family reasons,0.3,2,-7.225158045747614,Family reasons   I and my party typically stand for more individual liberty and less government interference.
US:2380145,why_think_pid,I and my party typically stand for more individual liberty and less government interference.,0.4,15,-2.013757871382706,Family reasons   I and my party typically stand for more individual liberty and less government interference.
US:2380616,when_decided_pid,You have a BUG!!!! When did you first decide you are closer to neither the $wording_democratic_nor_republican Party? Sometime between 30 and 20 years ago.,0.28,39,-6.932688537065976,"You have a BUG!!!! When did you first decide you are closer to neither the $wording_democratic_nor_republican Party? Sometime between 30 and 20 years ago.   Same BUG here! The Republicans started acting just like the Democrats from ten years earlier. More spending, more programs, more bureaucracy. Trump may be elected as a Republican but he's left of Bill Clinton.   Employment"
US:2380616,why_are_pid_with_when,"Same BUG here! The Republicans started acting just like the Democrats from ten years earlier. More spending, more programs, more bureaucracy. Trump may be elected as a Republican but he's left of Bill Clinton.",0.22,41,-5.707158619612893,"You have a BUG!!!! When did you first decide you are closer to neither the $wording_democratic_nor_republican Party? Sometime between 30 and 20 years ago.   Same BUG here! The Republicans started acting just like the Democrats from ten years earlier. More spending, more programs, more bureaucracy. Trump may be elected as a Republican but he's left of Bill Clinton.   Employment"
US:2380616,why_moved_to_current_state,Employment,0.39,2,-2.104787896840956,"You have a BUG!!!! When did you first decide you are closer to neither the $wording_democratic_nor_republican Party? Sometime between 30 and 20 years ago.   Same BUG here! The Republicans started acting just like the Democrats from ten years earlier. More spending, more programs, more bureaucracy. Trump may be elected as a Republican but he's left of Bill Clinton.   Employment"
US:2380882,when_think_pid,as a child,0.47,3,-1.5759211540177551,"as a child   University, Graduate School degree   I saw the damage done by Nixon, Ford, and Reagan to the midwest first hand as a child. As a historian I see the GOP has always tried to control people's lives and decisions, yes, always, even if they might have moral reasons, that is never the proper way to do things in any type of democracy."
US:2380882,why_moved_to_current_state,"University, Graduate School degree",0.23,5,-4.36377386411042,"as a child   University, Graduate School degree   I saw the damage done by Nixon, Ford, and Reagan to the midwest first hand as a child. As a historian I see the GOP has always tried to control people's lives and decisions, yes, always, even if they might have moral reasons, that is never the proper way to do things in any type of democracy."
US:2380882,why_think_pid_with_when,"I saw the damage done by Nixon, Ford, and Reagan to the midwest first hand as a child. As a historian I see the GOP has always tried to control people's lives and decisions, yes, always, even if they might have moral reasons, that is never the proper way to do things in any type of democracy.",0.33,67,-2.610820345743468,"as a child   University, Graduate School degree   I saw the damage done by Nixon, Ford, and Reagan to the midwest first hand as a child. As a historian I see the GOP has always tried to control people's lives and decisions, yes, always, even if they might have moral reasons, that is never the proper way to do things in any type of democracy."
US:2383381,when_think_pid,During the GWBush administration.,0.23,6,-5.773662543912112,"During the GWBush administration.   graduate school   My cultural values align better; the republican party has no interest in governing, only in keeping power."
US:2383381,why_moved_to_current_state,graduate school,0.22,2,-5.041492246934834,"During the GWBush administration.   graduate school   My cultural values align better; the republican party has no interest in governing, only in keeping power."
US:2383381,why_think_pid_with_when,"My cultural values align better; the republican party has no interest in governing, only in keeping power.",0.28,20,-3.229879246302636,"During the GWBush administration.   graduate school   My cultural values align better; the republican party has no interest in governing, only in keeping power."
US:23837436,why_are_pid,It represents middle class people,0.24,5,-6.090338546396062,It represents middle class people   marriage
US:23837436,why_moved_to_current_state,marriage,0.23,2,-4.355269498411406,It represents middle class people   marriage
US:2384262,why_are_pid,Because I registered Republican as a teenager and have yet to have a compeling reason to change. I have voted for many Democrats in the past.,0.26,29,-3.513725072805581,Because I registered Republican as a teenager and have yet to have a compeling reason to change. I have voted for many Democrats in the past.   Tired of too liberal.
US:2384262,why_moved_to_current_state,Tired of too liberal.,0.24,6,-4.056686322628298,Because I registered Republican as a teenager and have yet to have a compeling reason to change. I have voted for many Democrats in the past.   Tired of too liberal.
US:2384615,why_are_pid,"The are both the same, just different words, same shitty actions.",0.24,14,-3.8267451606546583,"The are both the same, just different words, same shitty actions.   Work"
US:2384615,why_moved_to_current_state,Work,0.44,1,-1.709566926274204,"The are both the same, just different words, same shitty actions.   Work"
US:238534,when_think_pid,When I turned old enough to vote,0.32,7,-2.6603212843575577,When I turned old enough to vote   Not sure anymore I'm starting to change my mind
US:238534,why_think_pid_with_when,Not sure anymore I'm starting to change my mind,0.29,10,-3.027959362563357,When I turned old enough to vote   Not sure anymore I'm starting to change my mind
US:2385997,why_moved_to_current_state,job availability,0.38,2,-8.019214798215126,job availability   The logical alternative is the republican party which I would never support.
US:2385997,why_think_pid,The logical alternative is the republican party which I would never support.,0.38,13,-2.1418380816817555,job availability   The logical alternative is the republican party which I would never support.
US:23876769,when_think_pid,"When the dems began to go more and more woke, endorsing violence and being profane.",0.22,19,-4.526196650305444,"When the dems began to go more and more woke, endorsing violence and being profane.   Wanted rural lifestyle near the mountains   I love Trump and what he stands for and the fact that he listens to the people. I like his choices of cabinet. And I like his strength and think all of this will help the people way more that the dems can even conceive."
US:23876769,why_moved_to_current_state,Wanted rural lifestyle near the mountains,0.23,7,-4.283953791500751,"When the dems began to go more and more woke, endorsing violence and being profane.   Wanted rural lifestyle near the mountains   I love Trump and what he stands for and the fact that he listens to the people. I like his choices of cabinet. And I like his strength and think all of this will help the people way more that the dems can even conceive."
US:23876769,why_think_pid_with_when,I love Trump and what he stands for and the fact that he listens to the people. I like his choices of cabinet. And I like his strength and think all of this will help the people way more that the dems can even conceive.,0.36,49,-2.352298266183733,"When the dems began to go more and more woke, endorsing violence and being profane.   Wanted rural lifestyle near the mountains   I love Trump and what he stands for and the fact that he listens to the people. I like his choices of cabinet. And I like his strength and think all of this will help the people way more that the dems can even conceive."
US:23909534,why_moved_to_current_state,to get away from the cold winters in the Northeast,0.59,10,-0.8502357160081061,"to get away from the cold winters in the Northeast   I think of myself as a Democrat because I favor policies that protect the environment, I vote for policies that favor the working class and I favor policies that protect our democratic systems and norms and protect our rule of law"
US:23909534,why_think_pid,"I think of myself as a Democrat because I favor policies that protect the environment, I vote for policies that favor the working class and I favor policies that protect our democratic systems and norms and protect our rule of law",0.58,42,-0.9387533033215923,"to get away from the cold winters in the Northeast   I think of myself as a Democrat because I favor policies that protect the environment, I vote for policies that favor the working class and I favor policies that protect our democratic systems and norms and protect our rule of law"
US:23915049,when_decided_pid,20 yrs ago,0.25,3,-3.700179673797928,20 yrs ago   wanted the best for USA   start over
US:23915049,why_are_pid_with_when,wanted the best for USA,0.23,5,-4.331705294995981,20 yrs ago   wanted the best for USA   start over
US:23915049,why_moved_to_current_state,start over,0.22,2,-5.06355147066123,20 yrs ago   wanted the best for USA   start over
US:2391749,why_are_pid,Democrats are bat-shit crazy.,0.31,7,-2.8121710192392455,Democrats are bat-shit crazy.   I served for 20 years in the US Navy
US:2391749,why_moved_to_current_state,I served for 20 years in the US Navy,0.63,10,-0.6403096842235102,Democrats are bat-shit crazy.   I served for 20 years in the US Navy
US:2391964,why_are_pid,Because it is the best party to be a member of.,0.48,12,-1.510517891417941,Because it is the best party to be a member of.
US:2392425,when_think_pid,I don’t know,0.83,4,0.46175977550999014,I don’t know   Conservative
US:2392425,why_think_pid_with_when,Conservative,0.35,2,-2.460372579415123,I don’t know   Conservative
US:2393122,when_think_pid,"When I realized the true international money powers that were behind WWI, the Bolsheviks, and most revolutions, and that those same people started WWII and told nothing but lies about the war ever since. They still control our media, entertainment, and politics to this day, including deep funds going to both Democrats and Republicans. It's all a sham and needs to be torn down and rebuilt, with the first step being ending the Federal Reserve and dual citizenship.",0.24,91,-3.9763779060257662,"When I realized the true international money powers that were behind WWI, the Bolsheviks, and most revolutions, and that those same people started WWII and told nothing but lies about the war ever since. They still control our media, entertainment, and politics to this day, including deep funds going to both Democrats and Republicans. It's all a sham and needs to be torn down and rebuilt, with the first step being ending the Federal Reserve and dual citizenship.   The area where I lived in Georgia had a big demographic change, with the black population growing from about 2% up to around 35%. When that happened we started having shootings, robberies, thefts, break-ins, fights at the malls, a huge drug problem, and every other ill you can imagine. This is why I've had to move for the past 4 times. Every time blacks become greater than 10-15% of the population, everything goes to shit and it becomes a violent area. So we moved to a nearly all-White area of Alabama, and now enjoy peace and safety for the past 15 years.   Same as above. When I realized the true international money powers that were behind WWI, the Bolsheviks, and most revolutions, and that those same people started WWII and told nothing but lies about the war ever since. They still control our media, entertainment, and politics to this day, including deep funds going to both Democrats and Republicans. It's all a sham and needs to be torn down and rebuilt, with the first step being ending the Federal Reserve and dual citizenship. As such, for the why, it is because I think we are at the point that we need a Third Way, not to be confused with a third party."
